number	number	number	number	number	number	number	number
748	148	4	0	5845	1169	3507	16366
749	149	4	0	5920	1184	3552	16576
750	150	4	0	5995	1199	3597	16786
751	151	4	0	6075	1215	3645	17010
752	152	4	0	6155	1231	3693	17234
753	153	4	0	6235	1247	3741	17458
754	154	4	0	6315	1263	3789	17682
755	155	4	0	6395	1279	3837	17906
756	156	4	0	6475	1295	3885	18130
757	157	4	0	6555	1311	3933	18354
758	158	4	0	6635	1327	3981	18578
759	159	4	0	6715	1343	4029	18802
760	160	4	0	6795	1359	4077	19026
761	161	4	0	6880	1376	4128	19264
762	162	4	0	6965	1393	4179	19502
763	163	4	0	7050	1410	4230	19740
764	164	4	0	7135	1427	4281	19978
765	165	4	0	7220	1444	4332	20216
766	166	4	0	7305	1461	4383	20454
767	167	4	0	7390	1478	4434	20692
768	168	4	0	7475	1495	4485	20930
769	169	4	0	7560	1512	4536	21168
770	170	4	0	7645	1529	4587	21406
771	171	4	0	7735	1547	4641	21658
772	172	4	0	7825	1565	4695	21910
773	173	4	0	7915	1583	4749	22162
774	174	4	0	8005	1601	4803	22414
775	175	4	0	8095	1619	4857	22666
776	176	4	0	8185	1637	4911	22918
777	177	4	0	8275	1655	4965	23170
778	178	4	0	8365	1673	5019	23422
779	179	4	0	8455	1691	5073	23674
780	180	4	0	8545	1709	5127	23926
781	181	4	0	8640	1728	5184	24192
782	182	4	0	8735	1747	5241	24458
783	183	4	0	8830	1766	5298	24724
784	184	4	0	8925	1785	5355	24990
785	185	4	0	9020	1804	5412	25256
786	186	4	0	9115	1823	5469	25522
787	187	4	0	9210	1842	5526	25788
788	188	4	0	9305	1861	5583	26054
789	189	4	0	9400	1880	5640	26320
790	190	4	0	9495	1899	5697	26586
791	191	4	0	9595	1919	5757	26866
792	192	4	0	9695	1939	5817	27146
793	193	4	0	9795	1959	5877	27426
794	194	4	0	9895	1979	5937	27706
795	195	4	0	9995	1999	5997	27986
796	196	4	0	10095	2019	6057	28266
797	197	4	0	10195	2039	6117	28546
798	198	4	0	10295	2059	6177	28826
799	199	4	0	10395	2079	6237	29106
800	200	4	0	10495	2099	6297	29386
