number	string
1806	妓女
1807	她妈
1808	牛逼
1809	牛比
1810	煞笔
1811	傻逼
1812	傻B
1813	操你妈
1814	装逼
1815	装B
1816	日你妈
1817	妈逼
1818	草你妈
1819	T.M.D
1820	JB
1821	jb
1822	出售账号
1823	出售账号
1824	出售此号
1825	卖号
1826	U/R
1827	U-R
1828	j8
1829	吗的
1830	8仙
1831	狗日
1832	出售神符
1833	色情
1834	黄色
1835	藏独
1836	台独
1837	法轮大法
1838	鸡巴
1839	毛泽东
1840	NPC
1841	*法*轮*功*
1842	*李*洪*志*阿扁
1843	阿扁万岁
1844	阿拉法特
1845	挨球
1846	八九风波
1847	办理文凭
1848	办理证件
1849	包皮
1850	保钓
1851	保监会
1852	保密局
1853	鸨
1854	鲍岳桥
1855	暴动
1856	暴乱
1857	暴徒
1858	北京之春
1859	贝肉
1860	本?拉登
1861	本?拉登
1862	苯比
1863	笨屄
1864	笨逼
1865	屄
1866	屄毛
1867	逼毛
1868	逼你老母
1869	逼样
1870	比毛
1871	婊
1872	婊子
1873	宾周
1874	冰毒
1875	波霸
1876	博讯
1877	薄一波
1878	布莱尔
1879	布雷尔
1880	布什
1881	布什
1882	财政部
1883	参事室
1884	藏独
1885	藏独
1886	藏独
1887	操
1888	操GM
1889	操Gm
1890	操gM
1891	操gm
1892	操XX
1893	操逼
1894	操比
1895	操蛋
1896	操你
1897	交媾
1898	操你妈
1899	操你妈屄
1900	操他
1901	曹刚川
1902	草的你妈
1903	草妈
1904	草你妈
1905	草拟妈
1906	肏
1907	测绘局
1908	插GM
1909	插Gm
1910	插gM
1911	插gm
1912	插妳
1913	插你
1914	插你妈
1915	插深些
1916	产权局
1917	朝鲜
1918	车臣
1919	车仑
1920	陈功
1921	陈良宇
1922	陈水扁
1923	陈希同
1924	陈晓宁
1925	陈毅
1926	陈至立
1927	成人电影
1928	成人片
1929	吃大便
1930	吃屎
1931	迟浩田
1932	赤匪
1933	抽插
1934	抽你丫的
1935	臭化西
1936	出售假币
1937	出售枪支
1938	出售手枪
1939	吹喇叭
1940	吹箫
1941	春药
1942	蠢猪
1943	戳你
1944	粗制吗啡
1945	催情药
1946	达赖
1947	达赖喇嘛
1948	打炮
1949	大B
1950	大逼
1951	大波波
1952	大麻
1953	大麻树脂
1954	大麻油
1955	戴维教
1956	大学骚乱
1957	大血B
1958	大血比
1959	呆卵
1960	戴海静
1961	戴红
1962	戴晶
1963	戴维教
1964	党主席
1965	荡妇
1966	档案局
1967	盗窃犯
1968	盗窃犯
1969	道教
1970	邓小平
1971	帝国主义
1972	电监会
1973	叼你
1974	叼你妈
1975	屌
1976	屌7
1977	屌鸠
1978	屌毛
1979	屌妳
1980	屌七
1981	屌西
1982	钓鱼台
1983	丁关根
1984	丁子霖
1985	东北独立
1986	东升
1987	东条英机
1988	东突
1989	东突暴动和独立
1990	东突组织
1991	东亚病夫
1992	董建华
1993	董贱华
1994	董文华
1995	懂文华
1996	独立台湾会
1997	恩格斯
1998	二B
1999	二屄
2000	二逼
2001	二乙基酰胺发抡
2002	发抡功
2003	发伦
2004	发伦功
2005	发轮
2006	发论
2007	发论公
2008	发论功
2009	发骚
2010	法(轮)功
2011	法*轮*功
2012	法功
2013	法愣
2014	法仑
2015	法轮
2016	法轮大法
2017	法轮功
2018	法西斯
2019	法制办
2020	反动
2021	反革命
2022	发票，冰粉，性奴，反共
2023	反华
2024	反恐委员会
2025	反日
2026	反政府
2027	分裂祖国
2028	佛展千手法
2029	斧头镰刀
2030	阝月
2031	傅鹏
2032	傅作义
2033	干GM
2034	干Gm
2035	干gM
2036	干gm
2037	干拎娘
2038	干妳
2039	干妳老母
2040	干妳妈
2041	干妳娘
2042	干你
2043	干你妈
2044	干你妈b
2045	干你妈逼
2046	干你娘
2047	干七八
2048	干死你
2049	肛交
2050	肛门
2051	港澳办
2052	高俊
2053	高丽棒子
2054	高校暴乱
2055	高校群体事件
2056	高校骚乱
2057	睾
2058	睾丸
2059	膏药旗
2060	弓虽女干
2061	共产党
2062	共匪
2063	共狗
2064	狗b
2065	狗操
2066	狗卵
2067	狗娘
2068	狗屁
2069	狗日
2070	狗日的
2071	狗屎
2072	观世音
2073	官逼民反
2074	官商勾结
2075	龟儿子
2076	龟公
2077	龟孙子
2078	龟头
2079	鬼村
2080	郭伯雄
2081	国安局
2082	国防科工委
2083	国管局
2084	国际法院
2085	国家民委
2086	国家主席
2087	国家主要部委
2088	国民党
2089	国民党万岁
2090	海洛因
2091	何候华
2092	贺国强
2093	贺龙
2094	黑社会
2095	黑手党
2096	黑手党
2097	黑手党
2098	红卫兵
2099	洪兴
2100	洪志
2101	后庭
2102	胡XX
2103	胡紧涛
2104	胡紧掏
2105	胡紧套
2106	胡锦涛
2107	胡锦淘
2108	胡乔木
2109	胡耀邦
2110	胡主席
2111	花柳
2112	华国锋
2113	华建敏
2114	换妻
2115	黄　菊
2116	黄菊
2117	黄色电影
2118	黄色小电影
2119	回教
2120	回良玉
2121	回民暴动
2122	回族人吃猪肉
2123	昏药
2124	火棒
2125	机八
2126	机巴
2127	鸡八
2128	鸡巴
2129	鸡叭
2130	鸡芭
2131	鸡掰
2132	鸡奸
2133	基地组织
2134	激情电影
2135	激情小电影
2136	计牌软件
2137	计生委
2138	妓女
2139	妓院
2140	贾庆林
2141	奸夫淫妇
2142	奸你
2143	奸淫
2144	贱逼
2145	贱货
2146	贱人
2147	江Core
2148	江八
2149	江八点
2150	江独裁
2151	江核心
2152	江青
2153	江戏子
2154	江择民
2155	江泽民
2156	江贼民
2157	江折民
2158	江猪
2159	江猪媳
2160	江主席
2161	僵贼民
2162	疆独
2163	蒋介石
2164	蒋经国
2165	蒋中正
2166	酱猪媳
2167	交通部
2168	姣西
2169	叫床
2170	叫鸡
2171	叫小姐
2172	教育部
2173	她妈的金日成
2174	金正日
2175	禁书
2176	经济社会理事会
2177	经社理事会
2178	精液
2179	精子
2180	警匪一家
2181	敬国神社
2182	靖国神社
2183	静坐
2184	纠察员
2185	鸠
2186	鸠屎
2187	军长发威
2188	军国主义
2189	军妓
2190	尻
2191	靠你妈
2192	靠腰
2193	可待因
2194	可卡叶
2195	可卡因
2196	克林顿
2197	恐怖份子
2198	恐怖主义
2199	口交
2200	寇晓伟
2201	狂操
2202	狂操你全家
2203	拉登
2204	拉姆斯菲尔德
2205	懒教
2206	烂B
2207	烂屄
2208	烂逼
2209	烂比
2210	烂屌
2211	烂货
2212	劳+教+所
2213	劳动保障部
2214	老逼
2215	老毛子
2216	老母
2217	黎阳评
2218	李长春
2219	李登辉
2220	李弘旨
2221	李红志
2222	李宏旨
2223	李宏志
2224	李洪志
2225	李岚清
2226	李鹏
2227	李鹏*
2228	李瑞环
2229	李山
2230	李铁映
2231	李先念
2232	连战
2233	联大
2234	联合国大会
2235	联易
2236	联易互动
2237	粮食局
2238	两腿之间
2239	列宁
2240	林彪
2241	林业局
2242	刘　淇
2243	刘军
2244	刘淇
2245	刘少奇
2246	刘云山
2247	流氓
2248	六合彩
2249	六四
2250	六四事件
2251	六四真相
2255	龙新民
2256	吕秀莲
2258	旅游局
2259	轮功
2260	轮奸
2261	罗　干
2262	罗干
2263	骡干
2264	妈逼
2265	妈比
2266	妈卖妈屁
2267	妈批
2268	妈祖
2269	妈B
2270	妈的
2271	麻醉钢枪
2272	麻醉枪
2273	麻醉药
2274	麻醉乙醚
2275	马克思
2276	马卖马屁
2277	马英九
2278	吗啡
2279	吗啡碱
2280	吗啡片
2281	买财富
2282	买卖枪支
2283	麦角酸
2284	卖.国
2285	卖B
2286	卖ID
2287	卖QQ
2288	卖逼
2289	卖比
2290	卖财富
2291	卖党求荣
2292	卖国
2293	卖国求荣
2294	卖号
2295	卖卡
2296	卖软件
2297	卖淫
2298	毛XX
2299	毛厕洞
2300	毛一鲜
2301	毛泽东
2302	毛贼东
2303	毛主席
2304	梅花网
2305	美国
2306	美国佬
2307	美国之音
2308	美利坚
2309	蒙尘药
2310	蒙独
2311	蒙古达子
2312	蒙古独立
2313	迷魂药
2314	迷奸药
2315	迷歼药
2316	迷药
2317	密洞
2318	密宗
2319	民进党
2320	民运
2321	民政部
2322	明慧网
2323	摩门教
2324	莫索里尼
2325	穆罕默德
2326	穆斯林
2327	乳头
2328	奶子
2329	妳老母的
2330	妳妈的
2331	妳马的
2332	妳娘的
2333	南联盟
2334	南蛮子
2335	南蛮子
2336	嫩B
2337	嫩b
2338	伱妈
2339	你爸
2340	你大爷
2341	你二大爷
2342	你老母
2343	你老味
2344	你姥
2345	你姥姥的
2346	你妈
2347	你妈逼
2348	你妈的
2349	你娘
2350	你爷爷的
2351	鸟GM
2352	鸟Gm
2353	鸟gM
2354	鸟gm
2355	鸟你
2356	牛逼
2357	牛比
2358	农业部
2359	虐待
2360	拍肩神药
2361	喷你
2362	彭真
2363	皮条
2364	屁眼
2365	嫖客
2366	苹果日报
2367	破坏
2368	破鞋
2369	仆街
2370	钱其琛
2371	枪决女犯
2372	枪决现场
2373	枪支弹药
2374	强奸
2375	强奸犯
2376	强卫
2377	强效失意药
2378	强硬发言
2379	抢劫
2380	乔石
2381	侨办
2382	切七
2383	窃听器
2384	窃听器材
2385	亲民党
2386	青天白日
2387	情色
2388	去你妈的
2389	全国人大
2390	瘸腿帮
2391	人代会
2392	人弹
2393	人民大会堂
2394	人体炸弹
2395	日GM
2396	日Gm
2397	日gM
2398	日gm
2399	日X妈
2400	日本RING
2401	日本鬼子
2402	日你
2403	日你妈
2404	日你娘
2405	日他娘
2406	肉棒
2407	肉壁
2408	肉洞
2409	肉缝
2410	肉棍
2411	肉棍子
2412	肉穴
2413	乳
2414	乳波臀浪
2415	乳房
2416	乳交
2417	乳头
2418	撒尿
2419	萨达姆
2420	塞白
2421	塞你爸
2422	塞你公
2423	塞你老母
2424	塞你老师
2425	塞你母
2426	塞你娘
2427	三个呆婊
2428	三个代婊
2429	三级片
2430	三民主义
2431	三陪
2432	三陪女
2433	三去车仑
2434	三唑仑
2435	骚B
2436	骚逼
2437	骚货
2438	色情电影
2439	色情服务
2440	色情小电影
2441	杀人犯
2442	傻B
2443	傻屄
2444	傻逼
2445	傻比
2446	傻吊
2447	傻卵
2448	傻子
2449	煞逼
2450	商务部
2451	上妳
2452	上你
2453	射精
2454	身份生成器
2455	神经病
2456	神通加持法
2457	生鸦片
2458	圣女峰
2459	十八摸
2460	十年动乱石进
2461	食捻屎
2462	食屎
2463	驶你爸
2464	驶你公
2465	驶你老母
2466	驶你老师
2467	驶你母
2468	驶你娘
2469	是鸡
2470	手淫
2471	受虐狂
2472	售ID
2473	售号
2474	售软件
2475	双峰微颤
2476	氵去
2477	水利部
2478	水去车仑
2479	税务总局
2480	司法部
2481	私服
2482	私/服
2483	私\\服
2484	私服
2485	私-服
2486	私—服
2487	斯大林
2488	死gd
2489	死GD
2490	死gm
2491	死GM
2492	死全家
2493	四川独立
2494	四人帮
2495	宋楚瑜
2496	宋祖英
2497	孙文
2498	孙逸仙
2499	孙中山
2500	他爹
2501	他妈
2502	他妈的
2503	他马的
2504	他母亲
2505	他祖宗
2506	台办
2507	台独
2508	台联
2509	台湾党
2510	台湾帝国
2511	台湾独立
2512	台湾共产党
2513	台湾共和国
2514	台湾狗
2515	台湾国
2516	台湾民国
2517	太监
2518	太子党
2519	唐家璇
2520	天皇陛下
2521	田纪云
2522	舔西
2523	投毒杀人
2524	透视软件
2525	推油
2526	外　挂
2527	外挂
2528	外/挂
2529	外\\挂
2530	外_挂
2531	外挂
2532	外-挂
2533	外—挂
2534	外汇局
2535	外交部
2536	外专局
2537	晚年周恩来
2538	万税
2539	王八蛋
2540	王宝森
2541	王刚
2542	王昊
2543	王乐泉
2544	王岐山
2545	王太华
2546	王兆国
2547	王震
2548	网管
2549	威而钢
2550	威而柔
2551	卫生部
2552	尉健行
2553	温加宝
2554	温家宝
2555	温家保
2556	温馨
2557	温总理
2558	文化部
2559	文物局
2560	倭国
2561	倭寇
2562	我操
2563	我操你
2564	我干
2565	我妳老爸
2566	我日
2567	我日你
2568	无界浏览器
2569	吴　仪
2570	吴邦国
2571	吴官正
2572	吴仪
2573	五星红旗
2574	西藏独立
2575	西藏天葬
2576	希拉克
2577	希特勒
2578	希望之声
2579	洗脑班
2580	系统
2581	系统公告
2582	系统讯息
2583	鲜族
2584	乡巴佬
2585	想上你
2586	小鸡鸡
2587	小泉
2588	小泉纯一郎
2589	小日本
2590	小肉粒
2591	小乳头
2592	小穴
2593	邪教
2594	新疆独立
2595	兴奋剂
2596	性爱
2597	性交
2598	性虐待
2599	性无能
2600	性欲
2601	徐光春
2602	学潮
2603	血逼
2604	血腥图片
2605	鸦片
2606	鸦片液
2607	鸦片渣
2608	烟草局
2609	严方军
2610	阳精
2611	阳具
2612	摇头丸
2613	摇头玩
2614	耶和华
2615	耶苏
2616	耶稣
2617	叶剑英
2618	夜情
2619	一党专制
2620	一贯道
2621	一国两制
2622	一夜情
2623	一中一台
2624	伊拉克
2625	伊朗
2626	伊斯兰
2627	以茎至洞
2628	抑制剂
2629	阴部
2630	阴唇
2631	阴道
2632	阴蒂
2633	阴核
2634	阴户
2635	阴茎
2636	阴毛
2637	阴水
2638	阴小撕大
2639	淫
2640	淫荡
2641	淫秽
2642	淫货
2643	淫贱
2644	淫叫
2645	淫毛
2646	淫靡
2647	淫水
2648	淫娃
2649	淫语连连
2650	淫欲
2651	英雄纪念碑
2652	硬挺
2653	邮政局
2654	游戏发奖员
2655	游戏宫理员
2656	游戏管理员
2657	游行
2658	俞正声
2659	舆论钳制
2660	玉杵
2661	欲火焚身
2662	原子能机构
2663	援交
2664	远程偷拍
2665	曰GM
2666	曰Gm
2667	曰gM
2668	曰gm
2669	曰你
2670	月经
2671	月经不调
2672	月经
2673	扎卡维是英雄
2674	杂种
2675	造反
2676	曾培炎
2677	曾庆红
2678	扎卡维
2679	张朝阳
2680	张潮阳
2681	张德江
2682	张磊
2683	张立昌
2684	张小平
2685	赵紫阳
2686	侦探设备
2687	真理教
2688	中国恐怖组织
2689	中华民国
2690	中南海
2691	中宣部
2692	周恩来
2693	周永康
2694	周总理
2695	朱德
2696	朱容鸡
2697	朱容基
2698	朱熔基
2699	朱镕基
2700	朱总理
2701	猪操
2702	猪容基
2703	主席
2704	转法轮
2705	转法轮
2706	装屄
2707	装逼
2708	追查国际
2709	子女任职名单
2710	自焚
2711	自杀手册
2712	自杀指南
2713	自制手枪
2714	自治机关
2715	宗教
2716	总局
2717	总理
2718	作爱
2719	坐台的
2720	做爱
2721	共产党
2722	江泽民
2723	胡锦涛
2724	温家宝
2725	严方军
2726	屄毛
2727	操逼毛
2728	东突
2729	骚货
2730	法轮功
2731	江泽民
2732	胡锦涛
2733	温家宝
2734	urban-rivals
2735	rivals
2736	我日
2737	UR
2738	ur
2739	性交
2742	口交
2743	taobao
2744	webgame.com.cn
2745	婊子
2746	妓女
2748	他妈
2749	她妈
2750	牛逼
2751	牛比
2752	出售账号
2753	煞笔
2754	傻逼
2755	傻B
2756	你妈
2757	操你妈
2758	装逼
2759	装B
2760	日你妈
2761	不玩了
2762	删号
2763	卖号
2764	垃圾游戏
2765	烂游戏
2766	删 号
2767	妈的
2768	妈逼
2769	草你妈
2770	T.M.D
2771	JB
2772	jb
2773	出售账号
2774	出售此号
2775	卖号
2776	j8
2777	吗的
2778	狗日
2779	出售神符
2783	色情
2784	黄色
2786	h站
2787	龙虎
2788	虎门
2789	龙 虎 门
2790	WEB牌戰
2791	WEB战牌
2792	战牌
2793	街头对抗
2794	藏独
2795	台独
2796	法轮大法
2801	混 沌决
2802	鸡巴
2803	坐台的
2804	作爱
2805	总理
2809	宗教
2810	自治机关
2811	自制手枪
2812	郁慕明
2813	假青林
2814	离长春
2815	习远平
2816	袭近平
2817	李磕墙
2818	贺过墙
2819	和锅枪
2820	粥永康
2821	轴永康
2822	肘永康
2823	周健康
2824	粥健康
2825	周小康
2826	默克尔
2827	赫鲁夫晓
2828	冈村秀树 
2829	嫖娼
2830	阳物
2831	干干
2832	干X
2833	我操
2834	他干
2835	干它
2836	干牠
2837	干您
2838	干汝
2839	干林
2840	操林
2841	干尼
2842	群P
2843	马勒戈壁
2844	周恩來
2845	碡 
2846	籀
2847	朱駿 
2848	朱狨基
2849	猪操
2850	猪聋畸
2851	猪毛
2852	猪毛1
2853	舳
2854	瘃
2855	躅
2856	翥
2857	專政
2858	颛
2859	丬
2860	隹
2861	窀
2862	卓伯源
2863	倬
2864	斫
2865	诼
2866	髭
2867	鲻等
