number	string	number	number	number	number	array	number	string	string	number	string	string	number	number
1149	维纳斯	56	0	1148	1	"[1131,1]"	134	维纳斯也参与战争了？好吧，刚好可以算一下特洛伊的旧账。	好吧。	134	做的不错！	谢谢！	6147	2662
1150	女神之争	56	0	1149	1	"[1132,1]"	134	当年天后赫拉，爱神维纳斯和我争论着谁应该获得金苹果，维纳斯最终获得金苹果，但使用的手段真是不屑再提。	好吧。	134	做的不错！	谢谢！	6147	2763
1151	爱与美	57	0	1150	1	"[1133,1]"	134	当年特洛伊的帕里斯负责裁决金苹果归属，维纳斯许诺他得到美女海伦，这可是贿选呢，爱与美之神的称号真是蒙羞。	是啊！	134	做的不错！	谢谢！	6452	2763
1152	金苹果	57	0	1151	1	"[1134,1]"	134	去取回属于我的金苹果！	好的！	134	你拿回金苹果了！我才是最美的女神！	没有不虚荣的女人。	6452	2868
1153	断臂维纳斯	58	0	1152	1	"[1135,1]"	134	维纳斯的美和她的品质一样，是残缺的，打败她，让她和阿瑞斯都领受个教训。	好的！	134	做的不错！	谢谢！	6757	2868
1154	沙漠风暴	58	0	1153	1	"[1136,1]"	134	消灭战神阿瑞斯的部队！	好的。	134	做的不错！	谢谢！	6757	2972
1155	纷争的源头	59	0	1154	1	"[1137,1]"	134	毫无疑问，全希腊的各种争端都是阿瑞斯挑起的，战神需要被压制。	是的。	134	做的不错！	谢谢！	7072	2972
1156	暴力之神	59	0	1155	1	"[1138,1]"	134	打败这些残余的特洛伊部队！	好的。	134	做的不错！	谢谢！	7072	3066
1157	战争之王	60	0	1156	1	"[1139,1]"	134	之前战士们出征前都要大喊：阿瑞斯，醒来吧！以后不会了。	是的。	134	做的不错！	谢谢！	7386	3066
1158	战神陨落	60	0	1157	1	"[1140,1]"	134	不断挑事的战神，我的兄弟，需要一次严厉的惩罚。非常严厉的惩罚。	没错！	134	战神陨落了，希腊本土安宁了！感谢你的付出，我的英雄！	非常荣幸！	7386	3282
1159	阿尔戈勇士	61	0	1158	0	[]	134	曾经和你交手过的伊阿宋，为了夺回王位，正在召集英雄出海旅行，去找到他，继续你的伟大事业吧！	好的！	142	欢迎登船，我的勇士！	真是艘大船！	3876	1655
1160	金羊毛之旅	61	0	1159	1	"[1141,1]"	142	这次出海的目的是拿到金羊毛，但旅途很长，我们会遇到各种危险，扫清烦人的蛇妖吧！	好的！	142	做的不错！	谢谢！	7747	3282
1161	蛇妖	61	0	1160	1	"[1142,1]"	142	这群蛇妖是被诅咒的海员，如果你被他打败，也会变成他们那副模样。	我可不想！	142	做的不错！	谢谢！	7747	3496
1162	增加补给	62	0	1161	1	"[1143,1]"	142	阿尔戈号需要补给，消灭挡路的蛇妖。	好的！	142	做的不错！	谢谢！	8108	3496
1163	提振士气	62	0	1162	1	"[1144,1]"	142	海员们需要提振士气，用胜利来激励他们吧！	好的。	142	做的不错！	谢谢！	8108	3710
1164	众妖之王	63	0	1163	1	"[1145,1]"	142	厄喀德那是众妖之王，生下了无数妖怪，杀掉她，一了百了。	真是英雄的母亲。	142	做的不错！	谢谢！	8478	3710
1165	莫测的海况	63	0	1164	1	"[1146,1]"	141	去探查一下海况。	好的。	141	做的不错！	谢谢！	8478	3926
1166	海上矮人	64	0	1165	1	"[1147,1]"	141	消灭这些海上矮人。	好的。	141	做的不错！	谢谢！	8848	3926
1167	结实的敌人	64	0	1166	1	"[1148,1]"	141	这些矮人真够结实的，如果他们和我一样高大，我说不定还打不过他们。	你谦虚了。	141	做的不错！	谢谢！	8848	4140
1168	把他们踢飞	65	0	1167	1	"[1149,1]"	141	把这些矮人踢飞，真希望他们会游泳。	哈哈。	141	做的不错！	谢谢！	9232	4140
1169	一大坨史莱姆	65	0	1168	1	"[1150,1]"	141	那坨黏黏的东西有点棘手，主要是太恶心，你去收拾一下吧。	好吧。	141	做的不错！	谢谢！	9232	4354
1170	邪恶来客	66	0	1169	1	"[1151,1]"	144	一股强大的魔法力量出现了，去探查一下。	好的。	144	做的不错！	谢谢！	9615	4354
1171	矫健的对手	66	0	1170	1	"[1152,1]"	144	羊头人果然矫健异常，不要掉以轻心。	好的。	144	做的不错！	谢谢！	9615	4570
1172	黑魔法加持的敌人	67	0	1171	1	"[1153,1]"	144	这些黑羊头人似乎被魔法加持过，务必要小心。	好的。	144	做的不错！	谢谢！	10009	4570
1173	恶灵退散	67	0	1172	1	"[1154,1]"	144	去驱散这群邪恶的敌人，一个不留。	好的。	144	做的不错！	谢谢！	10009	4784
1174	老朋友	68	0	1173	1	"[1155,1]"	144	这股力量竟然蛊惑了芙蕾，去打败她，驱散她心中的邪恶！	好的。	144	看来奥丁圣域并没有完全摆脱麻烦。	是啊。	10406	4784
1175	大力神与蛇	68	0	1174	1	"[1156,1]"	141	我最讨厌蛇了，从小就一直杀蛇，现在也喜欢这么做。	我也是。	141	做的不错！	谢谢！	10406	4998
1176	大力神的回忆	69	0	1175	1	"[1157,1]"	141	我喝过天后赫拉的奶，于是我力大无穷，世人都叫我赫拉的荣耀。杀些蛇妖之后，我们继续往后讲。	我讨厌连载。	141	做的不错！	谢谢！	10813	4998
1177	大力神的勇气	69	0	1176	1	"[1158,1]"	141	赫拉嫉恨我的母亲，所以派两条毒蛇来杀我，襁褓中的我徒手杀死了它们。去杀些蛇妖，你就也和我一样成为英雄了。	这毫无关系吧！	141	做的不错！	谢谢！	10813	5244
1178	群蛇来袭	70	0	1177	1	"[1159,1]"	141	蛇群越聚越多了，不要掉以轻心！	好的！	141	做的不错！	谢谢！	11220	5244
1179	九头巨蟒	70	0	1178	1	"[1160,1]"	141	传说中的九头巨蟒许德拉出现了！要同时斩断它的九个头，才能杀死他。	好的！	141	做的不错！	谢谢！	11220	5612
1180	登陆	71	0	1179	1	"[1161,1]"	142	陆地！我们终于看到陆地了，大家前往扎营！	好的！	142	不错，我们站住脚跟了。	是啊。	11678	5612
1181	迷之森林	71	0	1180	1	"[1162,1]"	142	去探索前方的森林吧。	好的。	142	做的不错！	谢谢！	11678	5980
1182	神秘种族	72	0	1181	1	"[1163,1]"	142	我从没见过森林中的种族，这就是传说中的精灵？	是啊。	142	精灵的战斗力不可小觑。	是啊。	12131	5980
1183	驭兽者	72	0	1182	1	"[1164,1]"	142	精灵女人居然能够自如地驾驭野兽，令人吃惊。	是啊。	142	做的不错！	谢谢。	12131	6348
1184	希尔瓦娜斯	73	0	1183	1	"[1165,1]"	142	看来这是精灵的一位领袖，让她有尊严地战败吧。	好的！	142	做的不错！	谢谢。	12603	6348
1185	林中精灵	73	0	1184	1	"[1166,1]"	141	我饿了，去找些吃的吧。	好的。	141	做的不错！	谢谢。	12603	6716
1186	小鹿乱撞	74	0	1185	1	"[1167,1]"	141	那些小鹿看起来挺可口的，抓写过来吧。	好的！	141	什么，这些是树妖？	是啊不能吃！	13075	6716
1187	危险的猎物	74	0	1186	1	"[1168,1]"	141	这些树妖很危险！消灭她们！	好的！	141	做的不错！	谢谢。	13075	7084
1188	森林的问候	75	0	1187	1	"[1169,1]"	141	整个森林都在配合树妖的进攻，务必小心！	好的！	141	做的不错！	谢谢。	13556	7084
1189	森林之弓	75	0	1188	1	"[1170,1]"	141	看来这是精灵的另一位领袖，让她有尊严地战败吧。	好的！	141	做的不错！	谢谢。	13556	7452
1190	黑暗之刃	76	0	1189	1	"[1171,1]"	144	森林里隐藏着危险的杀手，去和这些黑暗精灵战士战斗吧！	好的！	144	做的不错！	谢谢。	14042	7452
1191	精灵之怒	76	0	1190	1	"[1172,1]"	144	看来我们触怒了这里的原住民，这下更加危险了。	是啊。	144	做的不错！	谢谢。	14042	7850
1192	暗影之力	77	0	1191	1	"[1173,1]"	144	杀掉那些危险的黑暗精灵魔法师。	好的！	144	做的不错！	谢谢。	14536	7850
1193	法术涌动	77	0	1192	1	"[1174,1]"	144	小心那些法师，他们很危险。	是的。	144	做的不错！	谢谢。	14536	8250
1194	凯兰崔尔	78	0	1193	1	"[1175,1]"	144	看了这是精灵的另一位领袖，让她在自己的法术中燃烧吧！	好的！	144	做的不错！	谢谢。	15031	8250
1195	他们在守着什么	78	0	1194	1	"[1176,1]"	142	精灵在这里的守备异常严密，去调查一下。	好的！	142	做的不错！	谢谢。	15031	8648
1196	关于金羊毛	79	0	1195	1	"[1177,1]"	142	有足够的理由证明，精灵守卫的就是传说中的金羊毛。突破他们的防线！	好的！	142	做的不错！	谢谢。	15545	8648
1197	金羊毛的传说	79	0	1196	1	"[1178,1]"	142	传说中的金羊毛是幸福和理想的象征，无数人都想得到它，希望我们是幸运的那个。	好的！	142	做的不错！	谢谢。	15545	9046
1198	最终的守卫	80	0	1197	1	"[1179,1]"	142	战胜这批精灵，我们将面对传说中的守卫，巨蟒拉动，不要松劲！	好的！	142	做的不错！	谢谢。	16053	9046
1199	巨蟒拉冬	80	0	1198	1	"[1180,1]"	142	杀掉这条巨蟒，夺来金羊毛！	好的！	142	太棒了！我们拿到了金羊毛，我能够夺回王位了！	祝贺你！	16053	9446
1200	靠岸	81	0	1199	0	[]	142	感谢你，我的英雄，现在我们要返航了，我们要去罗德岛，那里你能遇到一位老朋友，普罗米修斯。	太好了！	152	能在这里再次相遇，真是太好了，我该怎么称呼你呢？奥林匹斯的英雄，奥丁的英雄，还是阿尔戈英雄？	我也很高兴！	8246	4720
1201	打扫神像	81	0	1200	1	"[1181,1]"	152	罗德岛的子民崇拜太阳神，替他们为太阳神巨像打扫一下吧！	好的。	152	做的不错！	谢谢。	16493	9446
1202	清理脚手架	81	0	1201	1	"[1182,1]"	152	去清理脚手架，顺便清理一些妖怪。	好的。	152	做的不错！	谢谢。	16493	9844
1203	清除死角	82	0	1202	1	"[1183,1]"	152	没有人希望在瞻仰神像的时候被突然从角落里跳出的史莱姆惊吓，消灭它们。	好的。	152	做的不错！	谢谢。	16928	9844
1204	拆除脚手架	82	0	1203	1	"[1184,1]"	152	巨像即将完成，去把脚手架拆除吧。	好的。	152	做的不错！	谢谢。	16928	10242
1205	顽固污渍	83	0	1204	1	"[1185,1]"	152	这只史莱姆王分裂出无数的史莱姆，消灭它，一了百了。	好的。	152	做的不错！	谢谢。	17381	10242
1206	黑暗战士	83	0	1205	1	"[1186,1]"	151	我是太阳神，我照亮着罗德岛，但我却看到了黑暗，替我消除它们。	好的。	151	做的不错！	谢谢。	17381	10672
1207	邪恶入侵	84	0	1206	1	"[1187,1]"	151	人们为我建造了跨海的巨像，但现在竟然有黑暗势力打上门来，消灭它们！	好的。	151	做的不错！	谢谢。	17829	10672
1208	太阳战车	84	0	1207	1	"[1188,1]"	151	我每日乘着太阳战车巡视着人界，为人类带来光明，我不能看到黑暗吞噬这个世界！	我也是。	151	做的不错！	谢谢。	17829	11102
1209	消灭邪恶	85	0	1208	1	"[1189,1]"	151	还有什么可说的，消灭敌人！	好的。	151	做的不错！	谢谢。	18292	11102
1210	当太阳不再升起	85	0	1209	1	"[1190,1]"	151	我不知道女武神诗寇蒂为什么突然与我战斗，但这是不容易的战斗。	是啊。	151	做的不错，但也许我需要熄灭一段时间了。	人类会进入黑暗了。	18292	11530
1211	黑暗时刻	86	0	1210	1	"[1191,1]"	155	好久不见啦！我找你找了好久，太阳神熄灭了，又遇到大危机了，所以我就出现啦！	你是灾星么……	155	没有光明真的很可怕！	是啊。	18754	11530
1212	阻止入侵	86	0	1211	1	"[1192,1]"	155	我们需要组织起防御，不能让邪恶侵入罗德岛！	是的。	155	你真棒！	谢谢！	18754	11960
1213	守护巨像	87	0	1212	1	"[1193,1]"	155	巨像是光明的象征，不能让邪恶占领它！	好的！	155	你真棒！	谢谢！	19226	11960
1214	被迷惑的泰坦	87	0	1213	1	"[1194,1]"	155	普罗米修斯似乎被迷惑了，这是为什么呢？	我去调查一下！	155	看来你要和泰坦神战斗了……	好吧。	19226	12390
1215	泰坦之战	88	0	1214	1	"[1195,1]"	155	普罗米修斯被迷惑了，但他的神识正和邪恶搏斗，和他一起驱走恶灵吧！	好的！	155	你真棒！那个普罗米修斯又回来了！	我们不能没有他。	19703	12390
1216	找火	88	0	1215	1	"[1196,1]"	152	我……清醒过来了，谢谢你！现在当务之急是重燃人类之火。去找些点火的生物吧。	好的。	152	做的不错。	谢谢。	19703	12818
1217	火火火	89	0	1216	1	"[1197,1]"	152	罗德岛的人们尚能在太阳神的余温下生存，世上的其他人民已经堕入寒冷，去找火！	好的。	152	做的不错。	谢谢。	20188	12818
1218	这并不够	89	0	1217	1	"[1198,1]"	152	我要为人类带回火焰，带回温暖，但现在这些并不够。	我再去找。	152	做的不错。	谢谢。	20188	13278
1219	天罚	90	0	1218	1	"[1199,1]"	152	孔雀，代表这赫拉，这回对人类的惩罚是来自奥林匹斯，这下麻烦了。	是啊。	152	我们要找其他的途径获得火焰了。	是啊。	20674	13278
1220	盗天火	90	0	1219	1	"[1200,1]"	152	极北之地并非宙斯管辖，来自那里的红龙就是最好的火源！这很危险，但却是人类唯一的机会。	没错！	152	太好了，我们拿到了足够的火种！人类有救了！！	太好了！	20674	13738
1221	忤逆的下场	999	0	1220	1	"[1201,1]"	152	我忤逆了奥林匹斯，看那些鹰身女妖，惩罚即将到来了。	我不会让你受罚的！	152	谢谢你。	不客气。	21076	13738
1222	鹰身女妖	91	0	1221	1	"[1202,1]"	152	鹰身女妖是恶毒龌龊的生物，只在它们思量出什么歹毒的点子的时候显露出那么一丁点的智慧。	愚蠢的生物。	152	干得不错。	谢谢。	21076	14198
1223	贪婪的掠夺者	92	0	1222	1	"[1203,1]"	152	鹰身女妖是专业的掠夺者，她们手法极快，来无影去无踪。务必小心。	好的。	152	干得不错。	谢谢。	21479	14198
1224	宙斯的强盗	92	0	1223	1	"[1204,1]"	152	难以想象，宙斯竟然豢养了这种无赖的强盗。	没错。	152	干得不错。	谢谢。	21479	14658
1225	哈耳庇厄	93	0	1224	1	"[1205,1]"	152	哈耳庇厄原先是风之精灵，冥王哈迪斯的传令者，现在却变成生性贪婪的鹰身女妖，让她回地狱见冥王吧！	好的！	152	干得不错！	谢谢。	21890	14658
1226	新的攻击	93	0	1225	1	"[1206,1]"	153	我难以理解奥林匹斯的用意，普罗米修斯不该受到惩罚，去抵挡住攻击！	好的！	153	干得不错。	谢谢。	21890	15118
1227	人马来袭	94	0	1226	1	"[1207,1]"	153	宙斯不知是从哪里找来这些半人马佣兵，看来不太好对付啊。	放心，有我在。	153	干得不错。	谢谢。	22306	15118
1228	铁流奔袭	94	0	1227	1	"[1208,1]"	153	半人马战士机动快速，务必小心。	好的。	153	干得不错。	谢谢。	22306	15578
1229	狂暴疾风	95	0	1228	1	"[1209,1]"	153	半人马是狂暴的代名词，务必小心。	好的。	153	干得不错。	谢谢。	22732	15578
1230	暴虐之力	95	0	1229	1	"[1210,1]"	153	雪地食人妖来了，在它摧毁罗德岛之前消灭它！	好的。	153	干得不错。	谢谢。	22732	16038
1231	独眼巨人来了	96	0	1230	1	"[1211,1]"	151	盗取天火带来的灾厄还在继续，独眼巨人攻过来了，全城戒备！	好的！	151	干得不错。	谢谢。	23153	16038
1232	西西里岛来客	96	0	1231	1	"[1212,1]"	151	据说这些巨人来自遥远的西西里岛，那么在他们毁灭罗德岛之前把他们赶回西西里吧！	好的！	151	干得不错。	谢谢。	23153	16530
1233	宏伟的建筑师	97	0	1232	1	"[1213,1]"	151	希腊各地都矗立着巨大的建筑，传说它们都是由独眼巨人建造的，哼，怎么可能，他们只是一群神的苦工罢了。	但他们的力量的确很强。	151	干得不错。	谢谢。	23588	16530
1234	纯真与狂暴	97	0	1233	1	"[1214,1]"	151	独眼巨人天性是纯真的，但一旦受伤就会变得极其狂暴，看来这次宙斯也利用了这一点，让狂暴的独眼巨人攻击我们。	一样会被我消灭。	151	干得不错。	谢谢。	23588	17020
1235	进击的巨人	98	0	1234	1	"[1215,1]"	151	消灭独眼巨人之王，夺回罗德岛！	好的！	151	干得不错。	谢谢。	24022	17020
1236	更强之火	98	0	1235	1	"[1216,1]"	155	我的英雄！有好多更厉害的小龙打过来了！去消灭它们！	好的！	155	你真厉害~	谢谢。	24022	17510
1237	毁灭之炎	99	0	1236	1	"[1217,1]"	155	咦咦！这火焰怎么没完没了的，小龙又扑过来了！	我去消灭它们。	155	干得漂亮！	谢谢。	24466	17510
1238	另有他意	99	0	1237	1	"[1218,1]"	155	似乎找龙借火这件事唤醒了龙族的潜在使命，它们像发疯一样攻击我们，快去挡住他们！	好的！	155	呼~真危险~	是啊。	24466	18002
1239	守护潘多拉	100	0	1238	1	"[1219,1]"	155	好像……龙族的目标是我……为什么呢？	有我保护你！	155	谢谢你。	义不容辞。	24915	18002
1240	巨龙之吞噬	100	0	1239	1	"[1220,1]"	155	哇，好大一条黑龙，看起来很厉害的样子，你要是打不过它的话，我估计就要死了。	你不会死的。	155	你拯救了我！可这事太奇怪了不是吗？	是啊。	24915	18492
1241	克里特岛之约	101	0	1240	0	[]	152	谢谢你为我所做的一切，作为一个值得传颂的英雄，你要学习的事情还有很多，去克里特岛找喀戎吧，他将成为你的导师。	谢谢你。	161	我很欣喜地看到又有一位可塑之才出现在我面前，也许你将获得比阿喀琉斯、伊阿宋、赫拉克勒斯更大的成就。	我会努力的！	12630	9246
1242	喀戎试炼之一	101	0	1241	1	"[1221,1]"	161	克里特岛上有着巨大的迷宫，那里是绝佳的试炼场所，进入迷宫，证明你的实力吧！	好的！	161	干得不错！	谢谢！	25266	18492
1243	喀戎试炼之二	101	0	1242	1	"[1222,1]"	161	更困难的试炼在等着你，进入迷宫，证明你的实力吧！	好的！	161	干得不错！	谢谢！	25266	18982
1244	喀戎试炼之三	102	0	1243	1	"[1223,1]"	161	更困难的试炼在等着你，进入迷宫，证明你的实力吧！	好的！	161	干得不错！	谢谢！	25618	18982
1245	喀戎试炼之四	102	0	1244	1	"[1224,1]"	161	更困难的试炼在等着你，进入迷宫，证明你的实力吧！	好的！	161	干得不错！	谢谢！	25618	19474
1246	喀戎试炼之五	103	0	1245	1	"[1225,1]"	161	更困难的试炼在等着你，进入迷宫，证明你的实力吧！	好的！	161	干得不错！	谢谢！	25979	19474
1247	喀戎试炼之六	103	0	1246	1	"[1226,1]"	161	更困难的试炼在等着你，进入迷宫，证明你的实力吧！	好的！	161	干得不错！	谢谢！	25979	19994
1248	喀戎试炼之七	104	0	1247	1	"[1227,1]"	161	更困难的试炼在等着你，进入迷宫，证明你的实力吧！	好的！	161	干得不错！	谢谢！	26339	19994
1249	喀戎试炼之八	104	0	1248	1	"[1228,1]"	161	更困难的试炼在等着你，进入迷宫，证明你的实力吧！	好的！	161	干得不错！	谢谢！	26339	20516
1250	喀戎试炼之九	105	0	1249	1	"[1229,1]"	161	更困难的试炼在等着你，进入迷宫，证明你的实力吧！	好的！	161	干得不错！	谢谢！	26709	20516
1251	喀戎试炼之十	105	0	1250	1	"[1230,1]"	161	更困难的试炼在等着你，进入迷宫，证明你的实力吧！	好的！	161	干得不错！	谢谢！	26709	21038
1252	瑰丽的迷宫	106	0	1251	1	"[1231,1]"	162	克里特岛是一座工匠之城，这瑰丽的迷宫便是一项创举。去迷宫深处探索一下吧。	好的！	162	干得不错！	谢谢！	27079	21038
1253	绝世工匠	106	0	1252	1	"[1232,1]"	162	代达罗斯是一位绝世工匠，这迷宫就是他的创造，不过现在它被蝙蝠占据了，清理它们！	好的！	162	干得不错！	谢谢！	27079	21558
1254	绝望的逃离	107	0	1253	1	"[1233,1]"	162	代达罗斯不愿一直留在克里特岛，他希望和自己的儿子伊卡洛斯一起逃离这里，人人都应享有自由，帮他们一把吧。	好的！	162	干得不错！	谢谢！	27459	21558
1255	翼膜与羽毛	107	0	1254	1	"[1234,1]"	162	代达罗斯和伊卡洛斯需要蝙蝠翼膜和一些羽毛来制作翅膀，飞出克里特岛，帮他们找来一些吧。	好的！	162	干得不错！	谢谢！	27459	22080
1256	伊卡洛斯之翼	108	0	1255	1	"[1235,1]"	162	代达罗斯和伊卡洛斯还需要大幅翼膜来完成翅膀的最后工序，杀死喷火蝙蝠王，不要伤到它的翅膀。	好的！	162	干得不错，希望他们顺利逃脱。	是啊。	27838	22080
1257	雅典与克里特	108	0	1256	1	"[1236,1]"	162	克里特国王要求雅典每年进贡七对童男童女，作为一个牛头怪物的食物，雅典不能接受这种残忍要求，我此行目的就是为了解决此事。去探索牛头怪的所在吧。	好的！	162	干得不错！	谢谢。	27838	22602
1258	弥诺陶洛斯之谜	109	0	1257	1	"[1237,1]"	162	克里特国王修建迷宫来囚禁这头名为弥诺陶洛斯的牛头怪物，但饲养却不杀死它，这是为什么呢？	我去探究一下。	162	看来国王和这怪物有些联系。	是啊。	28226	22602
1259	克里特的丑闻	109	0	1258	1	"[1238,1]"	162	这弥诺陶洛斯竟然是王后和一头公牛所生！实在太重口味了！国王为了掩盖丑闻才修了这么一座迷宫。	我们去揭露它。	162	迷宫很复杂，不能硬闯。	是啊。	28226	23154
1260	解谜关键	110	0	1259	1	"[1239,1]"	162	如果在这个巨大的迷宫里迷了路，也许今生都出不来了，拿着这个线球，把线头绑在迷宫入口，一路放线就不怕迷路了！	太好了！	162	看来我们已经找到弥诺陶洛斯的所在了。	是啊。	28615	23154
1261	弥诺陶洛斯之死	110	0	1260	1	"[1240,1]"	162	为了雅典，也为了帮克里特国王洗去羞耻，去杀掉弥诺陶洛斯，完成国王心里想做而又不愿做的事。	好的。	162	雅典和克里特的心结就此解开，我想该和克里特国王好好谈谈重新发展外交的事了。	太好了！	28615	23706
1262	机关我的爱	111	0	1261	1	"[1241,1]"	163	不知怎么的，我天生就特别喜欢机械，我们去机关工厂玩玩吧！	好吧……	163	怎么会有人马，真讨厌！	是啊。	28902	23706
1263	不要乱碰	111	0	1262	1	"[1242,1]"	163	那些讨厌的人马居然在随便摆弄机械，弄坏了很难修好的！去教训他们一下！	是啊！	163	真不错！	谢谢。	28902	24258
1264	无知的人马	112	0	1263	1	"[1243,1]"	163	和人马的蛮力相比，他们的智力可以忽略了，他们闯进精密巧妙的机关工厂里，简直就是灾难！	是啊！	163	干得漂亮！	谢谢。	29184	24258
1265	谁动了我的机关	112	0	1264	1	"[1244,1]"	163	我们再往里走走吧，这机关工厂里似乎藏着什么秘密！	好的。	163	前面立着禁止进入的牌子？这分明是在指引我探险的方向嘛！	是吗……？	29184	24810
1266	训诫	113	0	1265	1	"[1245,1]"	163	前面有一匹强壮的人马，打败他我们就能深入了！	好的！	163	那是……导师喀戎！他好像想要阻止我们进去，可这是为什么呢？	是啊。	29480	24810
1267	矮人工匠	113	0	1266	1	"[1246,1]"	163	这机关工厂里居然有矮人！不过这不奇怪，矮人是最好的工匠。看看他们在做什么。	好的！	163	他们好像在建造一件东西。	是啊。	29480	25362
1268	潘多拉的诞生	114	0	1267	1	"[1247,1]"	163	我是被铁匠之神赫斐斯托斯创造出来的，没错，我是一件制造品，但我被赋予了灵魂。我能感觉到，矮人们的制品，包含着邪恶。	我去消灭他们。	163	干得漂亮！	谢谢。	29771	25362
1269	最完美的作品	114	0	1268	1	"[1248,1]"	163	这件物品如此完美，让我有一种亲近的感觉，而它又如此邪恶……去毁灭它！	好的。	163	看来没这么容易。	是啊。	29771	25914
1270	父亲的气息	115	0	1269	1	"[1249,1]"	163	这件物品……叫潘多拉盒子，它充满了邪恶，可是我对它又充满了熟悉感。有种父亲的气息。帮我拿到盒子！	好的。	163	不！父亲，是父亲夺走了潘多拉魔盒……这到底是为什么！	不知道啊。	30072	25914
1271	铁匠之神	115	0	1270	1	"[1250,1]"	163	父亲为什么要这样？我不能理解。我们去追上他吧。	好的。	163	父亲……用生命告诉我，潘多拉魔盒代表着灾厄，让我远离它……	愿他在地府也能为你祈福。	30072	26466
1272	绝密行动	116	0	1271	1	"[1251,1]"	161	年轻人，克里特岛似乎遇到一些麻烦，你得再去一趟机关工厂了，干掉任何可疑的家伙。	好的。	161	干得不错！	谢谢。	30372	26466
1273	守护者计划	116	0	1272	1	"[1252,1]"	161	为了保护克里特岛的安宁，这里的国王和我启动了守护者计划，使用机器人来护卫王国。现在，计划出了些问题。	而我就是来解决问题的。	161	干得不错！	谢谢。	30372	27048
1274	人性与科技	117	0	1273	1	"[1253,1]"	161	克里特岛有高超的机械技巧，但没有灵魂的机械是不完美的。于是我们请来了一些歌者和智者，遗憾的是，他们发疯了。	真可悲。	161	干得不错！	谢谢。	30678	27048
1275	感性的疯狂	117	0	1274	1	"[1254,1]"	161	这些法师和歌者也许完成了机械的灵魂，但他们自己也被这新生的灵魂反噬了，变得盲目而危险。	真可悲。	161	干得不错！	谢谢。	30678	27630
1276	我，机器人	118	0	1275	1	"[1255,1]"	161	当心，前面是一个塔罗斯机器人，他似乎拥有意识了，但却陷入了疯狂。	我去阻止它。	161	干得不错！	谢谢。	30988	27630
1277	铁律	118	0	1276	1	"[1256,1]"	161	思考了很久之后，我认为在机械塔罗斯的正电子脑中烧入不能伤害人类的铁律，他们就能乖乖服从了。	好主意。	161	干得不错！	谢谢。	30988	28214
1278	机器人第一定律	119	0	1277	1	"[1257,1]"	161	请把它烧在塔罗斯的脑中——机器人第一定律：机器人不得伤害人，也不得见人受到伤害而袖手旁观。	我去完成它。	161	干得不错！	谢谢。	31302	28214
1279	机器人第二定律	119	0	1278	1	"[1258,1]"	161	请把它烧在塔罗斯的脑中——机器人第二定律：机器人应服从人的一切命令，但不得违反第一定律。	我去完成它。	161	干得不错！	谢谢。	31302	28796
1280	机器人第三定律	120	0	1279	1	"[1259,1]"	161	请把它烧在塔罗斯的脑中——机器人第三定律：机器人应保护自身的安全，但不得违反第一、第二定律。	我去完成它。	161	干得不错！	谢谢。	31617	28796
1281	机器人第零定律	120	0	1280	1	"[1260,1]"	161	不，这还不够，请把零号定律烧在塔罗斯的脑中——机器人不得伤害人类整体，或袖手旁观坐视人类整体受到伤害。	我去完成它。	161	干得不错！所有机器人不但拥有灵魂，而且也会忠实地执行命令，守护者计划现在启动！	太棒了！	31617	29378
1282	奔向亚特兰蒂斯	121	0	1281	0	[]	163	别担心，我已经从离开父亲的伤心中走出来了，接下来我们去亚特兰蒂斯吧！那里有很多奇异的东西，也许也能找到关于盒子的线索。	好的。	173	哇！这里就是亚特兰蒂斯啊，真漂亮！	是啊。	15808	14619
1283	不受欢迎的歌唱家	121	0	1282	1	"[1261,1]"	174	一些塞壬在亚特兰蒂斯外面歌唱，扰民不止，去教训她们！	好的。	174	干得不错！	谢谢。	31940	29378
1284	海妖之声	121	0	1283	1	"[1262,1]"	174	塞壬的歌声越来越大，正在扰乱大家的心智！	我去消灭她们！	174	干得不错！	谢谢。	31940	29962
1285	歌声与微笑	122	0	1284	1	"[1263,1]"	174	似乎许多人都被这歌声迷住了，杀掉这些塞壬，让他们清醒过来！	好的。	174	干得不错！	谢谢。	32264	29962
1286	水手的美梦	122	0	1285	1	"[1264,1]"	174	水手中有个传闻，塞壬会通过歌声吸引他们，与他们交欢，然后带他们到海底生活，这其实是致命的美梦！	是啊！	174	干得不错！	谢谢。	32264	30544
1287	塞壬之王	123	0	1286	1	"[1265,1]"	174	去干掉塞壬之王，让大家清净下来！	好的。	174	干得不错！	谢谢。	32597	30544
1288	缪斯女神	123	0	1287	1	"[1266,1]"	174	啊，美妙的缪斯，就知道她们生活在这浩渺的海洋里，去和她们结识一下吧！	好的。	174	干得不错！	谢谢。	32597	31158
1289	音乐的魔力	124	0	1288	1	"[1267,1]"	174	这音乐夹杂着魔力，难怪让人难以抗拒，似乎有些过头了。去劝诫一下缪斯们吧。	好的。	174	干得不错！	谢谢。	32930	31158
1290	大海的奏鸣	124	0	1289	1	"[1268,1]"	174	缪斯女神的歌声引发了大海的共鸣，再这么下去会危害到亚特兰蒂斯！虽然还搞不清为什么，但请去阻止她们！	好的。	174	干得不错！	谢谢。	32930	31770
