number	number	number	number	number	number	number	number
797	4	197	15400	0	0	0	0
798	4	198	15600	0	0	0	0
799	4	199	15800	0	0	0	0
800	4	200	16000	0	0	0	0
801	5	1	4	0	0	0	0
802	5	2	8	0	0	0	0
803	5	3	12	0	0	0	0
804	5	4	16	0	0	0	0
805	5	5	20	0	0	0	0
806	5	6	24	0	0	0	0
807	5	7	28	0	0	0	0
808	5	8	32	0	0	0	0
809	5	9	36	0	0	0	0
810	5	10	40	0	0	0	0
811	5	11	48	0	0	0	0
812	5	12	56	0	0	0	0
813	5	13	64	0	0	0	0
814	5	14	72	0	0	0	0
815	5	15	80	0	0	0	0
816	5	16	88	0	0	0	0
817	5	17	96	0	0	0	0
818	5	18	104	0	0	0	0
819	5	19	112	0	0	0	0
820	5	20	120	0	0	0	0
821	5	21	132	0	0	0	0
822	5	22	144	0	0	0	0
823	5	23	156	0	0	0	0
824	5	24	168	0	0	0	0
825	5	25	180	0	0	0	0
826	5	26	192	0	0	0	0
827	5	27	204	0	0	0	0
828	5	28	216	0	0	0	0
829	5	29	228	0	0	0	0
830	5	30	240	0	0	0	0
831	5	31	256	0	0	0	0
832	5	32	272	0	0	0	0
833	5	33	288	0	0	0	0
834	5	34	304	0	0	0	0
835	5	35	320	0	0	0	0
836	5	36	336	0	0	0	0
837	5	37	352	0	0	0	0
838	5	38	368	0	0	0	0
839	5	39	384	0	0	0	0
840	5	40	400	0	0	0	0
841	5	41	420	0	0	0	0
842	5	42	440	0	0	0	0
843	5	43	460	0	0	0	0
844	5	44	480	0	0	0	0
845	5	45	500	0	0	0	0
846	5	46	520	0	0	0	0
847	5	47	540	0	0	0	0
848	5	48	560	0	0	0	0
849	5	49	580	0	0	0	0
850	5	50	600	0	0	0	0
851	5	51	628	0	0	0	0
852	5	52	656	0	0	0	0
853	5	53	684	0	0	0	0
854	5	54	712	0	0	0	0
855	5	55	740	0	0	0	0
856	5	56	768	0	0	0	0
857	5	57	796	0	0	0	0
858	5	58	824	0	0	0	0
859	5	59	852	0	0	0	0
860	5	60	880	0	0	0	0
861	5	61	916	0	0	0	0
862	5	62	952	0	0	0	0
863	5	63	988	0	0	0	0
864	5	64	1024	0	0	0	0
865	5	65	1060	0	0	0	0
866	5	66	1096	0	0	0	0
867	5	67	1132	0	0	0	0
868	5	68	1168	0	0	0	0
869	5	69	1204	0	0	0	0
870	5	70	1240	0	0	0	0
871	5	71	1284	0	0	0	0
872	5	72	1328	0	0	0	0
873	5	73	1372	0	0	0	0
874	5	74	1416	0	0	0	0
875	5	75	1460	0	0	0	0
876	5	76	1504	0	0	0	0
877	5	77	1548	0	0	0	0
878	5	78	1592	0	0	0	0
879	5	79	1636	0	0	0	0
880	5	80	1680	0	0	0	0
881	5	81	1732	0	0	0	0
882	5	82	1784	0	0	0	0
883	5	83	1836	0	0	0	0
884	5	84	1888	0	0	0	0
885	5	85	1940	0	0	0	0
886	5	86	1992	0	0	0	0
887	5	87	2044	0	0	0	0
888	5	88	2096	0	0	0	0
889	5	89	2148	0	0	0	0
890	5	90	2200	0	0	0	0
891	5	91	2260	0	0	0	0
892	5	92	2320	0	0	0	0
893	5	93	2380	0	0	0	0
894	5	94	2440	0	0	0	0
895	5	95	2500	0	0	0	0
896	5	96	2560	0	0	0	0
897	5	97	2620	0	0	0	0
898	5	98	2680	0	0	0	0
899	5	99	2740	0	0	0	0
900	5	100	2800	0	0	0	0
901	5	101	2872	0	0	0	0
902	5	102	2944	0	0	0	0
903	5	103	3016	0	0	0	0
904	5	104	3088	0	0	0	0
905	5	105	3160	0	0	0	0
906	5	106	3232	0	0	0	0
907	5	107	3304	0	0	0	0
908	5	108	3376	0	0	0	0
909	5	109	3448	0	0	0	0
910	5	110	3520	0	0	0	0
911	5	111	3604	0	0	0	0
912	5	112	3688	0	0	0	0
913	5	113	3772	0	0	0	0
914	5	114	3856	0	0	0	0
915	5	115	3940	0	0	0	0
916	5	116	4024	0	0	0	0
917	5	117	4108	0	0	0	0
918	5	118	4192	0	0	0	0
919	5	119	4276	0	0	0	0
920	5	120	4360	0	0	0	0
921	5	121	4456	0	0	0	0
922	5	122	4552	0	0	0	0
923	5	123	4648	0	0	0	0
924	5	124	4744	0	0	0	0
925	5	125	4840	0	0	0	0
926	5	126	4936	0	0	0	0
927	5	127	5032	0	0	0	0
928	5	128	5128	0	0	0	0
929	5	129	5224	0	0	0	0
930	5	130	5320	0	0	0	0
931	5	131	5428	0	0	0	0
932	5	132	5536	0	0	0	0
933	5	133	5644	0	0	0	0
934	5	134	5752	0	0	0	0
935	5	135	5860	0	0	0	0
936	5	136	5968	0	0	0	0
937	5	137	6076	0	0	0	0
938	5	138	6184	0	0	0	0
939	5	139	6292	0	0	0	0
940	5	140	6400	0	0	0	0
941	5	141	6520	0	0	0	0
942	5	142	6640	0	0	0	0
943	5	143	6760	0	0	0	0
944	5	144	6880	0	0	0	0
945	5	145	7000	0	0	0	0
946	5	146	7120	0	0	0	0
947	5	147	7240	0	0	0	0
948	5	148	7360	0	0	0	0
949	5	149	7480	0	0	0	0
950	5	150	7600	0	0	0	0
951	5	151	7736	0	0	0	0
952	5	152	7872	0	0	0	0
953	5	153	8008	0	0	0	0
954	5	154	8144	0	0	0	0
955	5	155	8280	0	0	0	0
956	5	156	8416	0	0	0	0
957	5	157	8552	0	0	0	0
958	5	158	8688	0	0	0	0
959	5	159	8824	0	0	0	0
960	5	160	8960	0	0	0	0
961	5	161	9112	0	0	0	0
962	5	162	9264	0	0	0	0
963	5	163	9416	0	0	0	0
964	5	164	9568	0	0	0	0
965	5	165	9720	0	0	0	0
966	5	166	9872	0	0	0	0
967	5	167	10024	0	0	0	0
968	5	168	10176	0	0	0	0
969	5	169	10328	0	0	0	0
970	5	170	10480	0	0	0	0
971	5	171	10648	0	0	0	0
972	5	172	10816	0	0	0	0
973	5	173	10984	0	0	0	0
974	5	174	11152	0	0	0	0
975	5	175	11320	0	0	0	0
976	5	176	11488	0	0	0	0
977	5	177	11656	0	0	0	0
978	5	178	11824	0	0	0	0
979	5	179	11992	0	0	0	0
980	5	180	12160	0	0	0	0
981	5	181	12344	0	0	0	0
982	5	182	12528	0	0	0	0
983	5	183	12712	0	0	0	0
984	5	184	12896	0	0	0	0
985	5	185	13080	0	0	0	0
986	5	186	13264	0	0	0	0
987	5	187	13448	0	0	0	0
988	5	188	13632	0	0	0	0
989	5	189	13816	0	0	0	0
990	5	190	14000	0	0	0	0
991	5	191	14200	0	0	0	0
992	5	192	14400	0	0	0	0
993	5	193	14600	0	0	0	0
994	5	194	14800	0	0	0	0
995	5	195	15000	0	0	0	0
996	5	196	15200	0	0	0	0
997	5	197	15400	0	0	0	0
998	5	198	15600	0	0	0	0
999	5	199	15800	0	0	0	0
1000	5	200	16000	0	0	0	0
1001	6	1	4	0	0	0	0
1002	6	2	8	0	0	0	0
1003	6	3	12	0	0	0	0
1004	6	4	16	0	0	0	0
1005	6	5	20	0	0	0	0
1006	6	6	24	0	0	0	0
1007	6	7	28	0	0	0	0
1008	6	8	32	0	0	0	0
1009	6	9	36	0	0	0	0
1010	6	10	40	0	0	0	0
1011	6	11	48	0	0	0	0
1012	6	12	56	0	0	0	0
1013	6	13	64	0	0	0	0
1014	6	14	72	0	0	0	0
1015	6	15	80	0	0	0	0
1016	6	16	88	0	0	0	0
1017	6	17	96	0	0	0	0
1018	6	18	104	0	0	0	0
1019	6	19	112	0	0	0	0
1020	6	20	120	0	0	0	0
1021	6	21	132	0	0	0	0
1022	6	22	144	0	0	0	0
1023	6	23	156	0	0	0	0
1024	6	24	168	0	0	0	0
1025	6	25	180	0	0	0	0
1026	6	26	192	0	0	0	0
1027	6	27	204	0	0	0	0
1028	6	28	216	0	0	0	0
1029	6	29	228	0	0	0	0
1030	6	30	240	0	0	0	0
1031	6	31	256	0	0	0	0
1032	6	32	272	0	0	0	0
1033	6	33	288	0	0	0	0
1034	6	34	304	0	0	0	0
1035	6	35	320	0	0	0	0
1036	6	36	336	0	0	0	0
1037	6	37	352	0	0	0	0
1038	6	38	368	0	0	0	0
1039	6	39	384	0	0	0	0
1040	6	40	400	0	0	0	0
1041	6	41	420	0	0	0	0
1042	6	42	440	0	0	0	0
1043	6	43	460	0	0	0	0
1044	6	44	480	0	0	0	0
1045	6	45	500	0	0	0	0
1046	6	46	520	0	0	0	0
1047	6	47	540	0	0	0	0
1048	6	48	560	0	0	0	0
1049	6	49	580	0	0	0	0
1050	6	50	600	0	0	0	0
1051	6	51	628	0	0	0	0
1052	6	52	656	0	0	0	0
1053	6	53	684	0	0	0	0
1054	6	54	712	0	0	0	0
1055	6	55	740	0	0	0	0
1056	6	56	768	0	0	0	0
1057	6	57	796	0	0	0	0
1058	6	58	824	0	0	0	0
1059	6	59	852	0	0	0	0
1060	6	60	880	0	0	0	0
1061	6	61	916	0	0	0	0
1062	6	62	952	0	0	0	0
1063	6	63	988	0	0	0	0
1064	6	64	1024	0	0	0	0
1065	6	65	1060	0	0	0	0
1066	6	66	1096	0	0	0	0
1067	6	67	1132	0	0	0	0
1068	6	68	1168	0	0	0	0
1069	6	69	1204	0	0	0	0
1070	6	70	1240	0	0	0	0
1071	6	71	1284	0	0	0	0
1072	6	72	1328	0	0	0	0
1073	6	73	1372	0	0	0	0
1074	6	74	1416	0	0	0	0
1075	6	75	1460	0	0	0	0
1076	6	76	1504	0	0	0	0
1077	6	77	1548	0	0	0	0
1078	6	78	1592	0	0	0	0
1079	6	79	1636	0	0	0	0
1080	6	80	1680	0	0	0	0
1081	6	81	1732	0	0	0	0
1082	6	82	1784	0	0	0	0
1083	6	83	1836	0	0	0	0
1084	6	84	1888	0	0	0	0
1085	6	85	1940	0	0	0	0
1086	6	86	1992	0	0	0	0
1087	6	87	2044	0	0	0	0
1088	6	88	2096	0	0	0	0
1089	6	89	2148	0	0	0	0
1090	6	90	2200	0	0	0	0
1091	6	91	2260	0	0	0	0
1092	6	92	2320	0	0	0	0
1093	6	93	2380	0	0	0	0
1094	6	94	2440	0	0	0	0
1095	6	95	2500	0	0	0	0
1096	6	96	2560	0	0	0	0
1097	6	97	2620	0	0	0	0
1098	6	98	2680	0	0	0	0
1099	6	99	2740	0	0	0	0
1100	6	100	2800	0	0	0	0
1101	6	101	2872	0	0	0	0
1102	6	102	2944	0	0	0	0
1103	6	103	3016	0	0	0	0
1104	6	104	3088	0	0	0	0
1105	6	105	3160	0	0	0	0
1106	6	106	3232	0	0	0	0
1107	6	107	3304	0	0	0	0
1108	6	108	3376	0	0	0	0
1109	6	109	3448	0	0	0	0
1110	6	110	3520	0	0	0	0
1111	6	111	3604	0	0	0	0
1112	6	112	3688	0	0	0	0
1113	6	113	3772	0	0	0	0
1114	6	114	3856	0	0	0	0
1115	6	115	3940	0	0	0	0
1116	6	116	4024	0	0	0	0
1117	6	117	4108	0	0	0	0
1118	6	118	4192	0	0	0	0
1119	6	119	4276	0	0	0	0
1120	6	120	4360	0	0	0	0
1121	6	121	4456	0	0	0	0
1122	6	122	4552	0	0	0	0
1123	6	123	4648	0	0	0	0
1124	6	124	4744	0	0	0	0
1125	6	125	4840	0	0	0	0
1126	6	126	4936	0	0	0	0
1127	6	127	5032	0	0	0	0
1128	6	128	5128	0	0	0	0
1129	6	129	5224	0	0	0	0
1130	6	130	5320	0	0	0	0
1131	6	131	5428	0	0	0	0
1132	6	132	5536	0	0	0	0
1133	6	133	5644	0	0	0	0
1134	6	134	5752	0	0	0	0
1135	6	135	5860	0	0	0	0
1136	6	136	5968	0	0	0	0
1137	6	137	6076	0	0	0	0
1138	6	138	6184	0	0	0	0
1139	6	139	6292	0	0	0	0
1140	6	140	6400	0	0	0	0
1141	6	141	6520	0	0	0	0
1142	6	142	6640	0	0	0	0
1143	6	143	6760	0	0	0	0
1144	6	144	6880	0	0	0	0
1145	6	145	7000	0	0	0	0
1146	6	146	7120	0	0	0	0
1147	6	147	7240	0	0	0	0
1148	6	148	7360	0	0	0	0
1149	6	149	7480	0	0	0	0
1150	6	150	7600	0	0	0	0
1151	6	151	7736	0	0	0	0
1152	6	152	7872	0	0	0	0
1153	6	153	8008	0	0	0	0
1154	6	154	8144	0	0	0	0
1155	6	155	8280	0	0	0	0
1156	6	156	8416	0	0	0	0
1157	6	157	8552	0	0	0	0
1158	6	158	8688	0	0	0	0
1159	6	159	8824	0	0	0	0
1160	6	160	8960	0	0	0	0
1161	6	161	9112	0	0	0	0
1162	6	162	9264	0	0	0	0
1163	6	163	9416	0	0	0	0
1164	6	164	9568	0	0	0	0
1165	6	165	9720	0	0	0	0
1166	6	166	9872	0	0	0	0
1167	6	167	10024	0	0	0	0
1168	6	168	10176	0	0	0	0
1169	6	169	10328	0	0	0	0
1170	6	170	10480	0	0	0	0
1171	6	171	10648	0	0	0	0
1172	6	172	10816	0	0	0	0
1173	6	173	10984	0	0	0	0
1174	6	174	11152	0	0	0	0
1175	6	175	11320	0	0	0	0
1176	6	176	11488	0	0	0	0
1177	6	177	11656	0	0	0	0
1178	6	178	11824	0	0	0	0
1179	6	179	11992	0	0	0	0
1180	6	180	12160	0	0	0	0
1181	6	181	12344	0	0	0	0
1182	6	182	12528	0	0	0	0
1183	6	183	12712	0	0	0	0
1184	6	184	12896	0	0	0	0
1185	6	185	13080	0	0	0	0
1186	6	186	13264	0	0	0	0
1187	6	187	13448	0	0	0	0
1188	6	188	13632	0	0	0	0
1189	6	189	13816	0	0	0	0
1190	6	190	14000	0	0	0	0
1191	6	191	14200	0	0	0	0
1192	6	192	14400	0	0	0	0
1193	6	193	14600	0	0	0	0
1194	6	194	14800	0	0	0	0
1195	6	195	15000	0	0	0	0
1196	6	196	15200	0	0	0	0
1197	6	197	15400	0	0	0	0
1198	6	198	15600	0	0	0	0
1199	6	199	15800	0	0	0	0
1200	6	200	16000	0	0	0	0
1201	7	1	0	4	0	0	0
1202	7	2	0	8	0	0	0
1203	7	3	0	12	0	0	0
1204	7	4	0	16	0	0	0
1205	7	5	0	20	0	0	0
1206	7	6	0	24	0	0	0
1207	7	7	0	28	0	0	0
1208	7	8	0	32	0	0	0
1209	7	9	0	36	0	0	0
1210	7	10	0	40	0	0	0
1211	7	11	0	48	0	0	0
1212	7	12	0	56	0	0	0
1213	7	13	0	64	0	0	0
1214	7	14	0	72	0	0	0
1215	7	15	0	80	0	0	0
1216	7	16	0	88	0	0	0
1217	7	17	0	96	0	0	0
1218	7	18	0	104	0	0	0
1219	7	19	0	112	0	0	0
1220	7	20	0	120	0	0	0
1221	7	21	0	132	0	0	0
1222	7	22	0	144	0	0	0
1223	7	23	0	156	0	0	0
1224	7	24	0	168	0	0	0
1225	7	25	0	180	0	0	0
1226	7	26	0	192	0	0	0
1227	7	27	0	204	0	0	0
1228	7	28	0	216	0	0	0
1229	7	29	0	228	0	0	0
1230	7	30	0	240	0	0	0
1231	7	31	0	256	0	0	0
1232	7	32	0	272	0	0	0
1233	7	33	0	288	0	0	0
1234	7	34	0	304	0	0	0
1235	7	35	0	320	0	0	0
1236	7	36	0	336	0	0	0
1237	7	37	0	352	0	0	0
1238	7	38	0	368	0	0	0
1239	7	39	0	384	0	0	0
1240	7	40	0	400	0	0	0
1241	7	41	0	420	0	0	0
1242	7	42	0	440	0	0	0
1243	7	43	0	460	0	0	0
1244	7	44	0	480	0	0	0
1245	7	45	0	500	0	0	0
1246	7	46	0	520	0	0	0
1247	7	47	0	540	0	0	0
1248	7	48	0	560	0	0	0
1249	7	49	0	580	0	0	0
1250	7	50	0	600	0	0	0
1251	7	51	0	628	0	0	0
1252	7	52	0	656	0	0	0
1253	7	53	0	684	0	0	0
1254	7	54	0	712	0	0	0
1255	7	55	0	740	0	0	0
1256	7	56	0	768	0	0	0
1257	7	57	0	796	0	0	0
1258	7	58	0	824	0	0	0
1259	7	59	0	852	0	0	0
1260	7	60	0	880	0	0	0
1261	7	61	0	916	0	0	0
1262	7	62	0	952	0	0	0
1263	7	63	0	988	0	0	0
1264	7	64	0	1024	0	0	0
1265	7	65	0	1060	0	0	0
1266	7	66	0	1096	0	0	0
1267	7	67	0	1132	0	0	0
1268	7	68	0	1168	0	0	0
1269	7	69	0	1204	0	0	0
1270	7	70	0	1240	0	0	0
1271	7	71	0	1284	0	0	0
1272	7	72	0	1328	0	0	0
1273	7	73	0	1372	0	0	0
1274	7	74	0	1416	0	0	0
1275	7	75	0	1460	0	0	0
1276	7	76	0	1504	0	0	0
1277	7	77	0	1548	0	0	0
1278	7	78	0	1592	0	0	0
1279	7	79	0	1636	0	0	0
1280	7	80	0	1680	0	0	0
1281	7	81	0	1732	0	0	0
1282	7	82	0	1784	0	0	0
1283	7	83	0	1836	0	0	0
1284	7	84	0	1888	0	0	0
1285	7	85	0	1940	0	0	0
1286	7	86	0	1992	0	0	0
1287	7	87	0	2044	0	0	0
1288	7	88	0	2096	0	0	0
1289	7	89	0	2148	0	0	0
1290	7	90	0	2200	0	0	0
1291	7	91	0	2260	0	0	0
1292	7	92	0	2320	0	0	0
1293	7	93	0	2380	0	0	0
1294	7	94	0	2440	0	0	0
1295	7	95	0	2500	0	0	0
1296	7	96	0	2560	0	0	0
1297	7	97	0	2620	0	0	0
1298	7	98	0	2680	0	0	0
1299	7	99	0	2740	0	0	0
1300	7	100	0	2800	0	0	0
1301	7	101	0	2872	0	0	0
1302	7	102	0	2944	0	0	0
1303	7	103	0	3016	0	0	0
1304	7	104	0	3088	0	0	0
1305	7	105	0	3160	0	0	0
1306	7	106	0	3232	0	0	0
1307	7	107	0	3304	0	0	0
1308	7	108	0	3376	0	0	0
1309	7	109	0	3448	0	0	0
1310	7	110	0	3520	0	0	0
1311	7	111	0	3604	0	0	0
1312	7	112	0	3688	0	0	0
1313	7	113	0	3772	0	0	0
1314	7	114	0	3856	0	0	0
1315	7	115	0	3940	0	0	0
1316	7	116	0	4024	0	0	0
1317	7	117	0	4108	0	0	0
1318	7	118	0	4192	0	0	0
1319	7	119	0	4276	0	0	0
1320	7	120	0	4360	0	0	0
1321	7	121	0	4456	0	0	0
1322	7	122	0	4552	0	0	0
1323	7	123	0	4648	0	0	0
1324	7	124	0	4744	0	0	0
1325	7	125	0	4840	0	0	0
1326	7	126	0	4936	0	0	0
1327	7	127	0	5032	0	0	0
1328	7	128	0	5128	0	0	0
1329	7	129	0	5224	0	0	0
1330	7	130	0	5320	0	0	0
1331	7	131	0	5428	0	0	0
1332	7	132	0	5536	0	0	0
1333	7	133	0	5644	0	0	0
1334	7	134	0	5752	0	0	0
1335	7	135	0	5860	0	0	0
1336	7	136	0	5968	0	0	0
1337	7	137	0	6076	0	0	0
1338	7	138	0	6184	0	0	0
1339	7	139	0	6292	0	0	0
1340	7	140	0	6400	0	0	0
1341	7	141	0	6520	0	0	0
1342	7	142	0	6640	0	0	0
1343	7	143	0	6760	0	0	0
1344	7	144	0	6880	0	0	0
1345	7	145	0	7000	0	0	0
1346	7	146	0	7120	0	0	0
1347	7	147	0	7240	0	0	0
1348	7	148	0	7360	0	0	0
1349	7	149	0	7480	0	0	0
1350	7	150	0	7600	0	0	0
1351	7	151	0	7736	0	0	0
1352	7	152	0	7872	0	0	0
1353	7	153	0	8008	0	0	0
1354	7	154	0	8144	0	0	0
1355	7	155	0	8280	0	0	0
1356	7	156	0	8416	0	0	0
1357	7	157	0	8552	0	0	0
1358	7	158	0	8688	0	0	0
1359	7	159	0	8824	0	0	0
1360	7	160	0	8960	0	0	0
1361	7	161	0	9112	0	0	0
1362	7	162	0	9264	0	0	0
1363	7	163	0	9416	0	0	0
1364	7	164	0	9568	0	0	0
1365	7	165	0	9720	0	0	0
1366	7	166	0	9872	0	0	0
1367	7	167	0	10024	0	0	0
1368	7	168	0	10176	0	0	0
1369	7	169	0	10328	0	0	0
1370	7	170	0	10480	0	0	0
1371	7	171	0	10648	0	0	0
1372	7	172	0	10816	0	0	0
1373	7	173	0	10984	0	0	0
1374	7	174	0	11152	0	0	0
1375	7	175	0	11320	0	0	0
1376	7	176	0	11488	0	0	0
1377	7	177	0	11656	0	0	0
1378	7	178	0	11824	0	0	0
1379	7	179	0	11992	0	0	0
1380	7	180	0	12160	0	0	0
1381	7	181	0	12344	0	0	0
1382	7	182	0	12528	0	0	0
1383	7	183	0	12712	0	0	0
1384	7	184	0	12896	0	0	0
1385	7	185	0	13080	0	0	0
1386	7	186	0	13264	0	0	0
1387	7	187	0	13448	0	0	0
1388	7	188	0	13632	0	0	0
1389	7	189	0	13816	0	0	0
1390	7	190	0	14000	0	0	0
1391	7	191	0	14200	0	0	0
1392	7	192	0	14400	0	0	0
1393	7	193	0	14600	0	0	0
1394	7	194	0	14800	0	0	0
1395	7	195	0	15000	0	0	0
1396	7	196	0	15200	0	0	0
1397	7	197	0	15400	0	0	0
1398	7	198	0	15600	0	0	0
1399	7	199	0	15800	0	0	0
1400	7	200	0	16000	0	0	0
1401	8	1	0	1	0	0	5
1402	8	2	0	2	0	0	10
1403	8	3	0	3	0	0	15
1404	8	4	0	4	0	0	20
1405	8	5	0	5	0	0	25
1406	8	6	0	6	0	0	30
1407	8	7	0	7	0	0	35
1408	8	8	0	8	0	0	40
1409	8	9	0	9	0	0	45
1410	8	10	0	10	0	0	50
1411	8	11	0	12	0	0	60
1412	8	12	0	14	0	0	70
1413	8	13	0	16	0	0	80
1414	8	14	0	18	0	0	90
1415	8	15	0	20	0	0	100
1416	8	16	0	22	0	0	110
1417	8	17	0	24	0	0	120
1418	8	18	0	26	0	0	130
1419	8	19	0	28	0	0	140
1420	8	20	0	30	0	0	150
1421	8	21	0	33	0	0	165
1422	8	22	0	36	0	0	180
1423	8	23	0	39	0	0	195
1424	8	24	0	42	0	0	210
1425	8	25	0	45	0	0	225
1426	8	26	0	48	0	0	240
1427	8	27	0	51	0	0	255
1428	8	28	0	54	0	0	270
1429	8	29	0	57	0	0	285
1430	8	30	0	60	0	0	300
1431	8	31	0	64	0	0	320
1432	8	32	0	68	0	0	340
1433	8	33	0	72	0	0	360
1434	8	34	0	76	0	0	380
1435	8	35	0	80	0	0	400
1436	8	36	0	84	0	0	420
1437	8	37	0	88	0	0	440
1438	8	38	0	92	0	0	460
1439	8	39	0	96	0	0	480
1440	8	40	0	100	0	0	500
1441	8	41	0	105	0	0	525
1442	8	42	0	110	0	0	550
1443	8	43	0	115	0	0	575
1444	8	44	0	120	0	0	600
1445	8	45	0	125	0	0	625
1446	8	46	0	130	0	0	650
1447	8	47	0	135	0	0	675
1448	8	48	0	140	0	0	700
1449	8	49	0	145	0	0	725
1450	8	50	0	150	0	0	750
1451	8	51	0	157	0	0	785
1452	8	52	0	164	0	0	820
1453	8	53	0	171	0	0	855
1454	8	54	0	178	0	0	890
1455	8	55	0	185	0	0	925
1456	8	56	0	192	0	0	960
1457	8	57	0	199	0	0	995
1458	8	58	0	206	0	0	1030
1459	8	59	0	213	0	0	1065
1460	8	60	0	220	0	0	1100
1461	8	61	0	229	0	0	1145
1462	8	62	0	238	0	0	1190
1463	8	63	0	247	0	0	1235
1464	8	64	0	256	0	0	1280
1465	8	65	0	265	0	0	1325
1466	8	66	0	274	0	0	1370
1467	8	67	0	283	0	0	1415
1468	8	68	0	292	0	0	1460
1469	8	69	0	301	0	0	1505
1470	8	70	0	310	0	0	1550
1471	8	71	0	321	0	0	1605
1472	8	72	0	332	0	0	1660
1473	8	73	0	343	0	0	1715
1474	8	74	0	354	0	0	1770
1475	8	75	0	365	0	0	1825
1476	8	76	0	376	0	0	1880
1477	8	77	0	387	0	0	1935
1478	8	78	0	398	0	0	1990
1479	8	79	0	409	0	0	2045
1480	8	80	0	420	0	0	2100
1481	8	81	0	433	0	0	2165
1482	8	82	0	446	0	0	2230
1483	8	83	0	459	0	0	2295
1484	8	84	0	472	0	0	2360
1485	8	85	0	485	0	0	2425
1486	8	86	0	498	0	0	2490
1487	8	87	0	511	0	0	2555
1488	8	88	0	524	0	0	2620
1489	8	89	0	537	0	0	2685
1490	8	90	0	550	0	0	2750
1491	8	91	0	565	0	0	2825
1492	8	92	0	580	0	0	2900
1493	8	93	0	595	0	0	2975
1494	8	94	0	610	0	0	3050
1495	8	95	0	625	0	0	3125
1496	8	96	0	640	0	0	3200
1497	8	97	0	655	0	0	3275
1498	8	98	0	670	0	0	3350
1499	8	99	0	685	0	0	3425
1500	8	100	0	700	0	0	3500
1501	8	101	0	718	0	0	3590
1502	8	102	0	736	0	0	3680
1503	8	103	0	754	0	0	3770
1504	8	104	0	772	0	0	3860
1505	8	105	0	790	0	0	3950
1506	8	106	0	808	0	0	4040
1507	8	107	0	826	0	0	4130
1508	8	108	0	844	0	0	4220
1509	8	109	0	862	0	0	4310
1510	8	110	0	880	0	0	4400
1511	8	111	0	901	0	0	4505
1512	8	112	0	922	0	0	4610
1513	8	113	0	943	0	0	4715
1514	8	114	0	964	0	0	4820
1515	8	115	0	985	0	0	4925
1516	8	116	0	1006	0	0	5030
1517	8	117	0	1027	0	0	5135
1518	8	118	0	1048	0	0	5240
1519	8	119	0	1069	0	0	5345
1520	8	120	0	1090	0	0	5450
1521	8	121	0	1114	0	0	5570
1522	8	122	0	1138	0	0	5690
1523	8	123	0	1162	0	0	5810
1524	8	124	0	1186	0	0	5930
1525	8	125	0	1210	0	0	6050
1526	8	126	0	1234	0	0	6170
1527	8	127	0	1258	0	0	6290
1528	8	128	0	1282	0	0	6410
1529	8	129	0	1306	0	0	6530
1530	8	130	0	1330	0	0	6650
1531	8	131	0	1357	0	0	6770
1532	8	132	0	1384	0	0	6890
1533	8	133	0	1411	0	0	7010
1534	8	134	0	1438	0	0	7130
1535	8	135	0	1465	0	0	7250
1536	8	136	0	1492	0	0	7370
1537	8	137	0	1519	0	0	7490
1538	8	138	0	1546	0	0	7610
1539	8	139	0	1573	0	0	7730
1540	8	140	0	1600	0	0	7850
1541	8	141	0	1630	0	0	7970
1542	8	142	0	1660	0	0	8090
1543	8	143	0	1690	0	0	8210
1544	8	144	0	1720	0	0	8330
1545	8	145	0	1750	0	0	8450
1546	8	146	0	1780	0	0	8570
1547	8	147	0	1810	0	0	8690
1548	8	148	0	1840	0	0	8810
1549	8	149	0	1870	0	0	8930
1550	8	150	0	1900	0	0	9050
1551	8	151	0	1934	0	0	9170
1552	8	152	0	1968	0	0	9290
1553	8	153	0	2002	0	0	9410
1554	8	154	0	2036	0	0	9530
1555	8	155	0	2070	0	0	9650
1556	8	156	0	2104	0	0	9770
1557	8	157	0	2138	0	0	9890
1558	8	158	0	2172	0	0	10010
1559	8	159	0	2206	0	0	10130
1560	8	160	0	2240	0	0	10250
1561	8	161	0	2278	0	0	10370
1562	8	162	0	2316	0	0	10490
1563	8	163	0	2354	0	0	10610
1564	8	164	0	2392	0	0	10730
1565	8	165	0	2430	0	0	10850
1566	8	166	0	2468	0	0	10970
1567	8	167	0	2506	0	0	11090
1568	8	168	0	2544	0	0	11210
1569	8	169	0	2582	0	0	11330
1570	8	170	0	2620	0	0	11450
1571	8	171	0	2662	0	0	11570
1572	8	172	0	2704	0	0	11690
1573	8	173	0	2746	0	0	11810
1574	8	174	0	2788	0	0	11930
1575	8	175	0	2830	0	0	12050
1576	8	176	0	2872	0	0	12170
1577	8	177	0	2914	0	0	12290
1578	8	178	0	2956	0	0	12410
1579	8	179	0	2998	0	0	12530
1580	8	180	0	3040	0	0	12650
1581	8	181	0	3086	0	0	12770
1582	8	182	0	3132	0	0	12890
1583	8	183	0	3178	0	0	13010
1584	8	184	0	3224	0	0	13130
1585	8	185	0	3270	0	0	13250
1586	8	186	0	3316	0	0	13370
1587	8	187	0	3362	0	0	13490
1588	8	188	0	3408	0	0	13610
1589	8	189	0	3454	0	0	13730
1590	8	190	0	3500	0	0	13850
1591	8	191	0	3550	0	0	13970
1592	8	192	0	3600	0	0	14090
1593	8	193	0	3650	0	0	14210
