number	number	number	number	number	number	number	number	number	number	number
1524	24	16	172	172	122	124	720	0	0	0
1525	25	16	180	180	127	130	750	0	0	0
1526	26	16	187	187	132	135	780	0	0	0
1527	27	16	194	194	137	140	810	0	0	0
1528	28	16	201	201	142	145	840	0	0	0
1529	29	16	208	208	147	150	870	0	0	0
1530	30	16	216	216	153	156	900	0	0	0
1531	31	16	223	223	158	161	930	0	0	0
1532	32	16	230	230	163	166	960	0	0	0
1533	33	16	237	237	168	171	990	0	0	0
1534	34	16	244	244	173	176	1020	0	0	0
1535	35	16	252	252	178	182	1050	0	0	0
1536	36	16	259	259	183	187	1080	0	0	0
1537	37	16	266	266	188	192	1110	0	0	0
1538	38	16	273	273	193	197	1140	0	0	0
1539	39	16	280	280	198	202	1170	0	0	0
1540	40	16	288	288	204	208	1200	0	0	0
1541	41	16	295	295	209	213	1230	0	0	0
1542	42	16	302	302	214	218	1260	0	0	0
1543	43	16	309	309	219	223	1290	0	0	0
1544	44	16	316	316	224	228	1320	0	0	0
1545	45	16	324	324	229	234	1350	0	0	0
1546	46	16	331	331	234	239	1380	0	0	0
1547	47	16	338	338	239	244	1410	0	0	0
1548	48	16	345	345	244	249	1440	0	0	0
1549	49	16	352	352	249	254	1470	0	0	0
1550	50	16	360	360	255	260	1500	0	0	0
1551	51	16	367	367	260	265	1530	0	0	0
1552	52	16	374	374	265	270	1560	0	0	0
1553	53	16	381	381	270	275	1590	0	0	0
1554	54	16	388	388	275	280	1620	0	0	0
1555	55	16	396	396	280	286	1650	0	0	0
1556	56	16	403	403	285	291	1680	0	0	0
1557	57	16	410	410	290	296	1710	0	0	0
1558	58	16	417	417	295	301	1740	0	0	0
1559	59	16	424	424	300	306	1770	0	0	0
1560	60	16	432	432	306	312	1800	0	0	0
1561	61	16	439	439	311	317	1830	0	0	0
1562	62	16	446	446	316	322	1860	0	0	0
1563	63	16	453	453	321	327	1890	0	0	0
1564	64	16	460	460	326	332	1920	0	0	0
1565	65	16	467	467	331	338	1950	0	0	0
1566	66	16	475	475	336	343	1980	0	0	0
1567	67	16	482	482	341	348	2010	0	0	0
1568	68	16	489	489	346	353	2040	0	0	0
1569	69	16	496	496	351	358	2070	0	0	0
1570	70	16	503	503	357	364	2100	0	0	0
1571	71	16	510	510	363	370	2130	0	0	0
1572	72	16	517	517	369	376	2160	0	0	0
1573	73	16	524	524	375	382	2190	0	0	0
1574	74	16	531	531	381	388	2220	0	0	0
1575	75	16	538	538	387	394	2250	0	0	0
1576	76	16	545	545	393	400	2280	0	0	0
1577	77	16	552	552	399	406	2310	0	0	0
1578	78	16	559	559	405	412	2340	0	0	0
1579	79	16	566	566	411	418	2370	0	0	0
1580	80	16	573	573	417	424	2400	0	0	0
1581	81	16	580	580	423	430	2430	0	0	0
1582	82	16	587	587	429	436	2460	0	0	0
1583	83	16	594	594	435	442	2490	0	0	0
1584	84	16	601	601	441	448	2520	0	0	0
1585	85	16	608	608	447	454	2550	0	0	0
1586	86	16	615	615	453	460	2580	0	0	0
1587	87	16	622	622	459	466	2610	0	0	0
1588	88	16	629	629	465	472	2640	0	0	0
1589	89	16	636	636	471	478	2670	0	0	0
1590	90	16	643	643	477	484	2700	0	0	0
1591	91	16	650	650	483	490	2730	0	0	0
1592	92	16	657	657	489	496	2760	0	0	0
1593	93	16	664	664	495	502	2790	0	0	0
1594	94	16	671	671	501	508	2820	0	0	0
1595	95	16	678	678	507	514	2850	0	0	0
1596	96	16	685	685	513	520	2880	0	0	0
1597	97	16	692	692	519	526	2910	0	0	0
1598	98	16	699	699	525	532	2940	0	0	0
1599	99	16	706	706	531	538	2970	0	0	0
1600	100	16	713	713	537	544	3000	0	0	0
1601	1	17	8	11	7	6	36	0	0	0
1602	2	17	17	22	14	13	72	0	0	0
1603	3	17	26	33	21	19	108	0	0	0
1604	4	17	35	44	29	26	144	0	0	0
1605	5	17	44	56	36	32	180	0	0	0
1606	6	17	52	67	43	39	216	0	0	0
1607	7	17	61	78	51	45	252	0	0	0
1608	8	17	70	89	58	52	288	0	0	0
1609	9	17	79	100	65	58	324	0	0	0
1610	10	17	88	112	73	65	361	0	0	0
1611	11	17	96	123	80	71	397	0	0	0
1612	12	17	105	134	87	78	433	0	0	0
1613	13	17	114	145	94	84	469	0	0	0
1614	14	17	123	156	102	91	505	0	0	0
1615	15	17	132	168	109	97	541	0	0	0
1616	16	17	140	179	116	104	577	0	0	0
1617	17	17	149	190	124	110	613	0	0	0
1618	18	17	158	201	131	117	649	0	0	0
1619	19	17	167	212	138	123	685	0	0	0
1620	20	17	176	224	146	130	722	0	0	0
1621	21	17	184	235	153	136	758	0	0	0
1622	22	17	193	246	160	143	794	0	0	0
1623	23	17	202	257	167	149	830	0	0	0
1624	24	17	211	268	175	156	866	0	0	0
1625	25	17	220	280	182	162	902	0	0	0
1626	26	17	228	291	189	169	938	0	0	0
1627	27	17	237	302	197	175	974	0	0	0
1628	28	17	246	313	204	182	1010	0	0	0
1629	29	17	255	324	211	188	1046	0	0	0
1630	30	17	264	336	219	195	1083	0	0	0
1631	31	17	272	347	226	201	1119	0	0	0
1632	32	17	281	358	233	208	1155	0	0	0
1633	33	17	290	369	240	214	1191	0	0	0
1634	34	17	299	380	248	221	1227	0	0	0
1635	35	17	308	392	255	227	1263	0	0	0
1636	36	17	316	403	262	234	1299	0	0	0
1637	37	17	325	414	270	240	1335	0	0	0
1638	38	17	334	425	277	247	1371	0	0	0
1639	39	17	343	436	284	253	1407	0	0	0
1640	40	17	352	448	292	260	1444	0	0	0
1641	41	17	360	459	299	266	1480	0	0	0
1642	42	17	369	470	306	273	1516	0	0	0
1643	43	17	378	481	313	279	1552	0	0	0
1644	44	17	387	492	321	286	1588	0	0	0
1645	45	17	396	504	328	292	1624	0	0	0
1646	46	17	404	515	335	299	1660	0	0	0
1647	47	17	413	526	343	305	1696	0	0	0
1648	48	17	422	537	350	312	1732	0	0	0
1649	49	17	431	548	357	318	1768	0	0	0
1650	50	17	440	560	365	325	1805	0	0	0
1651	51	17	448	571	372	331	1841	0	0	0
1652	52	17	457	582	379	338	1877	0	0	0
1653	53	17	466	593	386	344	1913	0	0	0
1654	54	17	475	604	394	351	1949	0	0	0
1655	55	17	484	616	401	357	1985	0	0	0
1656	56	17	492	627	408	364	2021	0	0	0
1657	57	17	501	638	416	370	2057	0	0	0
1658	58	17	510	649	423	377	2093	0	0	0
1659	59	17	519	660	430	383	2129	0	0	0
1660	60	17	528	672	438	390	2166	0	0	0
1661	61	17	536	683	445	396	2202	0	0	0
1662	62	17	545	694	452	403	2238	0	0	0
1663	63	17	554	705	459	409	2274	0	0	0
1664	64	17	563	716	467	416	2310	0	0	0
1665	65	17	572	728	474	422	2346	0	0	0
1666	66	17	580	739	481	429	2382	0	0	0
1667	67	17	589	750	489	435	2418	0	0	0
1668	68	17	598	761	496	442	2454	0	0	0
1669	69	17	607	772	503	448	2490	0	0	0
1670	70	17	616	784	511	455	2527	0	0	0
1671	71	17	625	796	519	462	2564	0	0	0
1672	72	17	634	808	527	469	2601	0	0	0
1673	73	17	643	820	535	476	2638	0	0	0
1674	74	17	652	832	543	483	2675	0	0	0
1675	75	17	661	844	551	490	2712	0	0	0
1676	76	17	670	856	559	497	2749	0	0	0
1677	77	17	679	868	567	504	2786	0	0	0
1678	78	17	688	880	575	511	2823	0	0	0
1679	79	17	697	892	583	518	2860	0	0	0
1680	80	17	706	904	591	525	2897	0	0	0
1681	81	17	715	916	599	532	2934	0	0	0
1682	82	17	724	928	607	539	2971	0	0	0
1683	83	17	733	940	615	546	3008	0	0	0
1684	84	17	742	952	623	553	3045	0	0	0
1685	85	17	751	964	631	560	3082	0	0	0
1686	86	17	760	976	639	567	3119	0	0	0
1687	87	17	769	988	647	574	3156	0	0	0
1688	88	17	778	1000	655	581	3193	0	0	0
1689	89	17	787	1012	663	588	3230	0	0	0
1690	90	17	796	1024	671	595	3267	0	0	0
1691	91	17	805	1036	679	602	3304	0	0	0
1692	92	17	814	1048	687	609	3341	0	0	0
1693	93	17	823	1060	695	616	3378	0	0	0
1694	94	17	832	1072	703	623	3415	0	0	0
1695	95	17	841	1084	711	630	3452	0	0	0
1696	96	17	850	1096	719	637	3489	0	0	0
1697	97	17	859	1108	727	644	3526	0	0	0
1698	98	17	868	1120	735	651	3563	0	0	0
1699	99	17	877	1132	743	658	3600	0	0	0
1700	100	17	886	1144	751	665	3637	0	0	0
1701	1	18	9	4	5	4	29	0	0	0
1702	2	18	19	9	10	9	59	0	0	0
1703	3	18	29	14	15	14	88	0	0	0
1704	4	18	39	19	20	19	118	0	0	0
1705	5	18	49	24	25	24	147	0	0	0
1706	6	18	59	28	30	29	177	0	0	0
1707	7	18	69	33	35	34	206	0	0	0
1708	8	18	79	38	40	39	236	0	0	0
1709	9	18	89	43	45	44	265	0	0	0
1710	10	18	99	48	50	49	295	0	0	0
1711	11	18	108	52	55	53	324	0	0	0
1712	12	18	118	57	60	58	354	0	0	0
1713	13	18	128	62	65	63	383	0	0	0
1714	14	18	138	67	70	68	413	0	0	0
1715	15	18	148	72	75	73	442	0	0	0
1716	16	18	158	76	80	78	472	0	0	0
1717	17	18	168	81	85	83	501	0	0	0
1718	18	18	178	86	90	88	531	0	0	0
1719	19	18	188	91	95	93	560	0	0	0
1720	20	18	198	96	100	98	590	0	0	0
1721	21	18	207	100	105	102	619	0	0	0
1722	22	18	217	105	110	107	649	0	0	0
1723	23	18	227	110	115	112	678	0	0	0
1724	24	18	237	115	120	117	708	0	0	0
1725	25	18	247	120	125	122	737	0	0	0
1726	26	18	257	124	130	127	767	0	0	0
1727	27	18	267	129	135	132	796	0	0	0
1728	28	18	277	134	140	137	826	0	0	0
1729	29	18	287	139	145	142	855	0	0	0
1730	30	18	297	144	150	147	885	0	0	0
1731	31	18	306	148	155	151	914	0	0	0
1732	32	18	316	153	160	156	944	0	0	0
1733	33	18	326	158	165	161	973	0	0	0
1734	34	18	336	163	170	166	1003	0	0	0
1735	35	18	346	168	175	171	1032	0	0	0
1736	36	18	356	172	180	176	1062	0	0	0
1737	37	18	366	177	185	181	1091	0	0	0
1738	38	18	376	182	190	186	1121	0	0	0
1739	39	18	386	187	195	191	1150	0	0	0
1740	40	18	396	192	200	196	1180	0	0	0
1741	41	18	405	196	205	200	1209	0	0	0
1742	42	18	415	201	210	205	1239	0	0	0
1743	43	18	425	206	215	210	1268	0	0	0
1744	44	18	435	211	220	215	1298	0	0	0
1745	45	18	445	216	225	220	1327	0	0	0
1746	46	18	455	220	230	225	1357	0	0	0
1747	47	18	465	225	235	230	1386	0	0	0
1748	48	18	475	230	240	235	1416	0	0	0
1749	49	18	485	235	245	240	1445	0	0	0
1750	50	18	495	240	250	245	1475	0	0	0
1751	51	18	504	244	255	249	1504	0	0	0
1752	52	18	514	249	260	254	1534	0	0	0
1753	53	18	524	254	265	259	1563	0	0	0
1754	54	18	534	259	270	264	1593	0	0	0
1755	55	18	544	264	275	269	1622	0	0	0
1756	56	18	554	268	280	274	1652	0	0	0
1757	57	18	564	273	285	279	1681	0	0	0
1758	58	18	574	278	290	284	1711	0	0	0
1759	59	18	584	283	295	289	1740	0	0	0
1760	60	18	593	288	300	294	1770	0	0	0
1761	61	18	603	292	305	298	1799	0	0	0
1762	62	18	613	297	310	303	1829	0	0	0
1763	63	18	623	302	315	308	1858	0	0	0
1764	64	18	633	307	320	313	1888	0	0	0
1765	65	18	643	312	325	318	1917	0	0	0
1766	66	18	653	316	330	323	1947	0	0	0
1767	67	18	663	321	335	328	1976	0	0	0
1768	68	18	673	326	340	333	2006	0	0	0
1769	69	18	683	331	345	338	2035	0	0	0
1770	70	18	692	336	350	343	2065	0	0	0
1771	71	18	701	341	355	348	2095	0	0	0
1772	72	18	710	346	360	353	2125	0	0	0
1773	73	18	719	351	365	358	2155	0	0	0
1774	74	18	728	356	370	363	2185	0	0	0
1775	75	18	737	361	375	368	2215	0	0	0
1776	76	18	746	366	380	373	2245	0	0	0
1777	77	18	755	371	385	378	2275	0	0	0
1778	78	18	764	376	390	383	2305	0	0	0
1779	79	18	773	381	395	388	2335	0	0	0
1780	80	18	782	386	400	393	2365	0	0	0
1781	81	18	791	391	405	398	2395	0	0	0
1782	82	18	800	396	410	403	2425	0	0	0
1783	83	18	809	401	415	408	2455	0	0	0
1784	84	18	818	406	420	413	2485	0	0	0
1785	85	18	827	411	425	418	2515	0	0	0
1786	86	18	836	416	430	423	2545	0	0	0
1787	87	18	845	421	435	428	2575	0	0	0
1788	88	18	854	426	440	433	2605	0	0	0
1789	89	18	863	431	445	438	2635	0	0	0
1790	90	18	872	436	450	443	2665	0	0	0
1791	91	18	881	441	455	448	2695	0	0	0
1792	92	18	890	446	460	453	2725	0	0	0
1793	93	18	899	451	465	458	2755	0	0	0
1794	94	18	908	456	470	463	2785	0	0	0
1795	95	18	917	461	475	468	2815	0	0	0
1796	96	18	926	466	480	473	2845	0	0	0
1797	97	18	935	471	485	478	2875	0	0	0
1798	98	18	944	476	490	483	2905	0	0	0
1799	99	18	953	481	495	488	2935	0	0	0
1800	100	18	962	486	500	493	2965	0	0	0
1801	1	19	7	7	5	5	33	0	0	0
1802	2	19	17	15	12	11	75	0	0	0
1803	3	19	27	23	19	17	117	0	0	0
1804	4	19	37	31	26	23	159	0	0	0
1805	5	19	47	39	33	29	201	0	0	0
1806	6	19	57	47	40	35	243	0	0	0
1807	7	19	67	55	47	41	285	0	0	0
1808	8	19	77	63	54	47	327	0	0	0
1809	9	19	87	71	61	53	369	0	0	0
1810	10	19	97	79	68	59	411	0	0	0
1811	11	19	107	87	75	65	453	0	0	0
1812	12	19	117	95	82	71	495	0	0	0
1813	13	19	127	103	89	77	537	0	0	0
1814	14	19	137	111	96	83	579	0	0	0
1815	15	19	147	119	103	89	621	0	0	0
1816	16	19	157	127	110	95	663	0	0	0
1817	17	19	167	135	117	101	705	0	0	0
1818	18	19	177	143	124	107	747	0	0	0
1819	19	19	187	151	131	113	789	0	0	0
1820	20	19	197	159	138	119	831	0	0	0
1821	21	19	207	167	145	125	873	0	0	0
1822	22	19	217	175	152	131	915	0	0	0
1823	23	19	227	183	159	137	957	0	0	0
1824	24	19	237	191	166	143	999	0	0	0
1825	25	19	247	199	173	149	1041	0	0	0
1826	26	19	257	207	180	155	1083	0	0	0
1827	27	19	267	215	187	161	1125	0	0	0
1828	28	19	277	223	194	167	1167	0	0	0
1829	29	19	287	231	201	173	1209	0	0	0
1830	30	19	297	239	208	179	1251	0	0	0
1831	31	19	307	247	215	185	1293	0	0	0
1832	32	19	317	255	222	191	1335	0	0	0
1833	33	19	327	263	229	197	1377	0	0	0
1834	34	19	337	271	236	203	1419	0	0	0
1835	35	19	347	279	243	209	1461	0	0	0
1836	36	19	357	287	250	215	1503	0	0	0
1837	37	19	367	295	257	221	1545	0	0	0
1838	38	19	377	303	264	227	1587	0	0	0
1839	39	19	387	311	271	233	1629	0	0	0
1840	40	19	397	319	278	239	1671	0	0	0
1841	41	19	407	327	285	245	1713	0	0	0
1842	42	19	417	335	292	251	1755	0	0	0
1843	43	19	427	343	299	257	1797	0	0	0
1844	44	19	437	351	306	263	1839	0	0	0
1845	45	19	447	359	313	269	1881	0	0	0
1846	46	19	457	367	320	275	1923	0	0	0
1847	47	19	467	375	327	281	1965	0	0	0
1848	48	19	477	383	334	287	2007	0	0	0
1849	49	19	487	391	341	293	2049	0	0	0
1850	50	19	497	399	348	299	2091	0	0	0
1851	51	19	507	407	355	305	2133	0	0	0
1852	52	19	517	415	362	311	2175	0	0	0
1853	53	19	527	423	369	317	2217	0	0	0
1854	54	19	537	431	376	323	2259	0	0	0
1855	55	19	547	439	383	329	2301	0	0	0
1856	56	19	557	447	390	335	2343	0	0	0
1857	57	19	567	455	397	341	2385	0	0	0
1858	58	19	577	463	404	347	2427	0	0	0
1859	59	19	587	471	411	353	2469	0	0	0
1860	60	19	597	479	418	359	2511	0	0	0
1861	61	19	607	487	425	365	2553	0	0	0
1862	62	19	617	495	432	371	2595	0	0	0
1863	63	19	627	503	439	377	2637	0	0	0
1864	64	19	637	511	446	383	2679	0	0	0
1865	65	19	647	519	453	389	2721	0	0	0
1866	66	19	657	527	460	395	2763	0	0	0
1867	67	19	667	535	467	401	2805	0	0	0
1868	68	19	677	543	474	407	2847	0	0	0
1869	69	19	687	551	481	413	2889	0	0	0
1870	70	19	697	559	488	419	2931	0	0	0
1871	71	19	707	567	495	425	2973	0	0	0
1872	72	19	717	575	502	431	3015	0	0	0
1873	73	19	727	583	509	437	3057	0	0	0
1874	74	19	737	591	516	443	3099	0	0	0
1875	75	19	747	599	523	449	3141	0	0	0
1876	76	19	757	607	530	455	3183	0	0	0
1877	77	19	767	615	537	461	3225	0	0	0
1878	78	19	777	623	544	467	3267	0	0	0
1879	79	19	787	631	551	473	3309	0	0	0
1880	80	19	797	639	558	479	3351	0	0	0
1881	81	19	807	647	565	485	3393	0	0	0
1882	82	19	817	655	572	491	3435	0	0	0
1883	83	19	827	663	579	497	3477	0	0	0
1884	84	19	837	671	586	503	3519	0	0	0
1885	85	19	847	679	593	509	3561	0	0	0
1886	86	19	857	687	600	515	3603	0	0	0
1887	87	19	867	695	607	521	3645	0	0	0
1888	88	19	877	703	614	527	3687	0	0	0
1889	89	19	887	711	621	533	3729	0	0	0
1890	90	19	897	719	628	539	3771	0	0	0
1891	91	19	907	727	635	545	3813	0	0	0
1892	92	19	917	735	642	551	3855	0	0	0
1893	93	19	927	743	649	557	3897	0	0	0
1894	94	19	937	751	656	563	3939	0	0	0
1895	95	19	947	759	663	569	3981	0	0	0
1896	96	19	957	767	670	575	4023	0	0	0
1897	97	19	967	775	677	581	4065	0	0	0
1898	98	19	977	783	684	587	4107	0	0	0
1899	99	19	987	791	691	593	4149	0	0	0
1900	100	19	997	799	698	599	4191	0	0	0
1901	1	20	9	4	5	4	29	0	0	0
1902	2	20	19	9	10	9	59	0	0	0
1903	3	20	29	14	15	14	88	0	0	0
1904	4	20	39	19	20	19	118	0	0	0
1905	5	20	49	24	25	24	147	0	0	0
1906	6	20	59	28	30	29	177	0	0	0
1907	7	20	69	33	35	34	206	0	0	0
1908	8	20	79	38	40	39	236	0	0	0
1909	9	20	89	43	45	44	265	0	0	0
1910	10	20	99	48	50	49	295	0	0	0
1911	11	20	108	52	55	53	324	0	0	0
1912	12	20	118	57	60	58	354	0	0	0
1913	13	20	128	62	65	63	383	0	0	0
1914	14	20	138	67	70	68	413	0	0	0
1915	15	20	148	72	75	73	442	0	0	0
1916	16	20	158	76	80	78	472	0	0	0
1917	17	20	168	81	85	83	501	0	0	0
1918	18	20	178	86	90	88	531	0	0	0
1919	19	20	188	91	95	93	560	0	0	0
1920	20	20	198	96	100	98	590	0	0	0
1921	21	20	207	100	105	102	619	0	0	0
1922	22	20	217	105	110	107	649	0	0	0
1923	23	20	227	110	115	112	678	0	0	0
1924	24	20	237	115	120	117	708	0	0	0
1925	25	20	247	120	125	122	737	0	0	0
1926	26	20	257	124	130	127	767	0	0	0
1927	27	20	267	129	135	132	796	0	0	0
1928	28	20	277	134	140	137	826	0	0	0
1929	29	20	287	139	145	142	855	0	0	0
1930	30	20	297	144	150	147	885	0	0	0
1931	31	20	306	148	155	151	914	0	0	0
1932	32	20	316	153	160	156	944	0	0	0
1933	33	20	326	158	165	161	973	0	0	0
1934	34	20	336	163	170	166	1003	0	0	0
1935	35	20	346	168	175	171	1032	0	0	0
1936	36	20	356	172	180	176	1062	0	0	0
1937	37	20	366	177	185	181	1091	0	0	0
1938	38	20	376	182	190	186	1121	0	0	0
1939	39	20	386	187	195	191	1150	0	0	0
1940	40	20	396	192	200	196	1180	0	0	0
1941	41	20	405	196	205	200	1209	0	0	0
1942	42	20	415	201	210	205	1239	0	0	0
1943	43	20	425	206	215	210	1268	0	0	0
1944	44	20	435	211	220	215	1298	0	0	0
1945	45	20	445	216	225	220	1327	0	0	0
1946	46	20	455	220	230	225	1357	0	0	0
1947	47	20	465	225	235	230	1386	0	0	0
1948	48	20	475	230	240	235	1416	0	0	0
1949	49	20	485	235	245	240	1445	0	0	0
1950	50	20	495	240	250	245	1475	0	0	0
1951	51	20	504	244	255	249	1504	0	0	0
1952	52	20	514	249	260	254	1534	0	0	0
1953	53	20	524	254	265	259	1563	0	0	0
1954	54	20	534	259	270	264	1593	0	0	0
1955	55	20	544	264	275	269	1622	0	0	0
1956	56	20	554	268	280	274	1652	0	0	0
1957	57	20	564	273	285	279	1681	0	0	0
1958	58	20	574	278	290	284	1711	0	0	0
1959	59	20	584	283	295	289	1740	0	0	0
1960	60	20	593	288	300	294	1770	0	0	0
1961	61	20	603	292	305	298	1799	0	0	0
1962	62	20	613	297	310	303	1829	0	0	0
1963	63	20	623	302	315	308	1858	0	0	0
1964	64	20	633	307	320	313	1888	0	0	0
1965	65	20	643	312	325	318	1917	0	0	0
1966	66	20	653	316	330	323	1947	0	0	0
1967	67	20	663	321	335	328	1976	0	0	0
1968	68	20	673	326	340	333	2006	0	0	0
1969	69	20	683	331	345	338	2035	0	0	0
1970	70	20	692	336	350	343	2065	0	0	0
1971	71	20	701	341	355	348	2095	0	0	0
1972	72	20	710	346	360	353	2125	0	0	0
1973	73	20	719	351	365	358	2155	0	0	0
1974	74	20	728	356	370	363	2185	0	0	0
1975	75	20	737	361	375	368	2215	0	0	0
1976	76	20	746	366	380	373	2245	0	0	0
1977	77	20	755	371	385	378	2275	0	0	0
1978	78	20	764	376	390	383	2305	0	0	0
1979	79	20	773	381	395	388	2335	0	0	0
1980	80	20	782	386	400	393	2365	0	0	0
1981	81	20	791	391	405	398	2395	0	0	0
1982	82	20	800	396	410	403	2425	0	0	0
1983	83	20	809	401	415	408	2455	0	0	0
1984	84	20	818	406	420	413	2485	0	0	0
1985	85	20	827	411	425	418	2515	0	0	0
1986	86	20	836	416	430	423	2545	0	0	0
1987	87	20	845	421	435	428	2575	0	0	0
1988	88	20	854	426	440	433	2605	0	0	0
1989	89	20	863	431	445	438	2635	0	0	0
1990	90	20	872	436	450	443	2665	0	0	0
1991	91	20	881	441	455	448	2695	0	0	0
1992	92	20	890	446	460	453	2725	0	0	0
1993	93	20	899	451	465	458	2755	0	0	0
1994	94	20	908	456	470	463	2785	0	0	0
1995	95	20	917	461	475	468	2815	0	0	0
1996	96	20	926	466	480	473	2845	0	0	0
1997	97	20	935	471	485	478	2875	0	0	0
1998	98	20	944	476	490	483	2905	0	0	0
1999	99	20	953	481	495	488	2935	0	0	0
2000	100	20	962	486	500	493	2965	0	0	0
2001	1	21	8	9	6	7	38	0	0	0
2002	2	21	16	19	12	14	77	0	0	0
2003	3	21	24	29	18	21	116	0	0	0
2004	4	21	33	38	24	28	154	0	0	0
2005	5	21	41	48	30	36	193	0	0	0
2006	6	21	49	58	36	43	232	0	0	0
2007	7	21	58	67	42	50	270	0	0	0
2008	8	21	66	77	48	57	309	0	0	0
2009	9	21	74	87	54	64	348	0	0	0
2010	10	21	83	97	61	72	387	0	0	0
2011	11	21	91	106	67	79	425	0	0	0
2012	12	21	99	116	73	86	464	0	0	0
2013	13	21	107	126	79	93	503	0	0	0
2014	14	21	116	135	85	100	541	0	0	0
2015	15	21	124	145	91	108	580	0	0	0
2016	16	21	132	155	97	115	619	0	0	0
2017	17	21	141	164	103	122	657	0	0	0
2018	18	21	149	174	109	129	696	0	0	0
2019	19	21	157	184	115	136	735	0	0	0
2020	20	21	166	194	122	144	774	0	0	0
2021	21	21	174	203	128	151	812	0	0	0
2022	22	21	182	213	134	158	851	0	0	0
2023	23	21	190	223	140	165	890	0	0	0
2024	24	21	199	232	146	172	928	0	0	0
2025	25	21	207	242	152	180	967	0	0	0
2026	26	21	215	252	158	187	1006	0	0	0
2027	27	21	224	261	164	194	1044	0	0	0
2028	28	21	232	271	170	201	1083	0	0	0
2029	29	21	240	281	176	208	1122	0	0	0
2030	30	21	249	291	183	216	1161	0	0	0
2031	31	21	257	300	189	223	1199	0	0	0
2032	32	21	265	310	195	230	1238	0	0	0
2033	33	21	273	320	201	237	1277	0	0	0
2034	34	21	282	329	207	244	1315	0	0	0
2035	35	21	290	339	213	252	1354	0	0	0
2036	36	21	298	349	219	259	1393	0	0	0
2037	37	21	307	358	225	266	1431	0	0	0
2038	38	21	315	368	231	273	1470	0	0	0
2039	39	21	323	378	237	280	1509	0	0	0
2040	40	21	332	388	244	288	1548	0	0	0
2041	41	21	340	397	250	295	1586	0	0	0
2042	42	21	348	407	256	302	1625	0	0	0
2043	43	21	356	417	262	309	1664	0	0	0
2044	44	21	365	426	268	316	1702	0	0	0
2045	45	21	373	436	274	324	1741	0	0	0
2046	46	21	381	446	280	331	1780	0	0	0
2047	47	21	390	455	286	338	1818	0	0	0
2048	48	21	398	465	292	345	1857	0	0	0
2049	49	21	406	475	298	352	1896	0	0	0
2050	50	21	415	485	305	360	1935	0	0	0
2051	51	21	423	494	311	367	1973	0	0	0
2052	52	21	431	504	317	374	2012	0	0	0
2053	53	21	439	514	323	381	2051	0	0	0
2054	54	21	448	523	329	388	2089	0	0	0
2055	55	21	456	533	335	396	2128	0	0	0
2056	56	21	464	543	341	403	2167	0	0	0
2057	57	21	473	552	347	410	2205	0	0	0
2058	58	21	481	562	353	417	2244	0	0	0
2059	59	21	489	572	359	424	2283	0	0	0
2060	60	21	498	582	366	432	2322	0	0	0
2061	61	21	506	591	372	439	2360	0	0	0
2062	62	21	514	601	378	446	2399	0	0	0
2063	63	21	522	611	384	453	2438	0	0	0
2064	64	21	531	620	390	460	2476	0	0	0
2065	65	21	539	630	396	467	2515	0	0	0
2066	66	21	547	640	402	475	2554	0	0	0
2067	67	21	556	649	408	482	2592	0	0	0
2068	68	21	564	659	414	489	2631	0	0	0
2069	69	21	572	669	420	496	2670	0	0	0
2070	70	21	581	679	427	503	2709	0	0	0
2071	71	21	590	689	434	510	2748	0	0	0
2072	72	21	599	699	441	517	2787	0	0	0
2073	73	21	608	709	448	524	2826	0	0	0
2074	74	21	617	719	455	531	2865	0	0	0
2075	75	21	626	729	462	538	2904	0	0	0
2076	76	21	635	739	469	545	2943	0	0	0
2077	77	21	644	749	476	552	2982	0	0	0
2078	78	21	653	759	483	559	3021	0	0	0
2079	79	21	662	769	490	566	3060	0	0	0
2080	80	21	671	779	497	573	3099	0	0	0
2081	81	21	680	789	504	580	3138	0	0	0
2082	82	21	689	799	511	587	3177	0	0	0
2083	83	21	698	809	518	594	3216	0	0	0
2084	84	21	707	819	525	601	3255	0	0	0
2085	85	21	716	829	532	608	3294	0	0	0
2086	86	21	725	839	539	615	3333	0	0	0
2087	87	21	734	849	546	622	3372	0	0	0
2088	88	21	743	859	553	629	3411	0	0	0
2089	89	21	752	869	560	636	3450	0	0	0
2090	90	21	761	879	567	643	3489	0	0	0
2091	91	21	770	889	574	650	3528	0	0	0
2092	92	21	779	899	581	657	3567	0	0	0
2093	93	21	788	909	588	664	3606	0	0	0
2094	94	21	797	919	595	671	3645	0	0	0
2095	95	21	806	929	602	678	3684	0	0	0
2096	96	21	815	939	609	685	3723	0	0	0
2097	97	21	824	949	616	692	3762	0	0	0
2098	98	21	833	959	623	699	3801	0	0	0
2099	99	21	842	969	630	706	3840	0	0	0
2100	100	21	851	979	637	713	3879	0	0	0
2101	1	22	9	10	7	6	29	0	0	0
2102	2	22	19	20	14	12	59	0	0	0
2103	3	22	29	30	21	18	88	0	0	0
2104	4	22	38	40	28	24	118	0	0	0
2105	5	22	48	50	35	30	147	0	0	0
2106	6	22	58	60	42	36	177	0	0	0
2107	7	22	67	70	49	42	206	0	0	0
2108	8	22	77	80	56	48	236	0	0	0
2109	9	22	87	90	63	54	265	0	0	0
2110	10	22	97	101	71	61	295	0	0	0
2111	11	22	106	111	78	67	324	0	0	0
