number	string	string	string	number	number	string	number	number	number	number	number
18041	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F401	10	1	2	0	0
18042	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F402	10	2	2	0	0
18043	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F403	10	3	2	0	0
18044	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F404	10	4	2	0	0
18045	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F405	10	5	2	0	0
18051	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F501	10	1	2	0	0
18052	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F502	10	2	2	0	0
18053	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F503	10	3	2	0	0
18054	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F504	10	4	2	0	0
18055	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F505	10	5	2	0	0
18064	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F604	10	4	2	0	0
18065	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F605	10	5	2	0	0
18074	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F704	10	4	2	0	0
18075	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F705	10	5	2	0	0
18084	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F804	10	4	2	0	0
18085	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F805	10	5	2	0	0
18094	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F904	10	4	2	0	0
18095	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F905	10	5	2	0	0
18104	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F1004	10	4	2	0	0
18105	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F1005	10	5	2	0	0
18114	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F1104	10	4	2	0	0
18115	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F1105	10	5	2	0	0
18124	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F1204	10	4	2	0	0
18125	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F1205	10	5	2	0	0
18134	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F1304	10	4	2	0	0
18135	まだ開放しない	まだ開放しない	まだ開放しない	4	0	F1305	10	5	2	0	0
19001	地の力	個性を強化するのに必要なアイテム	個性強化素材	3	104	19001	0	1	2	0	26
19002	日の力	個性を強化するのに必要なアイテム	個性強化素材	3	104	19002	0	2	2	0	27
19003	月の力	個性を強化するのに必要なアイテム	個性強化素材	3	104	19003	0	3	2	0	28
19004	天の力	個性を強化するのに必要なアイテム	個性強化素材	3	104	19004	0	4	2	0	0
19005	靈の力	個性を強化するのに必要なアイテム	個性強化素材	3	104	19005	0	5	2	0	0
20001	まだ開放しない	まだ開放しない	まだ開放しない	11	0	icon	0	3	1	0	0
20002	まだ開放しない	まだ開放しない	まだ開放しない	11	0	icon	0	4	1	0	0
21001	スタミナ弁当	チームミラージュから支給されるお弁当！	スタミナ回復用アイテム	12	104	21001	0	4	2	0	0
21002	ST2	まだ開放しない	まだ開放しない	12	104	17105	0	3	2	0	0
21003	ST3	まだ開放しない	まだ開放しない	12	104	17105	0	2	2	0	0
22001	まだ開放しない	まだ開放しない	まだ開放しない	13	0	icon	0	4	1	0	0
23001	天使の翼	神の使者の翼	翼アイテム	15	0	23001	10	1	2	0	29
23002	天使の翼	神の使者の翼	翼アイテム	15	0	23001	10	1	2	0	30
23003	天使の翼	神の使者の翼	翼アイテム	15	0	23001	10	1	2	0	0
23004	天使の翼	神の使者の翼	翼アイテム	15	0	23001	10	1	2	0	0
23005	天使の翼	神の使者の翼	翼アイテム	15	0	23001	10	1	2	0	0
23011	霊魂の翼	綺麗な霊魂の翼	翼アイテム	15	0	23011	10	2	2	0	0
23012	霊魂の翼	綺麗な霊魂の翼	翼アイテム	15	0	23011	10	2	2	0	0
23013	霊魂の翼	綺麗な霊魂の翼	翼アイテム	15	0	23011	10	2	2	0	0
23014	霊魂の翼	綺麗な霊魂の翼	翼アイテム	15	0	23011	10	2	2	0	0
23015	霊魂の翼	綺麗な霊魂の翼	翼アイテム	15	0	23011	10	2	2	0	0
23021	無垢の翼	無垢なる翼	翼アイテム	15	0	23021	10	3	2	0	0
23022	無垢の翼	無垢なる翼	翼アイテム	15	0	23021	10	3	2	0	0
23023	無垢の翼	無垢なる翼	翼アイテム	15	0	23021	10	3	2	0	0
23024	無垢の翼	無垢なる翼	翼アイテム	15	0	23021	10	3	2	0	0
23025	無垢の翼	無垢なる翼	翼アイテム	15	0	23021	10	3	2	0	0
23031	光耀の翼	光り輝く翼	翼アイテム	15	0	23031	10	4	2	0	0
23032	光耀の翼	光り輝く翼	翼アイテム	15	0	23031	10	4	2	0	0
23033	光耀の翼	光り輝く翼	翼アイテム	15	0	23031	10	4	2	0	0
23034	光耀の翼	光り輝く翼	翼アイテム	15	0	23031	10	4	2	0	0
23035	光耀の翼	光り輝く翼	翼アイテム	15	0	23031	10	4	2	0	0
23041	エリカの翼	創造神と呼ばれる神の翼	翼アイテム	15	0	23041	10	5	2	0	0
23042	エリカの翼	創造神と呼ばれる神の翼	翼アイテム	15	0	23041	10	5	2	0	0
23043	エリカの翼	創造神と呼ばれる神の翼	翼アイテム	15	0	23041	10	5	2	0	0
23044	エリカの翼	創造神と呼ばれる神の翼	翼アイテム	15	0	23041	10	5	2	0	0
23045	エリカの翼	創造神と呼ばれる神の翼	翼アイテム	15	0	23041	10	5	2	0	0
23051	神聖の翼	究極の翼	翼アイテム	15	0	23051	10	5	2	0	0
23052	神聖の翼	究極の翼	翼アイテム	15	0	23051	10	5	2	0	0
23053	神聖の翼	究極の翼	翼アイテム	15	0	23051	10	5	2	0	0
23054	神聖の翼	究極の翼	翼アイテム	15	0	23051	10	5	2	0	0
23055	神聖の翼	究極の翼	翼アイテム	15	0	23051	10	5	2	0	0
24001	神獣の羽根	翼を強くすることが出来る聖なる神獣の羽根	翼強化用	16	101	24001	10	4	2	0	31
24002	奇妙なキャンディ	ペットが強くなる！	ペット強化用	18	0	24002	10	4	2	0	0
24003	珍しいキャンディ	ペットが強くなる！	ペット強化用	18	0	24003	10	4	2	0	0
25001	種1	種1	種1	3	0	25001	10	1	2	0	0
25002	種2	種2	種2	3	0	25002	10	1	2	0	0
25003	種3	種3	種3	3	0	25003	10	1	2	0	0
25004	種4	種4	種4	3	0	25004	10	1	2	0	0
25005	種5	種5	種5	3	0	25005	10	1	2	0	0
25006	種6	種6	種6	3	0	25006	10	1	2	0	0
25007	種7	種7	種7	3	0	25007	10	1	2	0	0
26001	農作物1	農作物1	農作物1	3	0	26001	10	1	2	0	0
26002	農作物2	農作物2	農作物2	3	0	26002	10	1	2	0	0
26003	農作物3	農作物3	農作物3	3	0	26003	10	1	2	0	0
26004	農作物4	農作物4	農作物4	3	0	26004	10	1	2	0	0
26005	農作物5	農作物5	農作物5	3	0	26005	10	1	2	0	0
26006	農作物6	農作物6	農作物6	3	0	26006	10	1	2	0	0
26007	農作物7	農作物7	農作物7	3	0	26007	10	1	2	0	0
27001	霊妙猫	奇妙な猫	不思議なペット	17	0	27001	10	3	2	0	0
27002	魔力猫	奇妙な猫	不思議なペット	17	0	27001	10	3	2	0	0
27003	光耀忍者猫	忍者修行中	不思議なペット	17	0	27001	10	3	2	0	0
27004	星の忍者猫	忍者修行中	不思議なペット	17	0	27001	10	3	2	0	0
27005	幽魔紳士猫	紳士な猫	不思議なペット	17	0	27005	10	4	2	0	0
27006	純真紳士猫	紳士な猫	不思議なペット	17	0	27005	10	4	2	0	0
27007	霊幻ライガー	赤いタテガミが美しい	不思議なペット	17	0	27005	10	4	2	0	0
27008	魔幻ライガー	赤いタテガミが美しい	不思議なペット	17	0	27005	10	4	2	0	0
27009	赤焰ライガー	強いライガーだ	不思議なペット	17	0	27009	10	5	2	0	0
27010	灼炎ライガー	強いライガーだ	不思議なペット	17	0	27009	10	5	2	0	0
27011	電光ライガー	最強のライガー	不思議なペット	17	0	27009	10	5	2	0	0
27012	疾雷ライガー	最強のライガー	不思議なペット	17	0	27009	10	5	2	0	0
30001	柳蘭の情報	墨陽の剣は名刀の里である西平で鍛えられた業物。雪のように白い刀身を輝かせる最も美しい武器の一つ。	回復系	14	102	H001_icon_01	0	2	2	0	0
30002	メラニーの情報	天叢雲剣は三種の神器の一つ。天上の神に選ばれた英雄にのみ授けられる剣である。	前衛、全体攻撃（AoE）	14	102	H002_icon_01	0	3	2	0	0
30003	葵華の情報	美しい刃紋を持つ鋭い切れ味の「妖刀」。まるで豆腐でも切るかのように鉄を斬るが、持つ者の心を惑わせると伝えられている。	敵単体へ大ダメージ	14	102	H003_icon_01	0	1	2	0	0
30004	冥翠の情報	小ぶりだが精緻な業物で、まっすぐな刀身は忠誠と勇敢の象徴である。織田信長の家臣、蒲生氏郷のものだったと伝えられている。	クリティカル	14	102	H004_icon_01	0	1	2	0	0
30005	美巴瑠の情報	高名な上人に寄進されたと言われる名刀。「破邪顕正の剣」と称される。	回復系	14	102	H005_icon_01	0	1	2	0	0
30006	望乃の情報	日本の神話に登場する剣で、最初の所有者はイザナギとされる。凄まじい力を秘めた神々の剣である。	前衛	14	102	H006_icon_01	0	3	2	0	0
30007	ノエリアの情報	中国の九大名剣のトップ。春秋戦国時代初期に鍛えられ、2700年経ってなおその切れ味は鋭さを増す一方である。	後衛の敵に攻撃	14	102	H007_icon_01	0	1	2	0	0
30008	麗雅の情報	源頼光が自分を熱病に苦しめた妖怪「土蜘蛛」を斬ったことから「蜘蛛切」と名付けられる。日本の伝説にその名を残す霊剣である。	高攻撃力	14	102	H008_icon_01	0	3	2	0	0
30009	クラレッタの情報	ライフリングを施されていない銃身は命中精度が極めて悪くクセが強い。しかし彼女は銃と一体になる事により、それを見事に使いこなしてみせる。	後衛の敵に攻撃	14	102	H009_icon_01	0	1	2	0	0
30010	イレーネの情報	「現世を切り開くことができる」剣。世界を創造することも、逆に破滅することもできると言われている。	前衛、全体攻撃（AoE）	14	102	H010_icon_01	0	3	2	0	0
30011	キャロルの情報	古代中国の十大名剣の一つで威道の剣とも呼ばれる。欧冶子と干将の二大刀工が協力して鍛え上げた。楚の国の鎮国の宝剣。	敵単体へ大ダメージ	14	102	H011_icon_01	0	1	2	0	0
30012	マクシーンの情報	アーサー王の伝説に登場する聖剣の一つ。魔力を秘めた剣は王の象徴であり、その鞘を持つ者は流血しないといわれる。	水属性に強い	14	102	H012_icon_01	0	3	2	0	0
30013	二コラの情報	妖精が鍛造した巨人族の武器で、全長が2メートルを超える巨大な剣である。刀身には美しい模様が浮かんでいる。	前衛	14	102	H013_icon_01	0	3	2	0	0
30014	水桃の情報	天下三名槍のうちの一筋である。槍を立てていたところに飛んできた蜻蛉（とんぼ）が当たって二つに切れたことから蜻蛉切の名が付いた。	SPを大量ゲット	14	102	H014_icon_01	0	1	2	0	0
30015	コーディーの情報	キリストに突き刺された槍で、この槍を持つ者は世界の運命を支配すると言われている。権威と共に悲劇の象徴でもある。	敵単体へ大ダメージ	14	102	H015_icon_01	0	3	2	0	0
30016	リーゼロッテの情報	専諸が呉王僚を刺した時の勇絶の剣で、非常に頑強で実践向き。道理に背き謀反を起こした非道の武器である。	味方単体HPを回復	14	102	H016_icon_01	0	1	2	0	0
30017	リリヤの情報	三日月は刀身に三日月形の刃紋が浮かんでいることから名づけられたと言われている。天下五剣のうちで最も美しい一振りだと称えられている。	全体攻撃（AoE）	14	102	H017_icon_01	0	3	2	0	0
30018	ディオニシスの情報	干将は莫邪と対の剣である。誰もそれを引き離すことはできない。莫邪と同様、一途な剣である。	高攻撃力	14	102	H018_icon_01	0	1	2	0	0
30019	リンジーの情報	魂が宿る不思議な武器。強大なパワーを秘めているがゆえに、完璧な主人を武器自身が求める。	敵単体へ大ダメージ	14	102	H019_icon_01	0	3	2	0	0
30020	シェスタの情報	ヨーロッパの三大聖剣の一つ。キリストに突き刺されたロンギヌスの槍の先端部分だとも伝えられている。	味方全員のHPを回復	14	102	H020_icon_01	0	2	2	0	0
30021	オルガの情報	左文字が鍛え、板部岡江雪が所持していたのでこの名がついた。その後は徳川家康に渡った剣である。	敵単体へ大ダメージ	14	102	H021_icon_01	0	3	2	0	0
30022	ミリアムの情報	この世で最も鋭いとされる剣であり、「天使の剣」と呼ばれている。これを持つ者は天帝と天使の庇護を受ける。	味方単体のHPを回復	14	102	H022_icon_01	0	1	2	0	0
30023	エミリの情報	シャムシールは中近東で生まれた剣である。三日月のように美しく細い刀身が特徴の武器。	敵のSPを増やさない	14	102	H023_icon_01	0	1	2	0	0
30024	ウルリカの情報	神代三剣の一振りである。建御雷神や神武天皇が所有していたとされる。	敵単体へ大ダメージ	14	102	H024_icon_01	0	2	2	0	0
30025	エルマの情報	莫邪は干将と一対の剣である。誰もそれを引き離すことはできない。干将と同様、一途な剣である。	全体攻撃（AoE）	14	102	H025_icon_01	0	3	2	0	0
30026	ルミアの情報	「堅硬の剣」には雷の力が宿っており、その攻撃は雷のように速く、一瞬で強大なダメージを与えられる。	全体攻撃（AoE）	14	102	H026_icon_01	0	1	2	0	0
30027	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H027_icon_01	0	1	2	0	0
30028	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H028_icon_01	0	1	2	0	0
30029	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H029_icon_01	0	1	2	0	0
30030	ロシェルの情報	佐佐木小次郎が所有するものらしい。備前国の刀工「長光」が作られたそうです。	全体攻撃（AoE）	14	102	H030_icon_01	0	3	2	0	0
30031	ティアナの情報	宵練剣と含光、承影は孔周の三宝剣と呼ばれる	味方全員のHPを回復	14	102	H031_icon_01	0	1	2	0	0
30032	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H032_icon_01	0	1	2	0	0
30033	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H033_icon_01	0	1	2	0	0
30034	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H034_icon_01	0	1	2	0	0
30035	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H035_icon_01	0	1	2	0	0
30036	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H036_icon_01	0	1	2	0	0
30037	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H037_icon_01	0	1	2	0	0
30038	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H038_icon_01	0	1	2	0	0
30039	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H039_icon_01	0	1	2	0	0
30040	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H040_icon_01	0	1	2	0	0
30041	トゥーラの情報	日本の江戸時代、警察官が使っている武器「袖搦（そでがらみ）」である。	高HP	14	102	H041_icon_01	0	3	2	0	0
30042	アリーチェの情報	越王勾践の八振りの剣の一つとなります。憑かれた者はこれを見ると、怖くて逃げてしまう伝説がある。	敵のSPを増やさない	14	102	H042_icon_01	0	3	2	0	0
30043	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H043_icon_01	0	1	2	0	0
30044	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H044_icon_01	0	1	2	0	0
30045	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H045_icon_01	0	1	2	0	0
30046	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H046_icon_01	0	1	2	0	0
30047	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H047_icon_01	0	1	2	0	0
30048	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H048_icon_01	0	1	2	0	0
30049	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H049_icon_01	0	1	2	0	0
30050	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H050_icon_01	0	1	2	0	0
30051	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H051_icon_01	0	1	2	0	0
30052	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H052_icon_01	0	1	2	0	0
30053	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H053_icon_01	0	1	2	0	0
30054	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H054_icon_01	0	1	2	0	0
30055	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H055_icon_01	0	1	2	0	0
30056	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H056_icon_01	0	1	2	0	0
30057	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H057_icon_01	0	1	2	0	0
30058	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H058_icon_01	0	1	2	0	0
30059	深緑の情報	三国時代に孫堅が使わている刀である。刀術は「猛虎の如し」と言われる。	前衛の敵に攻撃	14	102	H059_icon_01	0	1	2	0	0
30060	宮成の情報	名刀であり、名手と呼ばれる肥前忠吉によって鍛えられた。岡田以蔵が愛用していたといわれる。	中衛、全体攻撃	14	102	H060_icon_01	0	3	2	0	0
30061	アンバーの情報	血のように赤い琥珀から作られる妖刀。	中衛	14	102	H061_icon_01	0	3	2	0	0
30101	情報	主人公の情報	前衛、高攻撃力、高防御力	14	102	P101_icon_01	0	1	2	0	0
30102	情報	主人公の情報	全体攻撃、スキルカードをゲット	14	102	P102_icon_01	0	1	2	0	0
30103	情報	主人公の情報	全体攻撃	14	102	P103_icon_01	0	1	2	0	0
39999	情報	主人公の情報	全体攻撃	14	102	P999_icon_01	0	1	2	0	50
40001	柳蘭	墨陽の剣は名刀の里である西平で鍛えられた業物。雪のように白い刀身を輝かせる最も美しい武器の一つ。	回復系	14	102	H001_icon_01	0	2	2	0	0
40002	メラニー	天叢雲剣は三種の神器の一つ。天上の神に選ばれた英雄にのみ授けられる剣である。	前衛、全体攻撃（AoE）	14	102	H002_icon_01	0	3	2	0	96
40003	葵華	美しい刃紋を持つ鋭い切れ味の「妖刀」。まるで豆腐でも切るかのように鉄を斬るが、持つ者の心を惑わせると伝えられている。	敵単体へ大ダメージ	14	102	H003_icon_01	0	1	2	0	96
40004	冥翠	小ぶりだが精緻な業物で、まっすぐな刀身は忠誠と勇敢の象徴である。織田信長の家臣、蒲生氏郷のものだったと伝えられている。	クリティカル	14	102	H004_icon_01	0	1	2	0	96
40005	美巴瑠	高名な上人に寄進されたと言われる名刀。「破邪顕正の剣」と称される。	回復系	14	102	H005_icon_01	0	1	2	0	96
40006	望乃	日本の神話に登場する剣で、最初の所有者はイザナギとされる。凄まじい力を秘めた神々の剣である。	前衛	14	102	H006_icon_01	0	3	2	0	97
40007	ノエリア	中国の九大名剣のトップ。春秋戦国時代初期に鍛えられ、2700年経ってなおその切れ味は鋭さを増す一方である。	後衛の敵に攻撃	14	102	H007_icon_01	0	1	2	0	96
40008	麗雅	源頼光が自分を熱病に苦しめた妖怪「土蜘蛛」を斬ったことから「蜘蛛切」と名付けられる。日本の伝説にその名を残す霊剣である。	高攻撃力	14	102	H008_icon_01	0	3	2	0	96
40009	クラレッタ	ライフリングを施されていない銃身は命中精度が極めて悪くクセが強い。しかし彼女は銃と一体になる事により、それを見事に使いこなしてみせる。	後衛の敵に攻撃	14	102	H009_icon_01	0	1	2	0	96
40010	イレーネ	「現世を切り開くことができる」剣。世界を創造することも、逆に破滅することもできると言われている。	前衛、全体攻撃（AoE）	14	102	H010_icon_01	0	3	2	0	97
40011	キャロル	古代中国の十大名剣の一つで威道の剣とも呼ばれる。欧冶子と干将の二大刀工が協力して鍛え上げた。楚の国の鎮国の宝剣。	敵単体へ大ダメージ	14	102	H011_icon_01	0	1	2	0	96
40012	マクシーン	アーサー王の伝説に登場する聖剣の一つ。魔力を秘めた剣は王の象徴であり、その鞘を持つ者は流血しないといわれる。	水属性に強い	14	102	H012_icon_01	0	3	2	0	0
40013	ニコラ	妖精が鍛造した巨人族の武器で、全長が2メートルを超える巨大な剣である。刀身には美しい模様が浮かんでいる。	前衛	14	102	H013_icon_01	0	3	2	0	97
40014	水桃	天下三名槍のうちの一筋である。槍を立てていたところに飛んできた蜻蛉（とんぼ）が当たって二つに切れたことから蜻蛉切の名が付いた。	SPを大量ゲット	14	102	H014_icon_01	0	1	2	0	96
40015	コーディー	キリストに突き刺された槍で、この槍を持つ者は世界の運命を支配すると言われている。権威と共に悲劇の象徴でもある。	敵単体へ大ダメージ	14	102	H015_icon_01	0	3	2	0	99
40016	リーゼロッテ	専諸が呉王僚を刺した時の勇絶の剣で、非常に頑強で実践向き。道理に背き謀反を起こした非道の武器である。	味方単体のHPを回復	14	102	H016_icon_01	0	1	2	0	96
40017	リリヤ	三日月は刀身に三日月形の刃紋が浮かんでいることから名づけられたと言われている。天下五剣のうちで最も美しい一振りだと称えられている。	全体攻撃（AoE）	14	102	H017_icon_01	0	3	2	0	97
40018	ディオニシス	干将は莫邪と対の剣である。誰もそれを引き離すことはできない。莫邪と同様、一途な剣である。	高攻撃力	14	102	H018_icon_01	0	1	2	0	0
40019	リンジー	魂が宿る不思議な武器。強大なパワーを秘めているがゆえに、完璧な主人を武器自身が求める。	敵単体へ大ダメージ	14	102	H019_icon_01	0	3	2	0	0
40020	シェスタ	ヨーロッパの三大聖剣の一つ。キリストに突き刺されたロンギヌスの槍の先端部分だとも伝えられている。	味方全員のHPを回復	14	102	H020_icon_01	0	2	2	0	98
40021	オルガ	左文字が鍛え、板部岡江雪が所持していたのでこの名がついた。その後は徳川家康に渡った剣である。	敵単体へ大ダメージ	14	102	H021_icon_01	0	3	2	0	97
40022	ミリアム	この世で最も鋭いとされる剣であり、「天使の剣」と呼ばれている。これを持つ者は天帝と天使の庇護を受ける。	味方単体のHPを回復	14	102	H022_icon_01	0	1	2	0	96
40023	エミリ	シャムシールは中近東で生まれた剣である。三日月のように美しく細い刀身が特徴の武器。	敵のSPを増やさない	14	102	H023_icon_01	0	1	2	0	96
40024	ウルリカ	神代三剣の一振りである。建御雷神や神武天皇が所有していたとされる。	敵単体へ大ダメージ	14	102	H024_icon_01	0	2	2	0	96
40025	エルマ	莫邪は干将と一対の剣である。誰もそれを引き離すことはできない。干将と同様、一途な剣である。	全体攻撃（AoE）	14	102	H025_icon_01	0	3	2	0	0
40026	ルミア	「堅硬の剣」には雷の力が宿っており、その攻撃は雷のように速く、一瞬で強大なダメージを与えられる。	全体攻撃（AoE）	14	102	H026_icon_01	0	1	2	0	95
40027	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H027_icon_01	0	1	2	0	0
40028	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H028_icon_01	0	1	2	0	0
40029	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H029_icon_01	0	1	2	0	0
40030	ロシェル	佐佐木小次郎が所有するものらしい。備前国の刀工「長光」が作られたそうです。	全体攻撃（AoE）	14	102	H030_icon_01	0	3	2	0	0
40031	ティアナ	宵練剣と含光、承影は孔周の三宝剣と呼ばれる	味方全員のHPを回復	14	102	H031_icon_01	0	1	2	0	0
40032	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H032_icon_01	0	1	2	0	0
40033	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H033_icon_01	0	1	2	0	0
40034	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H034_icon_01	0	1	2	0	0
40035	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H035_icon_01	0	1	2	0	0
40036	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H036_icon_01	0	1	2	0	0
40037	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H037_icon_01	0	1	2	0	0
40038	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H038_icon_01	0	1	2	0	0
40039	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H039_icon_01	0	1	2	0	0
40040	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H040_icon_01	0	1	2	0	0
40041	トゥーラ	日本の江戸時代、警察官が使っている武器「袖搦（そでがらみ）」である。	高HP	14	102	H041_icon_01	0	3	2	0	0
40042	アリーチェ	越王勾践の八振りの剣の一つとなります。憑かれた者はこれを見ると、怖くて逃げてしまう伝説がある。	敵のSPを増やさない	14	102	H042_icon_01	0	3	2	0	0
40043	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H043_icon_01	0	1	2	0	0
40044	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H044_icon_01	0	1	2	0	0
40045	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H045_icon_01	0	1	2	0	0
40046	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H046_icon_01	0	1	2	0	0
40047	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H047_icon_01	0	1	2	0	0
40048	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H048_icon_01	0	1	2	0	0
40049	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H049_icon_01	0	1	2	0	0
40050	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H050_icon_01	0	1	2	0	0
40051	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H051_icon_01	0	1	2	0	0
40052	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H052_icon_01	0	1	2	0	0
40053	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H053_icon_01	0	1	2	0	0
40054	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H054_icon_01	0	1	2	0	0
40055	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H055_icon_01	0	1	2	0	0
40056	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H056_icon_01	0	1	2	0	0
40057	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H057_icon_01	0	1	2	0	0
40058	まだ開放しない	まだ開放しない	まだ開放しない	14	102	H058_icon_01	0	1	2	0	0
40059	深緑	三国時代に孫堅が使わている刀である。刀術は「猛虎の如し」と言われる。	前衛の敵に攻撃	14	102	H059_icon_01	0	1	2	0	0
40060	宮成	名刀であり、名手と呼ばれる肥前忠吉によって鍛えられた。岡田以蔵が愛用していたといわれる。	中衛、全体攻撃	14	102	H060_icon_01	0	3	2	0	0
40061	アンバー	血のように赤い琥珀から作られる妖刀。	中衛	14	102	H061_icon_01	0	3	2	0	0
5002600	セーラー服	古き良きセーラー服！	ルミアの専用アバター	18	0	skin_026	0	1	2	0	0
5002601	セーラー服（白） 	古き良きセーラー服の白！	ルミアの専用アバター	18	0	skin_white	0	1	2	0	0
5002602	セーラー服（黒） 	古き良きセーラー服の黒！ 	ルミアの専用アバター	18	0	skin_black	0	1	2	0	0
5004200	セーラー服	古き良きセーラー服！	アリーチェの専用アバター	18	0	skin_042	0	1	2	0	0
5004201	セーラー服（白） 	古き良きセーラー服の白！	アリーチェの専用アバター	18	0	skin_white	0	1	2	0	0
5004202	セーラー服（黒） 	古き良きセーラー服の黒！ 	アリーチェの専用アバター	18	0	skin_black	0	1	2	0	0
5010100	セーラー服	古き良きセーラー服！	メインキャラの専用アバター	18	0	skin_101	0	1	2	0	0
5010101	セーラー服（白） 	古き良きセーラー服の白！	メインキャラの専用アバター	18	0	skin_white	0	1	2	0	0
5010102	セーラー服（黒） 	古き良きセーラー服の黒！ 	メインキャラの専用アバター	18	0	skin_black	0	1	2	0	0
5010200	セーラー服	古き良きセーラー服！	メインキャラの専用アバター	18	0	skin_102	0	1	2	0	0
5010201	セーラー服（白） 	古き良きセーラー服の白！	メインキャラの専用アバター	18	0	skin_white	0	1	2	0	0
5010202	セーラー服（黒） 	古き良きセーラー服の黒！ 	メインキャラの専用アバター	18	0	skin_black	0	1	2	0	0
5010300	セーラー服	古き良きセーラー服！	メインキャラの専用アバター	18	0	skin_103	0	1	2	0	0
5010301	セーラー服（白） 	古き良きセーラー服の白！	メインキャラの専用アバター	18	0	skin_white	0	1	2	0	0
5010302	セーラー服（黒） 	古き良きセーラー服の黒！ 	メインキャラの専用アバター	18	0	skin_black	0	1	2	0	0
