number	string	string	string	number	number	number	number	number	number	number	number	number	array2
30235	M10002	仲間の昇格	仲間237人を昇格させる	235	2	3	237	6	0	12000	30	0	[]
30236	M10002	仲間の昇格	仲間238人を昇格させる	236	2	3	238	6	0	12000	30	0	[]
30237	M10002	仲間の昇格	仲間239人を昇格させる	237	2	3	239	6	0	12000	30	0	[]
30238	M10002	仲間の昇格	仲間240人を昇格させる	238	2	3	240	6	0	12000	30	0	"[[10013,1]]"
30239	M10002	仲間の昇格	仲間241人を昇格させる	239	2	3	241	6	0	12000	30	0	[]
30240	M10002	仲間の昇格	仲間242人を昇格させる	240	2	3	242	6	0	12000	30	0	[]
30241	M10002	仲間の昇格	仲間243人を昇格させる	241	2	3	243	6	0	12000	30	0	[]
30242	M10002	仲間の昇格	仲間244人を昇格させる	242	2	3	244	6	0	12000	30	0	[]
30243	M10002	仲間の昇格	仲間245人を昇格させる	243	2	3	245	6	0	12000	30	0	[]
30244	M10002	仲間の昇格	仲間246人を昇格させる	244	2	3	246	6	0	12000	30	0	[]
30245	M10002	仲間の昇格	仲間247人を昇格させる	245	2	3	247	6	0	12000	30	0	[]
30246	M10002	仲間の昇格	仲間248人を昇格させる	246	2	3	248	6	0	12000	30	0	[]
30247	M10002	仲間の昇格	仲間249人を昇格させる	247	2	3	249	6	0	12000	30	0	[]
30248	M10002	仲間の昇格	仲間250人を昇格させる	248	2	3	250	6	0	12000	30	0	"[[10013,1]]"
30249	M10002	仲間の昇格	仲間251人を昇格させる	249	2	3	251	6	0	12000	30	0	[]
30250	M10002	仲間の昇格	仲間252人を昇格させる	250	2	3	252	6	0	12000	30	0	[]
30251	M10002	仲間の昇格	仲間253人を昇格させる	251	2	3	253	6	0	12000	30	0	[]
30252	M10002	仲間の昇格	仲間254人を昇格させる	252	2	3	254	6	0	12000	30	0	[]
30253	M10002	仲間の昇格	仲間255人を昇格させる	253	2	3	255	6	0	12000	30	0	[]
50001	M10003	親密度UP	3回親密度をUP	1	2	5	3	6	0	0	25	0	[]
50002	M10003	親密度UP	4回親密度をUP	2	2	5	4	6	0	0	25	0	[]
50003	M10003	親密度UP	5回親密度をUP	3	2	5	5	6	0	0	25	0	[]
50004	M10003	親密度UP	6回親密度をUP	4	2	5	6	6	0	0	25	0	[]
50005	M10003	親密度UP	7回親密度をUP	5	2	5	7	6	0	0	25	0	[]
50006	M10003	親密度UP	8回親密度をUP	6	2	5	8	6	0	0	25	0	[]
50007	M10003	親密度UP	9回親密度をUP	7	2	5	9	6	0	0	25	0	[]
50008	M10003	親密度UP	10回親密度をUP	8	2	5	10	6	0	0	25	0	[]
50009	M10003	親密度UP	11回親密度をUP	9	2	5	11	6	0	0	25	0	[]
50010	M10003	親密度UP	12回親密度をUP	10	2	5	12	6	0	0	25	0	[]
50011	M10003	親密度UP	13回親密度をUP	11	2	5	13	6	0	0	25	0	[]
50012	M10003	親密度UP	14回親密度をUP	12	2	5	14	6	0	0	25	0	[]
50013	M10003	親密度UP	15回親密度をUP	13	2	5	15	6	0	0	25	0	[]
50014	M10003	親密度UP	16回親密度をUP	14	2	5	16	6	0	0	25	0	[]
50015	M10003	親密度UP	17回親密度をUP	15	2	5	17	6	0	0	25	0	[]
50016	M10003	親密度UP	18回親密度をUP	16	2	5	18	6	0	0	25	0	[]
50017	M10003	親密度UP	19回親密度をUP	17	2	5	19	6	0	0	25	0	[]
50018	M10003	親密度UP	20回親密度をUP	18	2	5	20	6	0	0	25	0	[]
50019	M10003	親密度UP	21回親密度をUP	19	2	5	21	6	0	0	25	0	[]
50020	M10003	親密度UP	22回親密度をUP	20	2	5	22	6	0	0	25	0	[]
50021	M10003	親密度UP	23回親密度をUP	21	2	5	23	6	0	0	25	0	[]
50022	M10003	親密度UP	24回親密度をUP	22	2	5	24	6	0	0	25	0	[]
50023	M10003	親密度UP	25回親密度をUP	23	2	5	25	6	0	0	25	0	[]
50024	M10003	親密度UP	26回親密度をUP	24	2	5	26	6	0	0	25	0	[]
50025	M10003	親密度UP	27回親密度をUP	25	2	5	27	6	0	0	25	0	[]
50026	M10003	親密度UP	28回親密度をUP	26	2	5	28	6	0	0	25	0	[]
50027	M10003	親密度UP	29回親密度をUP	27	2	5	29	6	0	0	25	0	[]
50028	M10003	親密度UP	30回親密度をUP	28	2	5	30	6	0	0	25	0	[]
50029	M10003	親密度UP	31回親密度をUP	29	2	5	31	6	0	0	30	0	[]
50030	M10003	親密度UP	32回親密度をUP	30	2	5	32	6	0	0	40	0	[]
50031	M10003	親密度UP	33回親密度をUP	31	2	5	33	6	0	0	30	0	[]
50032	M10003	親密度UP	34回親密度をUP	32	2	5	34	6	0	0	30	0	[]
50033	M10003	親密度UP	35回親密度をUP	33	2	5	35	6	0	0	30	0	[]
50034	M10003	親密度UP	36回親密度をUP	34	2	5	36	6	0	0	40	0	[]
50035	M10003	親密度UP	37回親密度をUP	35	2	5	37	6	0	0	30	0	[]
50036	M10003	親密度UP	38回親密度をUP	36	2	5	38	6	0	0	30	0	[]
50037	M10003	親密度UP	39回親密度をUP	37	2	5	39	6	0	0	30	0	[]
50038	M10003	親密度UP	40回親密度をUP	38	2	5	40	6	0	0	40	0	[]
50039	M10003	親密度UP	41回親密度をUP	39	2	5	41	6	0	0	30	0	[]
50040	M10003	親密度UP	42回親密度をUP	40	2	5	42	6	0	0	30	0	[]
50041	M10003	親密度UP	43回親密度をUP	41	2	5	43	6	0	0	30	0	[]
50042	M10003	親密度UP	44回親密度をUP	42	2	5	44	6	0	0	40	0	[]
50043	M10003	親密度UP	45回親密度をUP	43	2	5	45	6	0	0	30	0	[]
50044	M10003	親密度UP	46回親密度をUP	44	2	5	46	6	0	0	30	0	[]
50045	M10003	親密度UP	47回親密度をUP	45	2	5	47	6	0	0	30	0	[]
50046	M10003	親密度UP	48回親密度をUP	46	2	5	48	6	0	0	40	0	[]
50047	M10003	親密度UP	49回親密度をUP	47	2	5	49	6	0	0	30	0	[]
50048	M10003	親密度UP	50回親密度をUP	48	2	5	50	6	0	0	30	0	[]
50049	M10003	親密度UP	51回親密度をUP	49	2	5	51	6	0	0	30	0	[]
50050	M10003	親密度UP	52回親密度をUP	50	2	5	52	6	0	0	40	0	[]
50051	M10003	親密度UP	53回親密度をUP	51	2	5	53	6	0	0	30	0	[]
50052	M10003	親密度UP	54回親密度をUP	52	2	5	54	6	0	0	30	0	[]
50053	M10003	親密度UP	55回親密度をUP	53	2	5	55	6	0	0	30	0	[]
50054	M10003	親密度UP	56回親密度をUP	54	2	5	56	6	0	0	40	0	[]
50055	M10003	親密度UP	57回親密度をUP	55	2	5	57	6	0	0	30	0	[]
50056	M10003	親密度UP	58回親密度をUP	56	2	5	58	6	0	0	30	0	[]
50057	M10003	親密度UP	59回親密度をUP	57	2	5	59	6	0	0	30	0	[]
50058	M10003	親密度UP	60回親密度をUP	58	2	5	60	6	0	0	40	0	[]
50059	M10003	親密度UP	61回親密度をUP	59	2	5	61	6	0	0	30	0	[]
50060	M10003	親密度UP	62回親密度をUP	60	2	5	62	6	0	0	30	0	[]
50061	M10003	親密度UP	63回親密度をUP	61	2	5	63	6	0	0	30	0	[]
50062	M10003	親密度UP	64回親密度をUP	62	2	5	64	6	0	0	40	0	[]
50063	M10003	親密度UP	65回親密度をUP	63	2	5	65	6	0	0	30	0	[]
50064	M10003	親密度UP	66回親密度をUP	64	2	5	66	6	0	0	30	0	[]
50065	M10003	親密度UP	67回親密度をUP	65	2	5	67	6	0	0	30	0	[]
50066	M10003	親密度UP	68回親密度をUP	66	2	5	68	6	0	0	40	0	[]
50067	M10003	親密度UP	69回親密度をUP	67	2	5	69	6	0	0	30	0	[]
50068	M10003	親密度UP	70回親密度をUP	68	2	5	70	6	0	0	30	0	[]
50069	M10003	親密度UP	71回親密度をUP	69	2	5	71	6	0	0	30	0	[]
50070	M10003	親密度UP	72回親密度をUP	70	2	5	72	6	0	0	40	0	[]
50071	M10003	親密度UP	73回親密度をUP	71	2	5	73	6	0	0	30	0	[]
50072	M10003	親密度UP	74回親密度をUP	72	2	5	74	6	0	0	30	0	[]
50073	M10003	親密度UP	75回親密度をUP	73	2	5	75	6	0	0	30	0	[]
50074	M10003	親密度UP	76回親密度をUP	74	2	5	76	6	0	0	40	0	[]
50075	M10003	親密度UP	77回親密度をUP	75	2	5	77	6	0	0	30	0	[]
50076	M10003	親密度UP	78回親密度をUP	76	2	5	78	6	0	0	30	0	[]
50077	M10003	親密度UP	79回親密度をUP	77	2	5	79	6	0	0	30	0	[]
50078	M10003	親密度UP	80回親密度をUP	78	2	5	80	6	0	0	40	0	[]
50079	M10003	親密度UP	81回親密度をUP	79	2	5	81	6	0	0	30	0	[]
50080	M10003	親密度UP	82回親密度をUP	80	2	5	82	6	0	0	30	0	[]
50081	M10003	親密度UP	83回親密度をUP	81	2	5	83	6	0	0	30	0	[]
50082	M10003	親密度UP	84回親密度をUP	82	2	5	84	6	0	0	40	0	[]
50083	M10003	親密度UP	85回親密度をUP	83	2	5	85	6	0	0	30	0	[]
50084	M10003	親密度UP	86回親密度をUP	84	2	5	86	6	0	0	30	0	[]
50085	M10003	親密度UP	87回親密度をUP	85	2	5	87	6	0	0	30	0	[]
50086	M10003	親密度UP	88回親密度をUP	86	2	5	88	6	0	0	40	0	[]
50087	M10003	親密度UP	89回親密度をUP	87	2	5	89	6	0	0	30	0	[]
50088	M10003	親密度UP	90回親密度をUP	88	2	5	90	6	0	0	30	0	[]
50089	M10003	親密度UP	91回親密度をUP	89	2	5	91	6	0	0	30	0	[]
50090	M10003	親密度UP	92回親密度をUP	90	2	5	92	6	0	0	40	0	[]
50091	M10003	親密度UP	93回親密度をUP	91	2	5	93	6	0	0	30	0	[]
50092	M10003	親密度UP	94回親密度をUP	92	2	5	94	6	0	0	30	0	[]
50093	M10003	親密度UP	95回親密度をUP	93	2	5	95	6	0	0	30	0	[]
50094	M10003	親密度UP	96回親密度をUP	94	2	5	96	6	0	0	40	0	[]
50095	M10003	親密度UP	97回親密度をUP	95	2	5	97	6	0	0	30	0	[]
50096	M10003	親密度UP	98回親密度をUP	96	2	5	98	6	0	0	30	0	[]
50097	M10003	親密度UP	99回親密度をUP	97	2	5	99	6	0	0	30	0	[]
50098	M10003	親密度UP	100回親密度をUP	98	2	5	100	6	0	0	40	0	[]
50099	M10003	親密度UP	101回親密度をUP	99	2	5	101	6	0	0	30	0	[]
50100	M10003	親密度UP	102回親密度をUP	100	2	5	102	6	0	0	30	0	[]
50101	M10003	親密度UP	103回親密度をUP	101	2	5	103	6	0	0	30	0	[]
50102	M10003	親密度UP	104回親密度をUP	102	2	5	104	6	0	0	40	0	[]
50103	M10003	親密度UP	105回親密度をUP	103	2	5	105	6	0	0	30	0	[]
50104	M10003	親密度UP	106回親密度をUP	104	2	5	106	6	0	0	30	0	[]
50105	M10003	親密度UP	107回親密度をUP	105	2	5	107	6	0	0	30	0	[]
50106	M10003	親密度UP	108回親密度をUP	106	2	5	108	6	0	0	40	0	[]
50107	M10003	親密度UP	109回親密度をUP	107	2	5	109	6	0	0	30	0	[]
50108	M10003	親密度UP	110回親密度をUP	108	2	5	110	6	0	0	30	0	[]
50109	M10003	親密度UP	111回親密度をUP	109	2	5	111	6	0	0	30	0	[]
50110	M10003	親密度UP	112回親密度をUP	110	2	5	112	6	0	0	40	0	[]
50111	M10003	親密度UP	113回親密度をUP	111	2	5	113	6	0	0	30	0	[]
50112	M10003	親密度UP	114回親密度をUP	112	2	5	114	6	0	0	30	0	[]
50113	M10003	親密度UP	115回親密度をUP	113	2	5	115	6	0	0	30	0	[]
50114	M10003	親密度UP	116回親密度をUP	114	2	5	116	6	0	0	40	0	[]
50115	M10003	親密度UP	117回親密度をUP	115	2	5	117	6	0	0	30	0	[]
50116	M10003	親密度UP	118回親密度をUP	116	2	5	118	6	0	0	30	0	[]
50117	M10003	親密度UP	119回親密度をUP	117	2	5	119	6	0	0	30	0	[]
50118	M10003	親密度UP	120回親密度をUP	118	2	5	120	6	0	0	40	0	[]
50119	M10003	親密度UP	121回親密度をUP	119	2	5	121	6	0	0	30	0	[]
50120	M10003	親密度UP	122回親密度をUP	120	2	5	122	6	0	0	30	0	[]
50121	M10003	親密度UP	123回親密度をUP	121	2	5	123	6	0	0	30	0	[]
50122	M10003	親密度UP	124回親密度をUP	122	2	5	124	6	0	0	40	0	[]
50123	M10003	親密度UP	125回親密度をUP	123	2	5	125	6	0	0	30	0	[]
50124	M10003	親密度UP	126回親密度をUP	124	2	5	126	6	0	0	30	0	[]
50125	M10003	親密度UP	127回親密度をUP	125	2	5	127	6	0	0	30	0	[]
50126	M10003	親密度UP	128回親密度をUP	126	2	5	128	6	0	0	40	0	[]
50127	M10003	親密度UP	129回親密度をUP	127	2	5	129	6	0	0	30	0	[]
50128	M10003	親密度UP	130回親密度をUP	128	2	5	130	6	0	0	30	0	[]
50129	M10003	親密度UP	131回親密度をUP	129	2	5	131	6	0	0	30	0	[]
50130	M10003	親密度UP	132回親密度をUP	130	2	5	132	6	0	0	40	0	[]
50131	M10003	親密度UP	133回親密度をUP	131	2	5	133	6	0	0	30	0	[]
50132	M10003	親密度UP	134回親密度をUP	132	2	5	134	6	0	0	30	0	[]
50133	M10003	親密度UP	135回親密度をUP	133	2	5	135	6	0	0	30	0	[]
50134	M10003	親密度UP	136回親密度をUP	134	2	5	136	6	0	0	40	0	[]
50135	M10003	親密度UP	137回親密度をUP	135	2	5	137	6	0	0	30	0	[]
50136	M10003	親密度UP	138回親密度をUP	136	2	5	138	6	0	0	30	0	[]
50137	M10003	親密度UP	139回親密度をUP	137	2	5	139	6	0	0	30	0	[]
50138	M10003	親密度UP	140回親密度をUP	138	2	5	140	6	0	0	40	0	[]
50139	M10003	親密度UP	141回親密度をUP	139	2	5	141	6	0	0	30	0	[]
50140	M10003	親密度UP	142回親密度をUP	140	2	5	142	6	0	0	30	0	[]
50141	M10003	親密度UP	143回親密度をUP	141	2	5	143	6	0	0	30	0	[]
50142	M10003	親密度UP	144回親密度をUP	142	2	5	144	6	0	0	40	0	[]
50143	M10003	親密度UP	145回親密度をUP	143	2	5	145	6	0	0	30	0	[]
50144	M10003	親密度UP	146回親密度をUP	144	2	5	146	6	0	0	30	0	[]
50145	M10003	親密度UP	147回親密度をUP	145	2	5	147	6	0	0	30	0	[]
50146	M10003	親密度UP	148回親密度をUP	146	2	5	148	6	0	0	40	0	[]
50147	M10003	親密度UP	149回親密度をUP	147	2	5	149	6	0	0	30	0	[]
50148	M10003	親密度UP	150回親密度をUP	148	2	5	150	6	0	0	30	0	[]
50149	M10003	親密度UP	151回親密度をUP	149	2	5	151	6	0	0	30	0	[]
50150	M10003	親密度UP	152回親密度をUP	150	2	5	152	6	0	0	40	0	[]
50151	M10003	親密度UP	153回親密度をUP	151	2	5	153	6	0	0	30	0	[]
50152	M10003	親密度UP	154回親密度をUP	152	2	5	154	6	0	0	30	0	[]
50153	M10003	親密度UP	155回親密度をUP	153	2	5	155	6	0	0	30	0	[]
50154	M10003	親密度UP	156回親密度をUP	154	2	5	156	6	0	0	40	0	[]
50155	M10003	親密度UP	157回親密度をUP	155	2	5	157	6	0	0	30	0	[]
50156	M10003	親密度UP	158回親密度をUP	156	2	5	158	6	0	0	30	0	[]
50157	M10003	親密度UP	159回親密度をUP	157	2	5	159	6	0	0	30	0	[]
50158	M10003	親密度UP	160回親密度をUP	158	2	5	160	6	0	0	40	0	[]
50159	M10003	親密度UP	161回親密度をUP	159	2	5	161	6	0	0	30	0	[]
50160	M10003	親密度UP	162回親密度をUP	160	2	5	162	6	0	0	30	0	[]
50161	M10003	親密度UP	163回親密度をUP	161	2	5	163	6	0	0	30	0	[]
50162	M10003	親密度UP	164回親密度をUP	162	2	5	164	6	0	0	40	0	[]
50163	M10003	親密度UP	165回親密度をUP	163	2	5	165	6	0	0	30	0	[]
50164	M10003	親密度UP	166回親密度をUP	164	2	5	166	6	0	0	30	0	[]
50165	M10003	親密度UP	167回親密度をUP	165	2	5	167	6	0	0	30	0	[]
50166	M10003	親密度UP	168回親密度をUP	166	2	5	168	6	0	0	40	0	[]
50167	M10003	親密度UP	169回親密度をUP	167	2	5	169	6	0	0	30	0	[]
50168	M10003	親密度UP	170回親密度をUP	168	2	5	170	6	0	0	30	0	[]
50169	M10003	親密度UP	171回親密度をUP	169	2	5	171	6	0	0	30	0	[]
50170	M10003	親密度UP	172回親密度をUP	170	2	5	172	6	0	0	40	0	[]
50171	M10003	親密度UP	173回親密度をUP	171	2	5	173	6	0	0	30	0	[]
50172	M10003	親密度UP	174回親密度をUP	172	2	5	174	6	0	0	30	0	[]
50173	M10003	親密度UP	175回親密度をUP	173	2	5	175	6	0	0	30	0	[]
50174	M10003	親密度UP	176回親密度をUP	174	2	5	176	6	0	0	40	0	[]
50175	M10003	親密度UP	177回親密度をUP	175	2	5	177	6	0	0	30	0	[]
50176	M10003	親密度UP	178回親密度をUP	176	2	5	178	6	0	0	30	0	[]
50177	M10003	親密度UP	179回親密度をUP	177	2	5	179	6	0	0	30	0	[]
50178	M10003	親密度UP	180回親密度をUP	178	2	5	180	6	0	0	40	0	[]
50179	M10003	親密度UP	181回親密度をUP	179	2	5	181	6	0	0	30	0	[]
50180	M10003	親密度UP	182回親密度をUP	180	2	5	182	6	0	0	30	0	[]
50181	M10003	親密度UP	183回親密度をUP	181	2	5	183	6	0	0	30	0	[]
50182	M10003	親密度UP	184回親密度をUP	182	2	5	184	6	0	0	40	0	[]
50183	M10003	親密度UP	185回親密度をUP	183	2	5	185	6	0	0	30	0	[]
50184	M10003	親密度UP	186回親密度をUP	184	2	5	186	6	0	0	30	0	[]
50185	M10003	親密度UP	187回親密度をUP	185	2	5	187	6	0	0	30	0	[]
50186	M10003	親密度UP	188回親密度をUP	186	2	5	188	6	0	0	40	0	[]
50187	M10003	親密度UP	189回親密度をUP	187	2	5	189	6	0	0	30	0	[]
50188	M10003	親密度UP	190回親密度をUP	188	2	5	190	6	0	0	30	0	[]
50189	M10003	親密度UP	191回親密度をUP	189	2	5	191	6	0	0	30	0	[]
50190	M10003	親密度UP	192回親密度をUP	190	2	5	192	6	0	0	40	0	[]
50191	M10003	親密度UP	193回親密度をUP	191	2	5	193	6	0	0	30	0	[]
50192	M10003	親密度UP	194回親密度をUP	192	2	5	194	6	0	0	30	0	[]
50193	M10003	親密度UP	195回親密度をUP	193	2	5	195	6	0	0	30	0	[]
50194	M10003	親密度UP	196回親密度をUP	194	2	5	196	6	0	0	40	0	[]
50195	M10003	親密度UP	197回親密度をUP	195	2	5	197	6	0	0	30	0	[]
50196	M10003	親密度UP	198回親密度をUP	196	2	5	198	6	0	0	30	0	[]
50197	M10003	親密度UP	199回親密度をUP	197	2	5	199	6	0	0	30	0	[]
50198	M10003	親密度UP	200回親密度をUP	198	2	5	200	6	0	0	40	0	[]
50199	M10003	親密度UP	201回親密度をUP	199	2	5	201	6	0	0	30	0	[]
50200	M10003	親密度UP	202回親密度をUP	200	2	5	202	6	0	0	30	0	[]
50201	M10003	親密度UP	203回親密度をUP	201	2	5	203	6	0	0	30	0	[]
50202	M10003	親密度UP	204回親密度をUP	202	2	5	204	6	0	0	40	0	[]
40001	M10003	結婚しよう	1人と結婚する	1	1	4	1	6	0	10000	0	0	"[[15001,200]]"
40002	M10003	結婚しよう	2人と結婚する	2	1	4	2	6	0	20000	0	0	"[[15001,200]]"
40003	M10003	結婚しよう	3人と結婚する	3	1	4	3	6	0	30000	0	0	"[[15001,200]]"
40004	M10003	結婚しよう	4人と結婚する	4	1	4	4	6	0	40000	0	0	"[[15001,200]]"
40005	M10003	結婚しよう	5人と結婚する	5	1	4	5	6	0	60000	0	0	"[[15001,200]]"
40006	M10003	結婚しよう	6人と結婚する	6	1	4	6	6	0	75000	0	0	"[[15001,200]]"
40007	M10003	結婚しよう	7人と結婚する	7	1	4	7	6	0	75000	0	0	"[[15001,200]]"
40008	M10003	結婚しよう	8人と結婚する	8	1	4	8	6	0	75000	0	0	"[[15001,200]]"
40009	M10003	結婚しよう	9人と結婚する	9	1	4	9	6	0	75000	0	0	"[[15001,200]]"
40010	M10003	結婚しよう	10人と結婚する	10	1	4	10	6	0	75000	0	0	"[[15001,200],[10018,1]]"
40011	M10003	結婚しよう	11人と結婚する	11	1	4	11	6	0	100000	0	0	"[[15001,200]]"
40012	M10003	結婚しよう	12人と結婚する	12	1	4	12	6	0	100000	0	0	"[[15001,200]]"
40013	M10003	結婚しよう	13人と結婚する	13	1	4	13	6	0	100000	0	0	"[[15001,200]]"
40014	M10003	結婚しよう	14人と結婚する	14	1	4	14	6	0	100000	0	0	"[[15001,200]]"
40015	M10003	結婚しよう	15人と結婚する	15	1	4	15	6	0	100000	0	0	"[[15001,200]]"
40016	M10003	結婚しよう	16人と結婚する	16	1	4	16	6	0	100000	0	0	"[[15001,200]]"
40017	M10003	結婚しよう	17人と結婚する	17	1	4	17	6	0	100000	0	0	"[[15001,200]]"
40018	M10003	結婚しよう	18人と結婚する	18	1	4	18	6	0	100000	0	0	"[[15001,200]]"
40019	M10003	結婚しよう	19人と結婚する	19	1	4	19	6	0	100000	0	0	"[[15001,200]]"
40020	M10003	結婚しよう	20人と結婚する	20	1	4	20	6	0	100000	0	0	"[[15001,200],[10018,1]]"
40021	M10003	結婚しよう	21人と結婚する	21	1	4	21	6	0	100000	0	0	"[[15001,200]]"
40022	M10003	結婚しよう	22人と結婚する	22	1	4	22	6	0	100000	0	0	"[[15001,200]]"
40023	M10003	結婚しよう	23人と結婚する	23	1	4	23	6	0	100000	0	0	"[[15001,200]]"
40024	M10003	結婚しよう	24人と結婚する	24	1	4	24	6	0	100000	0	0	"[[15001,200]]"
40025	M10003	結婚しよう	25人と結婚する	25	1	4	25	6	0	100000	0	0	"[[15001,200]]"
40026	M10003	結婚しよう	26人と結婚する	26	1	4	26	6	0	100000	0	0	"[[15001,200]]"
40027	M10003	結婚しよう	27人と結婚する	27	1	4	27	6	0	100000	0	0	"[[15001,200]]"
40028	M10003	結婚しよう	28人と結婚する	28	1	4	28	6	0	100000	0	0	"[[15001,200]]"
40029	M10003	結婚しよう	29人と結婚する	29	1	4	29	6	0	100000	0	0	"[[15001,200]]"
40030	M10003	結婚しよう	30人と結婚する	30	1	4	30	6	0	100000	0	0	"[[15001,200],[10018,1]]"
40031	M10003	結婚しよう	31人と結婚する	31	1	4	31	6	0	100000	0	0	"[[15001,200]]"
40032	M10003	結婚しよう	32人と結婚する	32	1	4	32	6	0	100000	0	0	"[[15001,200]]"
40033	M10003	結婚しよう	33人と結婚する	33	1	4	33	6	0	100000	0	0	"[[15001,200]]"
40034	M10003	結婚しよう	34人と結婚する	34	1	4	34	6	0	100000	0	0	"[[15001,200]]"
40035	M10003	結婚しよう	35人と結婚する	35	1	4	35	6	0	100000	0	0	"[[15001,200]]"
40036	M10003	結婚しよう	36人と結婚する	36	1	4	36	6	0	100000	0	0	"[[15001,200]]"
40037	M10003	結婚しよう	37人と結婚する	37	1	4	37	6	0	100000	0	0	"[[15001,200]]"
40038	M10003	結婚しよう	38人と結婚する	38	1	4	38	6	0	100000	0	0	"[[15001,200]]"
40039	M10003	結婚しよう	39人と結婚する	39	1	4	39	6	0	100000	0	0	"[[15001,200]]"
40040	M10003	結婚しよう	40人と結婚する	40	1	4	40	6	0	100000	0	0	"[[15001,200],[10018,1]]"
40041	M10003	結婚しよう	41人と結婚する	41	1	4	41	6	0	100000	0	0	"[[15001,200]]"
40042	M10003	結婚しよう	42人と結婚する	42	1	4	42	6	0	100000	0	0	"[[15001,200]]"
40043	M10003	結婚しよう	43人と結婚する	43	1	4	43	6	0	100000	0	0	"[[15001,200]]"
40044	M10003	結婚しよう	44人と結婚する	44	1	4	44	6	0	100000	0	0	"[[15001,200]]"
40045	M10003	結婚しよう	45人と結婚する	45	1	4	45	6	0	100000	0	0	"[[15001,200]]"
40046	M10003	結婚しよう	46人と結婚する	46	1	4	46	6	0	100000	0	0	"[[15001,200]]"
40047	M10003	結婚しよう	47人と結婚する	47	1	4	47	6	0	100000	0	0	"[[15001,200]]"
40048	M10003	結婚しよう	48人と結婚する	48	1	4	48	6	0	100000	0	0	"[[15001,200]]"
40049	M10003	結婚しよう	49人と結婚する	49	1	4	49	6	0	100000	0	0	"[[15001,200]]"
40050	M10003	結婚しよう	50人と結婚する	50	1	4	50	6	0	100000	0	0	"[[15001,200],[10018,1]]"
40051	M10003	結婚しよう	51人と結婚する	51	1	4	51	6	0	100000	0	0	"[[15001,200]]"
20001	M10001	装備の強化	装備を1回強化する	1	2	2	50	6	0	5000	0	0	[]
20002	M10001	装備の強化	装備を2回強化する	2	2	2	100	6	0	6000	0	0	[]
20003	M10001	装備の強化	装備を3回強化する	3	2	2	150	6	0	7000	0	0	[]
20004	M10001	装備の強化	装備を4回強化する	4	2	2	200	6	0	8000	0	0	[]
20005	M10001	装備の強化	装備を5回強化する	5	2	2	250	6	0	9000	0	0	[]
20006	M10001	装備の強化	装備を6回強化する	6	2	2	300	6	0	10000	0	0	[]
20007	M10001	装備の強化	装備を7回強化する	7	2	2	350	6	0	11000	0	0	[]
20008	M10001	装備の強化	装備を8回強化する	8	2	2	400	6	0	12000	0	0	[]
20009	M10001	装備の強化	装備を9回強化する	9	2	2	450	6	0	13000	0	0	[]
20010	M10001	装備の強化	装備を10回強化する	10	2	2	500	6	0	14000	0	0	[]
20011	M10001	装備の強化	装備を11回強化する	11	2	2	550	6	0	15000	0	0	[]
20012	M10001	装備の強化	装備を12回強化する	12	2	2	600	6	0	16000	0	0	[]
20013	M10001	装備の強化	装備を13回強化する	13	2	2	650	6	0	17000	0	0	[]
20014	M10001	装備の強化	装備を14回強化する	14	2	2	700	6	0	18000	0	0	[]
20015	M10001	装備の強化	装備を15回強化する	15	2	2	750	6	0	18000	0	0	[]
20016	M10001	装備の強化	装備を16回強化する	16	2	2	800	6	0	18000	0	0	[]
20017	M10001	装備の強化	装備を17回強化する	17	2	2	850	6	0	18000	0	0	[]
20018	M10001	装備の強化	装備を18回強化する	18	2	2	900	6	0	18000	0	0	[]
20019	M10001	装備の強化	装備を19回強化する	19	2	2	950	6	0	18000	0	0	[]
20020	M10001	装備の強化	装備を20回強化する	20	2	2	1000	6	0	19000	0	0	[]
20021	M10001	装備の強化	装備を21回強化する	21	2	2	1050	6	0	20000	0	0	[]
20022	M10001	装備の強化	装備を22回強化する	22	2	2	1100	6	0	21000	0	0	[]
20023	M10001	装備の強化	装備を23回強化する	23	2	2	1150	6	0	22000	0	0	[]
20024	M10001	装備の強化	装備を24回強化する	24	2	2	1200	6	0	23000	0	0	[]
20025	M10001	装備の強化	装備を25回強化する	25	2	2	1250	6	0	24000	0	0	[]
20026	M10001	装備の強化	装備を26回強化する	26	2	2	1300	6	0	25000	0	0	[]
20027	M10001	装備の強化	装備を27回強化する	27	2	2	1350	6	0	26000	0	0	[]
20028	M10001	装備の強化	装備を28回強化する	28	2	2	1400	6	0	27000	0	0	[]
20029	M10001	装備の強化	装備を29回強化する	29	2	2	1450	6	0	28000	0	0	[]
20030	M10001	装備の強化	装備を30回強化する	30	2	2	1500	6	0	28000	0	0	[]
20031	M10001	装備の強化	装備を31回強化する	31	2	2	1550	6	0	29000	0	0	[]
20032	M10001	装備の強化	装備を32回強化する	32	2	2	1600	6	0	30000	0	0	[]
20033	M10001	装備の強化	装備を33回強化する	33	2	2	1650	6	0	31000	0	0	[]
20034	M10001	装備の強化	装備を34回強化する	34	2	2	1700	6	0	32000	0	0	[]
20035	M10001	装備の強化	装備を35回強化する	35	2	2	1750	6	0	33000	0	0	[]
20036	M10001	装備の強化	装備を36回強化する	36	2	2	1800	6	0	34000	0	0	[]
20037	M10001	装備の強化	装備を37回強化する	37	2	2	1850	6	0	35000	0	0	[]
