number	string
1805	她妈
1806	牛逼
1807	牛比
1808	煞笔
1809	傻逼
1810	傻B
1811	操你妈
1812	装逼
1813	装B
1814	日你妈
1815	妈逼
1816	草你妈
1817	T.M.D
1818	JB
1819	jb
1820	出售账号
1821	出售账号
1822	出售此号
1823	卖号
1824	U/R
1825	U-R
1826	j8
1827	吗的
1828	8仙
1829	狗日
1830	出售神符
1831	色情
1832	黄色
1833	藏独
1834	台独
1835	法轮大法
1836	鸡巴
1837	毛泽东
1838	NPC
1839	*法*轮*功*
1840	*李*洪*志*阿扁
1841	阿扁万岁
1842	阿拉法特
1843	挨球
1844	八九风波
1845	办理文凭
1846	办理证件
1847	包皮
1848	保钓
1849	保监会
1850	保密局
1851	鸨
1852	鲍岳桥
1853	暴动
1854	暴乱
1855	暴徒
1856	北京之春
1857	贝肉
1858	本?拉登
1859	本?拉登
1860	苯比
1861	笨屄
1862	笨逼
1863	屄
1864	屄毛
1865	逼毛
1866	逼你老母
1867	逼样
1868	比毛
1869	婊
1870	婊子
1871	宾周
1872	冰毒
1873	波霸
1874	博讯
1875	薄一波
1876	布莱尔
1877	布雷尔
1878	藏独
1879	藏独
1880	财政部
1881	参事室
1882	藏独
1883	藏独
1884	藏独
1885	操
1886	操GM
1887	操Gm
1888	操gM
1889	操gm
1890	操XX
1891	操逼
1892	操比
1893	操蛋
1894	操你
1895	交媾
1896	操你妈
1897	操你妈屄
1898	操他
1899	曹刚川
1900	草的你妈
1901	草妈
1902	草你妈
1903	草拟妈
1904	肏
1905	测绘局
1906	插GM
1907	插Gm
1908	插gM
1909	插gm
1910	插妳
1911	插你
1912	插你妈
1913	插深些
1914	产权局
1915	朝鲜
1916	车臣
1917	车仑
1918	陈功
1919	陈良宇
1920	陈水扁
1921	陈希同
1922	陈晓宁
1923	陈毅
1924	陈至立
1925	成人电影
1926	成人片
1927	吃大便
1928	吃屎
1929	迟浩田
1930	赤匪
1931	抽插
1932	抽你丫的
1933	臭化西
1934	出售假币
1935	出售枪支
1936	出售手枪
1937	吹喇叭
1938	吹箫
1939	春药
1940	蠢猪
1941	戳你
1942	粗制吗啡
1943	催情药
1944	达赖
1945	达赖喇嘛
1946	打炮
1947	大B
1948	大逼
1949	大波波
1950	大麻
1951	大麻树脂
1952	大麻油
1953	戴维教
1954	大学骚乱
1955	大血B
1956	大血比
1957	呆卵
1958	戴海静
1959	戴红
1960	戴晶
1961	戴维教
1962	党主席
1963	荡妇
1964	档案局
1965	盗窃犯
1966	盗窃犯
1967	道教
1968	邓小平
1969	帝国主义
1970	电监会
1971	叼你
1972	叼你妈
1973	屌
1974	屌7
1975	屌鸠
1976	屌毛
1977	屌妳
1978	屌七
1979	屌西
1980	钓鱼台
1981	丁关根
1982	丁子霖
1983	东北独立
1984	东升
1985	东条英机
1986	东突
1987	东突暴动和独立
1988	东突组织
1989	东亚病夫
1990	董建华
1991	董贱华
1992	董文华
1993	懂文华
1994	独立台湾会
1995	恩格斯
1996	二B
1997	二屄
1998	二逼
1999	二乙基酰胺发抡
2000	发抡功
2001	发伦
2002	发伦功
2003	发轮
2004	发论
2005	发论公
2006	发论功
2007	发骚
2008	法(轮)功
2009	法*轮*功
2010	法功
2011	法愣
2012	法仑
2013	法轮
2014	法轮大法
2015	法轮功
2016	法西斯
2017	法制办
2018	反动
2019	反革命
2020	发票，冰粉，性奴，反共
2021	反华
2022	反恐委员会
2023	反日
2024	反政府
2025	分裂祖国
2026	佛展千手法
2027	斧头镰刀
2028	阝月
2029	傅鹏
2030	傅作义
2031	干GM
2032	干Gm
2033	干gM
2034	干gm
2035	干拎娘
2036	干妳
2037	干妳老母
2038	干妳妈
2039	干妳娘
2040	干你
2041	干你妈
2042	干你妈b
2043	干你妈逼
2044	干你娘
2045	干七八
2046	干死你
2047	肛交
2048	肛门
2049	港澳办
2050	高俊
2051	高丽棒子
2052	高校暴乱
2053	高校群体事件
2054	高校骚乱
2055	睾
2056	睾丸
2057	膏药旗
2058	弓虽女干
2059	共产党
2060	共匪
2061	共狗
2062	狗b
2063	狗操
2064	狗卵
2065	狗娘
2066	狗屁
2067	狗日
2068	狗日的
2069	狗屎
2070	观世音
2071	官逼民反
2072	官商勾结
2073	龟儿子
2074	龟公
2075	龟孙子
2076	龟头
2077	鬼村
2078	郭伯雄
2079	国安局
2080	国防科工委
2081	国管局
2082	国际法院
2083	国家民委
2084	国家主席
2085	国家主要部委
2086	国民党
2087	国民党万岁
2088	海洛因
2089	何候华
2090	贺国强
2091	贺龙
2092	黑社会
2093	黑手党
2094	黑手党
2095	黑手党
2096	红卫兵
2097	洪兴
2098	洪志
2099	后庭
2100	胡XX
2101	胡紧涛
2102	胡紧掏
2103	胡紧套
2104	胡锦涛
2105	胡锦淘
2106	胡乔木
2107	胡耀邦
2108	胡主席
2109	花柳
2110	华国锋
2111	华建敏
2112	换妻
2113	黄　菊
2114	黄菊
2115	黄色电影
2116	黄色小电影
2117	回教
2118	回良玉
2119	回民暴动
2120	回族人吃猪肉
2121	昏药
2122	火棒
2123	机八
2124	机巴
2125	鸡八
2126	鸡巴
2127	鸡叭
2128	鸡芭
2129	鸡掰
2130	鸡奸
2131	基地组织
2132	激情电影
2133	激情小电影
2134	计牌软件
2135	计生委
2136	妓女
2137	妓院
2138	贾庆林
2139	奸夫淫妇
2140	奸你
2141	奸淫
2142	贱逼
2143	贱货
2144	贱人
2145	江Core
2146	江八
2147	江八点
2148	江独裁
2149	江核心
2150	江青
2151	江戏子
2152	江择民
2153	江泽民
2154	江贼民
2155	江折民
2156	江猪
2157	江猪媳
2158	江主席
2159	僵贼民
2160	疆独
2161	蒋介石
2162	蒋经国
2163	蒋中正
2164	酱猪媳
2165	交通部
2166	姣西
2167	叫床
2168	叫鸡
2169	叫小姐
2170	教育部
2171	她妈的金日成
2172	金正日
2173	禁书
2174	经济社会理事会
2175	经社理事会
2176	精液
2177	精子
2178	警匪一家
2179	敬国神社
2180	靖国神社
2181	静坐
2182	纠察员
2183	鸠
2184	鸠屎
2185	军长发威
2186	军国主义
2187	军妓
2188	尻
2189	靠你妈
2190	靠腰
2191	可待因
2192	可卡叶
2193	可卡因
2194	克林顿
2195	恐怖份子
2196	恐怖主义
2197	口交
2198	寇晓伟
2199	狂操
2200	狂操你全家
2201	拉登
2202	拉姆斯菲尔德
2203	懒教
2204	烂B
2205	烂屄
2206	烂逼
2207	烂比
2208	烂屌
2209	烂货
2210	劳+教+所
2211	劳动保障部
2212	老逼
2213	老毛子
2214	老母
2215	黎阳评
2216	李长春
2217	李登辉
2218	李弘旨
2219	李红志
2220	李宏旨
2221	李宏志
2222	李洪志
2223	李岚清
2224	李鹏
2225	李鹏*
2226	李瑞环
2227	李山
2228	李铁映
2229	李先念
2230	连战
2231	联大
2232	联合国大会
2233	联易
2234	联易互动
2235	粮食局
2236	两腿之间
2237	列宁
2238	林彪
2239	林业局
2240	刘　淇
2241	刘军
2242	刘淇
2243	刘少奇
2244	刘云山
2245	流氓
2246	六合彩
2247	六四
2248	六四事件
2249	六四真相
2250	龙新民
2251	吕秀莲
2252	旅游局
2253	轮功
2254	轮奸
2255	罗　干
2256	罗干
2257	骡干
2258	妈逼
2259	妈比
2260	妈卖妈屁
2261	妈批
2262	妈祖
2263	妈B
2264	妈的
2265	麻醉钢枪
2266	麻醉枪
2267	麻醉药
2268	麻醉乙醚
2269	马克思
2270	马卖马屁
2271	马英九
2272	吗啡
2273	吗啡碱
2274	吗啡片
2275	买财富
2276	买卖枪支
2277	麦角酸
2278	卖.国
2279	卖B
2280	卖ID
2281	卖QQ
2282	卖逼
2283	卖比
2284	卖财富
2285	卖党求荣
2286	卖国
2287	卖国求荣
2288	卖号
2289	卖卡
2290	卖软件
2291	卖淫
2292	毛XX
2293	毛厕洞
2294	毛一鲜
2295	毛泽东
2296	毛贼东
2297	毛主席
2298	梅花网
2299	美国
2300	美国佬
2301	美国之音
2302	美利坚
2303	蒙尘药
2304	蒙独
2305	蒙古达子
2306	蒙古独立
2307	迷魂药
2308	迷奸药
2309	迷歼药
2310	迷药
2311	密洞
2312	密宗
2313	民进党
2314	民运
2315	民政部
2316	明慧网
2317	摩门教
2318	莫索里尼
2319	穆罕默德
2320	穆斯林
2321	乳头
2322	奶子
2323	妳老母的
2324	妳妈的
2325	妳马的
2326	妳娘的
2327	南联盟
2328	南蛮子
2329	南蛮子
2330	嫩B
2331	嫩b
2332	伱妈
2333	你爸
2334	你大爷
2335	你二大爷
2336	你老母
2337	你老味
2338	你姥
2339	你姥姥的
2340	你妈
2341	你妈逼
2342	你妈的
2343	你娘
2344	你爷爷的
2345	鸟GM
2346	鸟Gm
2347	鸟gM
2348	鸟gm
2349	鸟你
2350	牛逼
2351	牛比
2352	农业部
2353	虐待
2354	拍肩神药
2355	喷你
2356	彭真
2357	皮条
2358	屁眼
2359	嫖客
2360	苹果日报
2361	破坏
2362	破鞋
2363	仆街
2364	钱其琛
2365	枪决女犯
2366	枪决现场
2367	枪支弹药
2368	强奸
2369	强奸犯
2370	强卫
2371	强效失意药
2372	强硬发言
2373	抢劫
2374	乔石
2375	侨办
2376	切七
2377	窃听器
2378	窃听器材
2379	亲民党
2380	青天白日
2381	情色
2382	去你妈的
2383	全国人大
2384	瘸腿帮
2385	人代会
2386	人弹
2387	人民大会堂
2388	人体炸弹
2389	日GM
2390	日Gm
2391	日gM
2392	日gm
2393	日X妈
2394	日本RING
2395	日本鬼子
2396	日你
2397	日你妈
2398	日你娘
2399	日他娘
2400	肉棒
2401	肉壁
2402	肉洞
2403	肉缝
2404	肉棍
2405	肉棍子
2406	肉穴
2407	乳
2408	乳波臀浪
2409	乳房
2410	乳交
2411	乳头
2412	撒尿
2413	萨达姆
2414	塞白
2415	塞你爸
2416	塞你公
2417	塞你老母
2418	塞你老师
2419	塞你母
2420	塞你娘
2421	三个呆婊
2422	三个代婊
2423	三级片
2424	三民主义
2425	三陪
2426	三陪女
2427	三去车仑
2428	三唑仑
2429	骚B
2430	骚逼
2431	骚货
2432	色情电影
2433	色情服务
2434	色情小电影
2435	杀人犯
2436	傻B
2437	傻屄
2438	傻逼
2439	傻比
2440	傻吊
2441	傻卵
2442	傻子
2443	煞逼
2444	商务部
2445	上妳
2446	上你
2447	射精
2448	身份生成器
2449	神经病
2450	神通加持法
2451	生鸦片
2452	圣女峰
2453	十八摸
2454	十年动乱石进
2455	食捻屎
2456	食屎
2457	驶你爸
2458	驶你公
2459	驶你老母
2460	驶你老师
2461	驶你母
2462	驶你娘
2463	是鸡
2464	手淫
2465	受虐狂
2466	售ID
2467	售号
2468	售软件
2469	双峰微颤
2470	氵去
2471	水利部
2472	水去车仑
2473	税务总局
2474	司法部
2475	私服
2476	私/服
2477	私\\服
2478	私服
2479	私-服
2480	私—服
2481	斯大林
2482	死gd
2483	死GD
2484	死gm
2485	死GM
2486	死全家
2487	四川独立
2488	四人帮
2489	宋楚瑜
2490	宋祖英
2491	孙文
2492	孙逸仙
2493	孙中山
2494	他爹
2495	他妈
2496	他妈的
2497	他马的
2498	他母亲
2499	他祖宗
2500	台办
2501	台独
2502	台联
2503	台湾党
2504	台湾帝国
2505	台湾独立
2506	台湾共产党
2507	台湾共和国
2508	台湾狗
2509	台湾国
2510	台湾民国
2511	太监
2512	太子党
2513	唐家璇
2514	天皇陛下
2515	田纪云
2516	舔西
2517	投毒杀人
2518	透视软件
2519	推油
2520	外　挂
2521	外挂
2522	外/挂
2523	外\\挂
2524	外_挂
2525	外挂
2526	外-挂
2527	外—挂
2528	外汇局
2529	外交部
2530	外专局
2531	晚年周恩来
2532	万税
2533	王八蛋
2534	王宝森
2535	王刚
2536	王昊
2537	王乐泉
2538	王岐山
2539	王太华
2540	王兆国
2541	王震
2542	网管
2543	威而钢
2544	威而柔
2545	卫生部
2546	尉健行
2547	温加宝
2548	温家宝
2549	温家保
2550	温馨
2551	温总理
2552	文化部
2553	文物局
2554	倭国
2555	倭寇
2556	我操
2557	我操你
2558	我干
2559	我妳老爸
2560	我日
2561	我日你
2562	无界浏览器
2563	吴　仪
2564	吴邦国
2565	吴官正
2566	吴仪
2567	五星红旗
2568	西藏独立
2569	西藏天葬
2570	希拉克
2571	希特勒
2572	希望之声
2573	洗脑班
2574	系统
2575	系统公告
2576	系统讯息
2577	鲜族
2578	乡巴佬
2579	想上你
2580	小鸡鸡
2581	小泉
2582	小泉纯一郎
2583	小日本
2584	小肉粒
2585	小乳头
2586	小穴
2587	邪教
2588	新疆独立
2589	兴奋剂
2590	性爱
2591	性交
2592	性虐待
2593	性无能
2594	性欲
2595	徐光春
2596	学潮
2597	血逼
2598	血腥图片
2599	鸦片
2600	鸦片液
2601	鸦片渣
2602	烟草局
2603	严方军
2604	阳精
2605	阳具
2606	摇头丸
2607	摇头玩
2608	耶和华
2609	耶苏
2610	耶稣
2611	叶剑英
2612	夜情
2613	一党专制
2614	一贯道
2615	一国两制
2616	一夜情
2617	一中一台
2618	伊拉克
2619	伊朗
2620	伊斯兰
2621	以茎至洞
2622	抑制剂
2623	阴部
2624	阴唇
2625	阴道
2626	阴蒂
2627	阴核
2628	阴户
2629	阴茎
2630	阴毛
2631	阴水
2632	阴小撕大
2633	淫
2634	淫荡
2635	淫秽
2636	淫货
2637	淫贱
2638	淫叫
2639	淫毛
2640	淫靡
2641	淫水
2642	淫娃
2643	淫语连连
2644	淫欲
2645	英雄纪念碑
2646	硬挺
2647	邮政局
2648	游戏发奖员
2649	游戏宫理员
2650	游戏管理员
2651	游行
2652	俞正声
2653	舆论钳制
2654	玉杵
2655	欲火焚身
2656	原子能机构
2657	援交
2658	远程偷拍
2659	曰GM
2660	曰Gm
2661	曰gM
2662	曰gm
2663	曰你
2664	月经
2665	月经不调
2666	月经
2667	扎卡维是英雄
2668	杂种
2669	造反
2670	曾培炎
2671	曾庆红
2672	扎卡维
2673	张朝阳
2674	张潮阳
2675	张德江
2676	张磊
2677	张立昌
2678	张小平
2679	赵紫阳
2680	侦探设备
2681	真理教
2682	中国恐怖组织
2683	中华民国
2684	中南海
2685	中宣部
2686	周恩来
2687	周永康
2688	周总理
2689	朱德
2690	朱容鸡
2691	朱容基
2692	朱熔基
2693	朱镕基
2694	朱总理
2695	猪操
2696	猪容基
2697	主席
2698	转法轮
2699	转法轮
2700	装屄
2701	装逼
2702	追查国际
2703	子女任职名单
2704	自焚
2705	自杀手册
2706	自杀指南
2707	自制手枪
2708	自治机关
2709	宗教
2710	总局
2711	总理
2712	作爱
2713	坐台的
2714	做爱
2715	共产党
2716	江泽民
2717	胡锦涛
2718	温家宝
2719	严方军
2720	屄毛
2721	操逼毛
2722	东突
2723	骚货
2724	法轮功
2725	江泽民
2726	胡锦涛
2727	温家宝
2728	urban-rivals
2729	rivals
2730	我日
2731	UR
2732	ur
2733	性交
2734	口交
2735	taobao
2736	webgame.com.cn
2737	婊子
2738	妓女
2739	他妈
2740	她妈
2741	牛逼
2742	牛比
2743	出售账号
2744	煞笔
2745	傻逼
2746	傻B
2747	你妈
2748	操你妈
2749	装逼
2750	装B
2751	日你妈
2752	不玩了
2753	删号
2754	卖号
2755	垃圾游戏
2756	烂游戏
2757	删 号
2758	妈的
2759	妈逼
2760	草你妈
2761	T.M.D
2762	JB
2763	jb
2764	出售账号
2765	出售此号
2766	卖号
2767	j8
2768	吗的
2769	狗日
2770	出售神符
2771	色情
2772	黄色
2773	h站
2774	龙虎
2775	虎门
2776	龙 虎 门
2777	WEB牌戰
2778	WEB战牌
2779	战牌
2780	街头对抗
2781	藏独
2782	台独
2783	法轮大法
2784	混 沌决
2785	鸡巴
2786	坐台的
2787	作爱
2788	总理
2789	宗教
2790	自治机关
2791	自制手枪
2792	郁慕明
2793	假青林
2794	离长春
2795	习远平
2796	袭近平
2797	李磕墙
2798	贺过墙
2799	和锅枪
2800	粥永康
2801	轴永康
2802	肘永康
2803	周健康
2804	粥健康
2805	周小康
2806	默克尔
2807	赫鲁夫晓
2808	冈村秀树 
2809	嫖娼
2810	阳物
2811	干干
2812	干X
2813	我操
2814	他干
2815	干它
2816	干牠
2817	干您
2818	干汝
2819	干林
2820	操林
2821	干尼
2822	群P
2823	马勒戈壁
2824	周恩來
2825	碡 
2826	籀
2827	朱駿 
2828	朱狨基
2829	猪操
2830	猪聋畸
2831	猪毛
2832	猪毛1
2833	舳
2834	瘃
2835	躅
2836	翥
2837	專政
2838	颛
2839	丬
2840	隹
2841	窀
2842	卓伯源
2843	倬
2844	斫
2845	诼
2846	髭
2847	鲻等
2848	钓鱼岛
2849	尖阁列岛
2850	
2851	""""
2852	%
2853	法轮功
2854	李洪志
2855	信徒
2856	主佛
2857	活摘
2858	陆雪琴
2859	法輪功
2860	西藏
2861	圣战
2862	疆独
2863	新疆
2864	东伊运
2865	东突
2866	人间福报
2867	自由新闻报
2868	都市日报
2869	头条日报
2870	香港商报
2871	香港电台
2872	Discuss
2873	华富财经
2874	新报网站
2875	The Standard
2876	Hong Kong Herald. 台湾报纸
2877	中央社新闻网
2878	中央日报网络报
2879	中时电子报
2880	联合新闻网
2881	自由时报
2882	新台湾新闻
2883	中华日报
2884	民众电子报
2885	交清电子报
2886	东亚日报
2887	马祖日报
2888	国语日报
2889	八方国际资讯
2890	自立晚报
2891	台湾旺报
2892	天下杂志
2893	美洲台湾日报
2894	经济日报
2895	苹果日报
2896	壹周刊(台湾)
2897	世界电影(台湾)
2898	鑫报e乐网
2899	工商时报
2900	金融邮报(台湾股网)
2901	30杂志
2902	农业电子报
2903	双语学生邮报
2904	中国时报新竹分社
2905	1999亚太新新闻
2906	台湾记者协会
2907	生命力公益新闻网
2908	英文中国邮报
2909	台英社
2910	Taipei Times
2911	天眼日报社
2912	青年日报
2913	世界新闻媒体网
2914	非常新闻通讯社
2915	更生日报
2916	彭博新闻社
2917	彭博商业周刊
2918	纽约时报
2919	C-SPAN
2920	明报
2921	明报月刊
2922	星岛日报
2923	太阳报
2924	亚洲周刊
2925	忽然1周
2926	壹周刊
2927	爽报
2928	穿越浏览器
2929	香港报纸
2930	联合报
2931	旺报
2932	中华电视公司
2933	客家电视台
2934	原住民族电视台
2935	壹电视
2936	澳洲广播电台中文网
2937	荷兰国际广播电台中文网
2938	Engadget中文网
2939	博客大赛网站
2940	自由亚洲电台
2941	自由欧洲电台
2942	加拿大国际广播电台
2943	法国国际广播电台
2944	梵蒂冈广播电台
2945	梵蒂冈亚洲新闻通讯社
2946	今日悉尼
2947	澳大利亚时报澳奇网
2948	中欧新闻网
2949	北美中文网
2950	南洋视界
2951	华人今日网
2952	多维新闻
2953	牛博网
2954	博讯
2955	香港独立媒体
2956	媒体公民行动网
2957	新头壳
2958	主场新闻
2959	香港人网
2960	MyRadio
2961	民间电台
2962	阳光时务周刊
2963	开放杂志
2964	苦劳网
2965	留园网
2966	新三才
2967	希望之声国际广播电台
2968	新唐人电视台
2969	大纪元时报
2970	信报财经新闻
2971	公教报
2972	星岛日报消息
2973	达赖喇嘛的智慧箴言
2974	辛子陵
2975	高文谦
2976	心灵法门“白话佛法”系列节目
2977	世界报纸
2978	周恩来
2979	红太阳的陨落
2980	CNN/NHK
2981	彭博
2982	美国有线电视频道
2983	国际广播的电视节目
2984	穆斯林
2985	达赖
2986	美国之音
2987	世维会
2988	伊斯兰
2989	真主
2990	安拉
2991	白话佛法
2992	islam
2993	黄祸
2994	天藏
2995	法西斯 
2996	右翼
2997	CND刊物和论坛
2998	东方日报
2999	内幕
3000	中国茉莉花革命
3001	美国之音
3002	法广中文网
3003	明镜网
3004	大事件
3005	北京之春
3006	多维
3007	中央社
3008	倍可亲
3009	BBC
3010	大纪元网
3011	阿波罗新闻网
3012	看中国专栏
3013	万维读者网
3014	RFA
3015	零八宪章
3016	华尔街日报
3017	法广新闻网
3018	中国密报
3019	民主中国
3020	多维新闻网
3021	万维博客
3022	太陽報
3023	东网
3024	世界日报
3025	法广网
3026	希望之声
3027	世界新闻网
3028	阿波罗网
3029	内幕第28期
3030	多维网
3031	新纪元周刊387期
3032	中国时报
3033	新唐人电视台网
3034	南华早报
3035	联合早报
3036	星岛环球网
3037	博讯网
3038	金融时报
3039	南早中文网
3040	新史记
3041	金山桥
3042	牛泪
3043	德国之声中文网
3044	信报月刊
3045	中国人权双周刊
3046	明星新聞網
3047	西藏之声
3048	开放网
3049	RFI
3050	博谈网
3051	观察者网
3052	路透社
3053	香港经济日报
3054	新纪元
3055	纵览中国
3056	爱思想
3057	明镜新闻
3058	动向杂志
3059	争鸣杂志
3060	DJY
3061	茉莉花革命
3062	英国金融时报
3063	明镜周刊
3064	联合新闻
3065	BBC
3066	AV
3067	草榴
3068	性交
3069	做爱
3070	裸体
3071	裸聊
3072	性交易
3073	援交
3074	性感
3075	诱惑
3076	重口味
3077	情色
3078	做爱姿势
3079	性虐
3080	肛交
3081	口交
3082	胸推
3083	自慰
3084	淫
3085	卖身
3086	偷欢
3087	赤裸
3088	勾引
3089	强奸
3090	迷奸
3091	淫荡
3092	高潮
3093	偷精
3094	卖淫
3095	性骚扰
3096	意淫
3097	破处
3098	吹萧
3099	打炮
3100	失身
3101	失禁
3102	外遇
3103	变态
3104	出轨
3105	呻吟
3106	闷骚
3107	风骚
3108	调戏
3109	调教
3110	不良
3111	寻欢
3112	推女郎
3113	诱人
3114	害羞
3115	色撸
3116	TD
3117	撸
3118	性乐
3119	恋孕
3120	爱爱
3121	里番
3122	天天干
3123	性息
3124	裸欲
3125	调教性奴
3126	成人软件
3127	sex聊天室
3128	小姐裸聊
3129	情色五月
3130	美女祼聊
3131	同居万岁
3132	风流岁月
3133	一本道
3134	腹黑
3135	滥情
3136	暴君
3137	同居
3138	人屠
3139	撩人
3140	专宠
3141	禁忌
3142	木耳
3143	丰乳
3144	翘臀
3145	乳波
3146	臀浪
3147	浪臀
3148	咪咪
3149	小攻
3150	诱惑
3151	小姐
3152	妓女
3153	很黄
3154	他妈
3155	小右
3156	小受
3157	事故
3158	死亡
3159	骨折
3160	重傷
3161	殺害
3162	傷害
3163	暴力
3164	被害者
3165	放送事故
3166	ポルノ
3167	アダルト
3168	セックス
3169	バイブレーター
3170	マスターベーション
3171	オナニー
3172	スケベ
3173	セクロス
3174	エッチ
3175	SEX
3176	風俗
3177	童貞
3178	ペニス
3179	巨乳
3180	ロリ
3181	触手
3182	羞恥
3183	ノーブラ
3184	手ブラ
3185	ローアングル
3186	禁断
3187	Tバック
3188	グラビア
3189	美尻
3190	お尻
3191	セクシー
3192	無臭性
3193	大麻
3194	麻薬
3195	まんこ
3196	うんこ
3197	マンコ
3198	ウンコ
3199	ちんこ
3200	チンコ
3201	スペルマ
3202	射精
3203	基地外
3204	糞
3205	死ね
3206	殺す
3207	クンニ
3208	ポルチオ
3209	アクメ
3210	おっぱい
3211	ちっぱい
3212	ちんぽ
3213	精子
3214	チンポ
3215	ヴァギナ
3216	アヌス
3217	あなる
3218	ぺにす
3219	くりとりす
3220	クリトリス
3221	殺し
3222	ちんちん
3223	アホ
3224	馬鹿
3225	バカ
3226	阿呆
3227	白痴
3228	ガキ
3229	きんたま
3230	金玉
3231	きゃんたま
3232	睾丸
3233	前立腺
3234	ビラビラ
3235	ガンギメ
3236	あくめ
3237	くんに
3238	シコる
3239	シコっ
3240	イく
3241	イき
3242	おるがずむ
3243	オルガズム
3244	オーガズム
3245	おーがずむ
3246	片乳
3247	乳輪
3248	にゅうりん
3249	かたちち
3250	ぱいおつ
3251	パイオツ
3252	部落
3253	ぱいぱん
3254	パイパン
3255	マンチラ
3256	まんちら
3257	まんすじ
3258	マンスジ
3259	透けブラ
3260	かたきん
3261	ほうけい
3262	包茎
3263	どちょう
3264	怒張
3265	膣
3266	ちつ
3267	AV女優
3268	AV男優
3269	われめ
3270	ワレメ
3271	女体
3272	あぬす
3273	勃起
3274	ぼっき
3275	ボッキ
3276	アナルビーズ
3277	あなるびーず
3278	まんぐり
3279	マンぐり
3280	TENGA
3281	てんが
3282	テンガ
3283	ざーめん
3284	ザーメン
3285	イラマチオ
3286	いらまちお
3287	Gスポ
3288	Gすぽ
3289	自慰
3290	手淫
3291	手慰み
3292	自分磨き
3293	かうぱー
3294	カウパー
3295	ディルド
3296	でぃるど
3297	ディープスロート
3298	でぃーぷすろーと
3299	べろちゅー
3300	ベロチュー
3301	べろちゅう
3302	ベロチュウ
3303	フェラ
3304	ふぇら
3305	手マン
3306	てまん
3307	ふぁっく
3308	ファック
3309	おなほ
3310	オナホ
3311	JK
3312	JC
3313	JS
3314	JD
3315	援交
3316	えんこう
3317	援助交際
3318	えんじょこうさい
3319	即サポ
3320	中出し
3321	なかだし
3322	コンドーム
3323	こんどーむ
3324	受精
3325	じゅせい
3326	我慢汁
3327	がまんじる
3328	ガマンジル
3329	がまん汁
3330	ガマン汁
3331	69
3332	69
3333	シックスナイン
3334	しっくすないん
3335	くぱぁ
3336	いんぽ
3337	インポ
3338	ED
3339	ＥＤ
3340	やりまん
3341	ヤリマン
3342	ぱいずり
3343	パイズリ
3344	センズリ
3345	せんずり
3346	強姦
3347	ごうかん
3348	輪姦
3349	りんかん
3350	レイプ
3351	れいぷ
3352	潮吹き
3353	しおふき
3354	乳首
3355	ちくび
3356	てぃくび
3357	ティクビ
3358	男根
3359	だんこん
3360	じょせいき
3361	女性器
3362	ジョセイキ
3363	ぽるの
3364	ポルノ
3365	ロリ
3366	ろり
3367	愛撫
3368	青姦
3369	あえぎ
3370	あえぐ
3371	アエギ
3372	アエグ
3373	喘ぐ
3374	喘ぎ
3375	朝起ち
3376	朝立ち
3377	あだると
3378	アダルト
3379	穴兄弟
3380	竿姉妹
3381	泡姫
3382	ソープ
3383	性感
3384	ハプニングバー
3385	イチモツ
3386	いちもつ
3387	イメクラ
3388	いめくら
3389	陰茎
3390	陰部
3391	陰毛
3392	マン毛
3393	まん毛
3394	淫乱
3395	いんらん
3396	インラン
3397	裏ビデオ
3398	エスエム
3399	SM
3400	童貞
3401	どうてい
3402	ドウテイ
3403	DT
3404	ペニバン
3405	イラマ
3406	マジックミラー号
3407	ピンサロ
3408	shit
3409	piss
3410	fuck
3411	cunt
3412	cocksucker
3413	motherfucker
3414	tits
3415	ban
3416	BAN
3417	GM
3418	【GM】
3419	GameMastesr
3420	gamemaster
3421	[GM]
3422	「GM」
3423	(NPC)
