number	string	number	string	string	string	string	number	number	number	string	number	number	string	number	string	number	number	number
388	388	2		Buff_519_fire		中毒3-500	27	5	1	-500	0	0	0	0	0	3	3	5
389	389	2		Buff_520_fire		伤害-1	27	5	0	-1	0	0	0	0	0	1	1	5
390	390	2		Buff_519_fire		中毒2-100	27	5	1	-100	0	0	0	0	0	2	2	5
391	391	2		Buff_519_fire		中毒5-260	27	5	1	-260	0	0	0	0	0	11	10	5
392	392	1				回血100	4	5	1	800	0	0	0	0	0	1	1	5
393	393	2		Buff_520_fire		点燃5-50	27	5	1	-50	0	0	0	0	0	5	5	5
394	394	2		Buff_519_fire		中毒3-100	27	5	1	-100	0	0	0	0	0	3	3	5
395	395	2		Buff_519_fire		中毒10-300	27	5	1	-300	0	0	0	0	0	10	10	5
396	396	2		Buff_519_fire		中毒5-200	27	5	1	-200	0	0	0	0	0	5	5	5
397	397	1				回血0.5	4	5	0	0.5	0	0	0	0	0	1	1	5
398	398	2		Buff_520_fire		点燃3-2-160	27	5	1	-160	0	0	0	0	0	2	3	5
399	399	1				回血0.2	4	5	0	0.2	0	0	0	0	0	1	1	5
400	400	2		Buff_513_fire		混乱3s	3	0	0	0	0	0	0	7	0	1	3	5
401	401	2		Buff_513_fire		混乱5	3	0	0	0	0	0	0	7	0	1	5	5
402	402	1				回血0.6	4	5	0	0.6	0	0	0	0	0	1	1	5
403	403	2		Buff_520_fire		点燃5-3-150	27	5	1	-150	0	0	0	0	0	3	5	5
404	404	2		Buff_513_fire		混乱3s	3	0	0	0	0	0	0	7	0	1	3	5
405	405	2		Buff_520_fire		点燃5-2-100	27	5	1	-100	0	0	0	0	0	3	5	5
406	406	2		Buff_520_fire		伤害0.6	27	5	0	-0.6	0	0	0	0	0	1	1	5
407	407	2		Buff_520_fire		伤害0.4	27	5	0	-0.4	0	0	0	0	0	1	1	5
408	408	2				致盲3	20	0	0	0	0	0	0	6	0	1	3	5
409	409	1				回血0.2	4	5	0	0.2	0	0	0	0	0	1	1	5
410	410	1				回血0.6	4	5	0	0.6	0	0	0	0	0	1	1	5
411	411	1				回血0.15	4	5	0	0.15	0	0	0	0	0	1	1	5
412	412	1	Buff_201_cast			暴击0.2-5	11	6	0	0.2	0	0	0	0	0	1	5	5
413	413	1	Buff_201_cast			暴击0.5-6	11	6	0	0.5	0	0	0	0	0	1	6	5
414	414	2		Buff_520_fire		伤害1.5	27	5	0	-1.5	0	0	0	0	0	1	1	5
415	415	1	Buff_106_cast			双防0.3-6	1	3	0	0.3	4	0	0.3	0	0	1	6	5
416	416	2		Buff_520_fire		伤害0.6	27	5	0	-0.6	0	0	0	0	0	1	1	5
417	417	1				回血0.6	4	5	0	0.6	0	0	0	0	0	1	1	5
418	418	1				回血0.6	4	5	0	0.6	0	0	0	0	0	1	1	5
419	419	2				伤害0.4	27	5	0	-0.4	0	0	0	0	0	1	1	5
420	420	1				回血0.6	4	5	0	0.6	0	0	0	0	0	1	1	5
421	421	1				回血0.6	4	5	0	0.6	0	0	0	0	0	1	1	5
422	422	1				回血0.15	4	5	0	0.15	0	0	0	0	0	1	1	5
423	423	1	Buff_101_cast			提升体术	9	1	0	0.03+0.001*%d	0	0	0	0	0	1	60	4
424	424	1	Buff_101_cast			提升体术	9	1	0	0.03+0.001*%d	0	0	0	0	0	1	60	4
425	425	1		Buff_517_fire		回血	4	5	0	0.65	0	0	0	0	0	1	1	5
426	426	1		Buff_505_fire		驱散	25	0	0	0	0	0	0	14	0	1	1	5
427	427	1		Buff_517_fire		回血	4	5	1	100	5	0	0.05	0	0	1	1	5
428	428	2		Buff_503_fire		眩晕	8	0	0	0	0	0	0	2	0	1	0.1	5
429	429	3				吸血	13	0	0	0	0	0	0	10	0.15	1	999	5
430	430	2	Buff_107_cast			体术-0.1、15s	9	1	0	-0.1	0	0	0	0	0	1	15	2
431	431	2	Buff_107_cast			体术-0.2、15s	9	1	0	-0.2	0	0	0	0	0	1	15	2
432	432	1	Buff_306_cast			火系防御+	17	0	0	0	0	0	0	102	-0.03-0.001*%d	1	20	3
433	433	1	Buff_306_cast			火系防御+	17	0	0	0	0	0	0	102	-0.03-0.001*%d	1	20	5
434	434	1	Buff_305_cast			水系防御+	17	0	0	0	0	0	0	103	-0.03-0.001*%d	1	20	3
435	435	1	Buff_305_cast			水系防御+	17	0	0	0	0	0	0	103	-0.03-0.001*%d	1	20	5
436	436	3				自身反伤	32	0	0	0	0	0	0	17	0.1+0.002*%d	1	999	5
437	437	3				自身反伤	32	0	0	0	0	0	0	17	0.12+0.002*%d	1	999	5
438	438	1				回血	4	5	0	0.05+0.001*%d	0	0	0	0	0	1	1	5
439	439	1				回血	4	5	0	0.05+0.001*%d	0	0	0	0	0	1	1	5
440	440	1	Buff_305_cast			水系防御+	17	0	0	0	0	0	0	103	-0.05	1	12	3
441	441	1	Buff_305_cast			水系防御+	17	0	0	0	0	0	0	103	-0.05	1	12	3
442	442	1	Buff_308_cast			风系防御+	17	0	0	0	0	0	0	101	-0.05	1	12	3
443	443	1		Buff_503_fire		眩晕3s	8	0	0	0	0	0	0	2	0	1	3	5
444	444	1	Buff_101_cast			体术+2%-10s	9	1	0	0.02	0	0	0	0	0	1	10	5
445	445	2		Buff_519_fire		中毒5s-120	27	5	1	-120	0	0	0	0	0	5	5	5
446	446	2		Buff_503_fire		眩晕0.1s	8	0	0	0	0	0	0	2	0	1	0.1	5
447	447	3				自身吸血0.15	13	0	0	0	0	0	0	10	0.15	1	999	5
448	448	2	Buff_209_cast			降低怒气50	19	10	1	-50	0	0	0	0	0	1	1	5
449	449	2				致盲3s	20	0	0	0	0	0	0	6	0	1	3	5
450	450	2		Buff_520_fire		点燃5s-120	27	5	1	-120	0	0	0	0	0	5	5	5
451	451	1	Buff_106_cast			双防+0.05	1	3	0	0.05	4	0	0.05	0	0	1	10	5
452	452	1				回血100+0.05	4	5	1	100	5	0	0.05	0	0	1	1	5
453	453	1	Buff_101_cast			体术1-3s	9	1	0	1	0	0	0	0	0	1	3	5
454	454	1	Buff_102_cast			防御+0.05-15s	1	3	0	0.05	0	0	0	0	0	1	15	5
455	455	1	Buff_202_cast			闪避+0.25-10s	28	8	0	0.25	0	0	0	0	0	1	10	5
456	456	2		Buff_520_fire		伤害1	27	5	0	-0.8	0	0	0	0	0	1	1	5
457	457	1	Buff_201_cast			暴击0.25-5s	11	6	0	0.25	0	0	0	0	0	1	5	5
458	458	2		Buff_513_fire		混乱3s	3	0	0	0	0	0	0	7	0	1	3	5
459	459	2		Buff_503_fire		眩晕2s	8	0	0	0	0	0	0	2	0	1	2	5
460	460	1				回血50+0.05	4	5	0	0.05	5	1	50	0	0	1	1	5
461	461	2		Buff_503_fire		眩晕2s	8	0	0	0	0	0	0	2	0	1	2	5
462	462	1	Buff_102_cast			防御+∞-5s	1	3	0	100	0	0	0	0	0	1	5	5
463	463	1	Buff_102_cast			防御+∞-5s	1	3	0	100	0	0	0	0	0	1	5	5
464	464	2		Buff_503_fire		眩晕3s	8	0	0	0	0	0	0	2	0	1	3	5
465	465	1	Buff_104_cast			技防+∞-5s	1	4	0	100	0	0	0	0	0	1	5	5
466	466	1				回血0.65	4	5	0	0.65	0	0	0	0	0	1	1	5
467	467	1		Buff_505_fire		驱散	25	0	0	0	0	0	0	14	0	1	1	5
468	468	1				回血100+0.05	4	5	1	100	5	0	0.005	0	0	1	1	5
469	469	1	Buff_101_cast			防御+	9	1	0	0.4+0.005*%d	0	0	0	0	0	1	10	1
470	470	1	Buff_101_cast			防御+	9	1	0	0.4+0.005*%d	0	0	0	0	0	1	20	1
471	471	2	Buff_309_cast			风伤-	6	0	0	0	0	0	0	201	-0.02-0.001*%d	1	20	5
472	472	2	Buff_309_cast			风伤-	6	0	0	0	0	0	0	201	-0.02-0.001*%d	1	20	5
473	473	2	Buff_311_cast			火系伤害-	6	0	0	0	0	0	0	202	-0.02-0.001*%d	1	20	5
474	474	2	Buff_311_cast			火系伤害-	6	0	0	0	0	0	0	202	-0.02-0.001*%d	1	20	5
475	475	2	Buff_312_cast			水系伤害-	6	0	0	0	0	0	0	203	-0.02-0.001*%d	1	20	5
476	476	2	Buff_312_cast			水系伤害-	6	0	0	0	0	0	0	203	-0.02-0.001*%d	1	20	5
477	477	2	Buff_310_cast			无系伤害-	6	0	0	0	0	0	0	200	-0.02-0.001*%d	1	20	5
478	478	2	Buff_310_cast			无系伤害-	6	0	0	0	0	0	0	200	-0.02-0.001*%d	1	20	5
479	479	3	Buff_202_cast			闪避+	28	8	0	0.1+0.003*%d	0	0	0	0	0	1	999	5
480	480	3	Buff_202_cast			闪避+	28	8	0	0.1+0.003*%d	0	0	0	0	0	1	999	5
481	481	2	Buff_112_cast			双防-0.2	1	3	0	-0.2	4	0	-0.2	0	0	1	30	10
482	482	2	Buff_112_cast			双防-0.2	1	3	0	-0.2	4	0	-0.2	0	0	1	30	10
483	483	1	Buff_101_cast			防御+	9	1	0	0.03+0.001*%d	0	0	0	0	0	1	30	10
484	484	1	Buff_101_cast			防御+	9	1	0	0.05+0.001*%d	0	0	0	0	0	1	30	10
485	485	2	Buff_108_cast			防御-0.2-5s	2	3	0	-0.2	0	0	0	0	0	1	30	1
486	486	2	Buff_108_cast			防御-0.2-5s	2	3	0	-0.3	0	0	0	0	0	1	30	1
487	487	1	Buff_201_cast			暴击+0.3-3s	11	6	0	0.25	0	0	0	0	0	1	3	1
488	488	1	Buff_201_cast			暴击+0.3-5s	11	6	0	0.3	0	0	0	0	0	1	5	1
489	489	2		Buff_513_fire		混乱3s	3	0	0	0	0	0	0	7	0	1	4	5
490	490	2		Buff_513_fire		混乱5s	3	0	0	0	0	0	0	7	0	1	6	5
491	491	2	Buff_110_cast			技防-0.15-10s	5	4	0	-0.08	0	0	0	0	0	1	10	5
492	492	2	Buff_110_cast			技防-0.15-10s	5	4	0	-0.08	0	0	0	0	0	1	10	5
493	493	3	Buff_203_cast			免伤提升	30	12	1	0.05+0.001*%d	0	0	0	0	0	1	999	5
494	494	3	Buff_203_cast			免伤提升	30	12	1	0.05+0.001*%d	0	0	0	0	0	1	999	5
495	495	3	Buff_301_cast			风伤+	6	0	0	0	0	0	0	201	0.08+0.002*%d	1	999	5
496	496	3	Buff_302_cast			无系伤害+	6	0	0	0	0	0	0	200	0.08+0.002*%d	1	999	5
497	497	3	Buff_312_cast			水系伤害-	6	0	0	0	0	0	0	203	-0.1	1	999	5
498	498	2		Buff_513_fire		混乱3s	3	0	0	0	0	0	0	7	0	1	3	5
499	499	2				伤害	27	5	0	-0.06-0.0006*%d	0	0	0	0	0	1	1	10
500	500	2				伤害	27	5	0	-0.06-0.0006*%d	0	0	0	0	0	1	1	10
501	501	1	Buff_302_cast			无系伤害+	6	0	0	0	0	0	0	200	0.08	1	10	1
502	502	2		Buff_518_fire		沉默3s	15	0	0	0	0	0	0	8	0	1	3	5
503	503	2		Buff_518_fire		沉默3s	15	0	0	0	0	0	0	8	0	1	3	5
504	504	1	Buff_306_cast			火系抗性+	17	0	0	0	0	0	0	102	-0.15	1	10	1
505	505	1	Buff_306_cast			火系抗性+	17	0	0	0	0	0	0	102	-0.15	1	15	1
506	506	1	Buff_106_cast			双防+0.03	1	3	0	0.02	4	0	0.03	0	0	1	30	5
507	507	1	Buff_106_cast			双防+0.04	1	3	0	0.03	4	0	0.04	0	0	1	30	5
508	508	1				回血	4	5	0	0.35+0.0035*%d	0	0	0	0	0	1	1	5
509	509	1				回血	4	5	0	0.35+0.0035*%d	0	0	0	0	0	1	1	5
510	510	3	Buff_203_cast			免伤提升	30	12	1	0.05+0.001*%d	0	0	0	0	0	1	999	5
511	511	3	Buff_203_cast			免伤提升	30	12	1	0.05+0.001*%d	0	0	0	0	0	1	999	5
512	512	3	Buff_311_cast			火系伤害-0.1	6	0	0	0	0	0	0	202	-0.1	1	999	5
513	513	3	Buff_301_cast			风伤-	6	0	0	0	0	0	0	201	0.08+0.001*%d	1	999	5
514	514	2				伤害0.15	27	5	0	-0.18	0	0	0	0	0	1	1	5
515	515	2				伤害0.2	27	5	0	-0.25	0	0	0	0	0	1	1	5
516	516	1				回血	4	5	0	0.07+0.0007*%d	0	0	0	0	0	1	1	5
517	517	1				回血	4	5	0	0.07+0.0007*%d	0	0	0	0	0	1	1	5
518	518	1	Buff_303_cast			火系伤害+0.2-15s	6	0	0	0	0	0	0	202	0.12	1	15	3
519	519	1	Buff_303_cast			火系伤害+0.2-15s	6	0	0	0	0	0	0	202	0.12	1	15	3
520	520	1	Buff_303_cast			火系伤害+	6	0	0	0	0	0	0	202	0.05+0.001*%d	1	30	5
521	521	1	Buff_303_cast			火系伤害+	6	0	0	0	0	0	0	202	0.05+0.001*%d	1	30	10
522	522	1	Buff_102_cast			防御+0.05-5s	2	3	0	0.05	0	0	0	0	0	1	5	3
523	523	1	Buff_102_cast			防御+0.1-10s	2	3	0	0.1	0	0	0	0	0	1	10	3
524	524	3	Buff_203_cast			免伤提升	30	12	1	0.05+0.001*%d	0	0	0	0	0	1	999	5
525	525	3	Buff_203_cast			免伤提升	30	12	1	0.05+0.001*%d	0	0	0	0	0	1	999	5
526	526	3	Buff_309_cast			风伤-	6	0	0	0	0	0	0	201	-0.1	1	999	5
527	527	3	Buff_303_cast			火系伤害+	6	0	0	0	0	0	0	202	0.08+0.001*%d	1	999	5
528	528	3	Buff_112_cast	Buff_303_cast		双防-	2	3	0	%d*0.001-0.22	4	0	%d*0.001-0.22	202	0.25	1	30	3
529	529	3	Buff_112_cast	Buff_303_cast		双防-	2	3	0	%d*0.001-0.15	4	0	%d*0.001-0.15	202	0.3	1	30	3
530	530	1	Buff_204_cast			怒气+200	19	10	1	100	0	0	0	0	0	1	1	5
531	531	1	Buff_204_cast			怒气+200	19	10	1	100	0	0	0	0	0	1	1	5
532	532	1	Buff_101_cast			防御+1	9	1	0	1	0	0	0	0	0	1	10	5
533	533	3				伤害1	27	5	0	-1	0	0	0	0	0	1	1	5
534	534	1	Buff_101_cast			防御+1	9	1	0	1	0	0	0	0	0	1	10	5
535	535	3				伤害0.5	27	5	0	-0.5	0	0	0	0	0	1	1	5
536	536	1	Buff_101_cast			防御+0.1	9	1	0	0.1	0	0	0	0	0	1	12	5
537	537	2	Buff_107_cast			攻击-0.05	9	1	0	-0.05	0	0	0	0	0	1	10	1
538	538	2	Buff_112_cast			双防-0.2	2	3	0	-0.2	4	0	-0.2	0	0	1	10	1
539	539	3				伤害0.5	27	5	0	-0.5	0	0	0	0	0	1	1	5
540	540	2	Buff_111_cast			双攻-0.2	9	1	0	-0.2	2	0	0	0	0	1	10	1
541	541	2	Buff_112_cast			双防-0.2	2	3	0	-0.2	4	0	-0.2	0	0	1	10	1
542	542	3				伤害0.5	27	5	0	-0.5	0	0	0	0	0	1	1	5
543	543	2		Buff_520_fire		点燃5-3-160	27	5	1	-160	0	0	0	0	0	3	5	5
544	544	3				伤害0.7	27	5	0	-0.7	0	0	0	0	0	1	1	5
545	545	2	Buff_108_cast			物防-0.2	2	3	0	-0.17	0	0	0	0	0	1	20	2
546	546	2	Buff_108_cast			物防-0.4	2	3	0	-0.25	0	0	0	0	0	1	20	2
547	547	2	Buff_108_cast			物防-0.4	2	3	0	-0.18	0	0	0	0	0	1	30	1
548	548	2	Buff_108_cast			物防-0.6	2	3	0	-0.24	0	0	0	0	0	1	30	1
549	549	1	Buff_101_cast			物攻+	35	1	0	0.3+0.002*%d	0	0	0	0	0	1	999	5
550	550	1	Buff_101_cast			物攻+	35	1	0	0.4+0.002*%d	0	0	0	0	0	1	999	5
551	551	3				回血	36	5	0	1+0.01*%d	0	0	0	0	0	111	888	5
552	552	3				回血	36	5	0	1+0.01*%d	0	0	0	0	0	111	888	5
553	553	3				回血5次	4	5	0	0.12+0.0012*%d	0	0	0	0	0	5	5	5
554	554	3				回血5次	4	5	0	0.12+0.0012*%d	0	0	0	0	0	5	5	5
555	555	1		Buff_505_fire		驱散	25	0	0	0	0	0	0	14	0	1	1	5
556	556	1		Buff_505_fire		驱散	25	0	0	0	0	0	0	14	0	1	1	5
557	557	1	Buff_306_cast			火系抗性+	17	0	0	0	0	0	0	102	-0.25	1	30	1
558	558	1	Buff_306_cast			火系抗性+	17	0	0	0	0	0	0	102	-0.45	1	30	1
559	559	2	Buff_311_cast			火系伤害-0.45	6	0	0	0	0	0	0	202	-0.45	1	60	1
560	560	2	Buff_311_cast			火系伤害-0.7	6	0	0	0	0	0	0	202	-0.7	1	60	1
561	561	3				回血	4	5	0	0.07+0.006*%d	0	0	0	0	0	1	1	5
562	562	3				回血	4	5	0	0.07+0.006*%d	0	0	0	0	0	1	1	5
563	563	1		Buff_505_fire		驱散	25	0	0	0	0	0	0	14	0	1	1	5
564	564	3				反伤	32	0	0	0	0	0	0	17	0.6+0.006*%d	1	15	1
565	565	3				反伤	32	0	0	0	0	0	0	17	0.6+0.006*%d	1	20	1
566	566	1	Buff_301_cast			风伤+	6	0	0	0	0	0	0	201	0.03+0.002*%d	1	60	5
567	567	1	Buff_301_cast			风伤+	6	0	0	0	0	0	0	201	0.03+0.002*%d	1	60	5
568	568	1	Buff_308_cast			风系抗性+	17	0	0	0	0	0	0	101	-0.03-0.002*%d	1	60	5
569	569	1	Buff_308_cast			风系抗性+	17	0	0	0	0	0	0	101	-0.03-0.002*%d	1	60	5
570	570	2	Buff_315_cast			无系抗性-0.6	17	0	0	0	0	0	0	100	0.6	1	30	1
571	571	2	Buff_315_cast			无系抗性-0.8	17	0	0	0	0	0	0	100	0.8	1	30	1
572	572	2		Buff_503_fire		眩晕2s	8	0	0	0	0	0	0	2	0	1	2	5
573	573	2		Buff_503_fire		眩晕3s	8	0	0	0	0	0	0	2	0	1	3	5
574	574	2	Buff_108_cast			物防-	2	3	0	-0.02-0.002*%d	0	0	0	0	0	1	30	5
575	575	2	Buff_108_cast			物防-	2	3	0	-0.04-0.002*%d	0	0	0	0	0	1	30	5
576	576	3	Buff_302_cast			无系伤害+	6	0	0	0	0	0	0	200	0.1+0.001*%d	1	999	5
577	577	3	Buff_302_cast			无系伤害+	6	0	0	0	0	0	0	200	0.15+0.001*%d	1	999	5
578	578	3				回血	4	5	0	0.35+0.0035*%d	0	0	0	0	0	1	1	5
579	579	3				回血	4	5	0	0.5+0.0035*%d	0	0	0	0	0	1	1	5
580	580	2		Buff_513_fire		混乱4s	3	0	0	0	0	0	0	7	0	1	4	5
581	581	1	Buff_101_cast			物攻+0.3	9	1	0	0.3	0	0	0	0	0	1	3	1
582	582	1	Buff_101_cast			物攻+0.3	9	1	0	0.3	0	0	0	0	0	1	3	1
583	583	1	Buff_104_cast			技防+0.3	1	4	0	0.3	0	0	0	0	0	1	3	1
584	584	1	Buff_104_cast			技防+0.3	1	4	0	0.3	0	0	0	0	0	1	3	1
585	585	1				反伤	32	0	0	0	0	0	0	17	1+0.01*%d	1	3	1
586	586	1				反伤	32	0	0	0	0	0	0	17	1+0.01*%d	1	3	1
587	587	3				回血	4	5	0	1.5+0.02*%d	0	0	0	0	0	1	1	5
588	588	3				回血	4	5	0	1.5+0.02*%d	0	0	0	0	0	1	1	5
589	589	1	Buff_101_cast			物攻+0.1	9	1	0	0.1	0	0	0	0	0	1	10	5
590	590	3				反伤	32	0	0	0	0	0	0	17	0.1+0.001*%d	1	999	5
591	591	3				反伤	32	0	0	0	0	0	0	17	0.15+0.001*%d	1	999	5
592	592	3	Buff_303_cast			火系伤害+	6	0	0	0	0	0	0	202	0.1+0.001*%d	1	999	5
593	593	3	Buff_303_cast			火系伤害+	6	0	0	0	0	0	0	202	0.1+0.001*%d	1	999	5
594	594	3	Buff_308_cast			风系抗性+	17	0	0	0	0	0	0	101	-0.05	1	999	5
595	595	3	Buff_307_cast			无系抗性+	17	0	0	0	0	0	0	100	-0.05	1	999	5
596	596	1	Buff_307_cast			无系抗性+	17	0	0	0	0	0	0	100	-0.15	1	10	1
597	597	1	Buff_307_cast			无系抗性+	17	0	0	0	0	0	0	100	-0.15	1	15	1
598	598	1				加血	4	5	0	0.2	0	0	0	0	0	5	5	5
599	599	3				加血	4	5	0	0.6+0.006*%d	0	0	0	0	0	1	1	1
600	600	3				加血	4	5	0	0.6+0.006*%d	0	0	0	0	0	1	1	1
601	601	1	Buff_106_cast			双防+0.2	1	3	0	0.2	4	0	0.2	0	0	1	10	1
602	602	1	Buff_106_cast			双防+0.25	1	3	0	0.25	4	0	0.25	0	0	1	10	1
603	603	2		Buff_503_fire		眩晕2s	8	0	0	0	0	0	0	2	0	1	2	5
604	604	2		Buff_503_fire		眩晕3s	8	0	0	0	0	0	0	2	0	1	3	5
605	605	3				回血	4	5	0	3+0.03*%d	0	0	0	0	0	1	1	5
606	606	3				回血	4	5	0	3+0.03*%d	0	0	0	0	0	1	1	5
607	607	2	Buff_111_cast			双攻-0.1	9	1	0	-0.1	2	0	-0.1	0	0	1	30	3
608	608	2	Buff_111_cast			双攻-0.1	9	1	0	-0.1	2	0	-0.1	0	0	1	30	3
609	609	3				回血	4	5	0	1+0.01*%d	0	0	0	0	0	1	1	5
610	610	3				回血	4	5	0	1+0.01*%d	0	0	0	0	0	1	1	5
611	611	3	Buff_102_cast			物防+	2	3	0	0.1+0.001*%d	0	0	0	0	0	1	999	1
612	612	3	Buff_102_cast			物防+	2	3	0	0.15+0.001*%d	0	0	0	0	0	1	999	1
613	613	3				伤害	27	5	0	-0.25-0.001*%d	0	0	0	0	0	1	1	5
614	614	3				伤害	27	5	0	-0.25-0.001*%d	0	0	0	0	0	1	1	5
615	615	3				伤害	27	5	0	-0.3-0.003*%d	0	0	0	0	0	1	1	5
616	616	3				伤害	27	5	0	-0.3-0.003*%d	0	0	0	0	0	1	1	5
617	617	3	Buff_311_cast			火伤-	6	0	0	0	0	0	0	202	-0.05-0.001*%d	1	999	1
618	618	3	Buff_311_cast			火伤-	6	0	0	0	0	0	0	202	-0.08-0.001*%d	1	999	1
619	619	3				伤害	27	5	0	-0.4	0	0	0	0	0	1	1	5
620	620	3				伤害	27	5	0	-0.2	0	0	0	0	0	1	1	5
621	621	1	Buff_102_cast			物防+0.03	1	3	0	0.03	0	0	0	0	0	1	30	5
622	622	1	Buff_102_cast			物防+0.05	1	3	0	0.05	0	0	0	0	0	1	30	5
623	623	1	Buff_103_cast			技攻+	14	2	0	0.01+0.0005*%d	0	0	0	0	0	1	50	20
624	624	1	Buff_103_cast			技攻+	14	2	0	0.015+0.0005*%d	0	0	0	0	0	1	50	20
625	625	3	Buff_102_cast			物防+	1	3	0	0.04+0.0004*%d	0	0	0	0	0	1	999	1
626	626	3	Buff_102_cast			物防+	1	3	0	0.06+0.0004*%d	0	0	0	0	0	1	999	1
627	627	2	Buff_311_cast			火伤-0.05	6	0	0	0	0	0	0	202	-0.05	1	30	5
628	628	1	Buff_101_cast			攻+	9	1	0	0.4+0.005*%d	0	0	0	0	0	1	6	5
629	629	1	Buff_101_cast			物攻+	9	1	0	0.4+0.005*%d	0	0	0	0	0	1	6	5
630	630	2	Buff_112_cast			双防-0.4	1	3	0	-0.36	4	0	-0.36	0	0	1	6	5
631	631	2	Buff_112_cast			双防-0.4	1	3	0	-0.24	4	0	-0.24	0	0	1	6	5
632	632	2	Buff_311_cast			火伤-0.04	6	0	0	0	0	0	0	202	-0.04	1	30	5
633	633	2	Buff_311_cast			火伤-0.04	6	0	0	0	0	0	0	202	-0.04	1	30	5
634	634	3	Buff_103_cast			技攻+	14	2	0	0.05+0.001*%d	0	0	0	0	0	1	999	5
635	635	3	Buff_103_cast			技攻+	14	2	0	0.08+0.001*%d	0	0	0	0	0	1	999	5
636	636	3		Buff_504_fire		净化	31	0	0	0	0	0	0	13	0	1	1	1
637	637	3		Buff_504_fire		净化	31	0	0	0	0	0	0	13	0	1	1	1
638	638	3		Buff_505_fire		加血、驱散	25	5	0	1+0.01*%d	0	0	0	14	0	1	1	5
639	639	3		Buff_505_fire		加血、驱散	25	5	0	1+0.01*%d	0	0	0	14	0	1	1	5
640	640	3				加血	4	5	0	0.1	0	0	0	0	0	1	1	5
641	641	3				加血	4	5	0	0.1	0	0	0	0	0	1	1	5
642	642	1	Buff_104_cast			技防+	5	4	0	0.1+0.001*%d	0	0	0	0	0	1	1	5
643	643	1	Buff_104_cast			技防+	5	4	0	0.15+0.001*%d	0	0	0	0	0	1	1	5
644	644	3				伤害	27	5	0	-0.01	0	0	0	0	0	1	1	5
645	645	3				伤害	27	5	0	-0.01	0	0	0	0	0	1	1	5
646	646	2		Buff_503_fire		眩晕3	8	0	0	0	0	0	0	2	0	1	3	5
647	647	2		Buff_503_fire		眩晕4	8	0	0	0	0	0	0	2	0	1	4	5
648	648	2	Buff_316_cast			风抗-0.1	17	0	0	0	0	0	0	101	0.1	1	15	3
649	649	2	Buff_316_cast			风抗-0.1	17	0	0	0	0	0	0	101	0.1	1	15	3
650	650	3	Buff_301_cast			风伤+	6	0	0	0	0	0	0	201	0.08+0.0005*%d	1	999	1
651	651	3	Buff_301_cast			风伤+	6	0	0	0	0	0	0	201	0.12+0.0005*%d	1	999	1
652	652	1	Buff_301_cast			风伤+	6	0	0	0	0	0	0	201	0.02+0.0002*%d	1	15	5
653	653	1	Buff_301_cast			风伤+	6	0	0	0	0	0	0	201	0.03+0.0002*%d	1	15	5
654	654	1				回血	4	5	0	0.16+%d*0.0016	0	0	0	0	0	5	5	5
655	655	1				回血	4	5	0	0.16+%d*0.0016	0	0	0	0	0	5	5	5
656	656	1	Buff_104_cast			技防+0.12	5	4	0	0.12	0	0	0	0	0	1	30	3
657	657	1	Buff_104_cast			技防+0.18	5	4	0	0.18	0	0	0	0	0	1	30	3
658	658	1				回血	4	5	0	1.2+%d*0.009	0	0	0	0	0	1	1	5
659	659	1				回血	4	5	0	1.2+%d*0.009	0	0	0	0	0	1	1	5
660	660	1	Buff_105_cast			双攻+	9	1	0	0.05	2	0	0.05	0	0	1	15	3
661	661	1	Buff_105_cast			双攻+	9	1	0	0.05	2	0	0.05	0	0	1	30	3
662	662	1	Buff_106_cast			双防+	1	3	0	0.05	4	0	0.05	0	0	1	15	3
663	663	1	Buff_106_cast			双防+	1	3	0	0.05	4	0	0.05	0	0	1	30	3
664	664	1				回血	4	5	0	0.1	0	0	0	0	0	1	1	5
665	665	1				回血	4	5	0	0.1	0	0	0	0	0	1	1	5
666	666	1	Buff_104_cast			技防+	5	4	0	0.02	0	0	0	0	0	1	30	5
667	667	1	Buff_104_cast			技防+	5	4	0	0.02	0	0	0	0	0	1	30	5
668	668	1				回血	4	5	0	0.05+%d*0.0005	0	0	0	0	0	1	1	5
669	669	1				回血	4	5	0	0.05+%d*0.0005	0	0	0	0	0	1	1	5
670	670	1	Buff_104_cast			技防+	5	4	0	0.03	0	0	0	0	0	1	20	10
671	671	1	Buff_104_cast			技防+	5	4	0	0.03	0	0	0	0	0	1	20	10
672	672	2	Buff_312_cast			水伤-	6	0	0	0	0	0	0	203	-0.1-%d*0.001	1	999	1
673	673	2	Buff_312_cast			水伤-	6	0	0	0	0	0	0	203	-0.1-%d*0.001	1	999	1
674	674	1	Buff_104_cast			技防+	5	4	0	0.05	0	0	0	0	0	1	999	1
675	675	2				治疗效果-	18	0	0	0	0	0	0	16	-0.45	1	3	1
676	676	2				治疗效果-	18	0	0	0	0	0	0	16	-0.08	1	45	3
677	677	1	Buff_204_cast			怒气+100	19	10	1	100	0	0	0	0	0	1	1	5
678	678	1	Buff_204_cast			怒气+150	19	10	1	150	0	0	0	0	0	1	1	5
679	679	2				怒气获取-0.4	19	0	0	0	0	0	0	12	-0.4	1	5	1
680	680	2				怒气获取-0.7	19	0	0	0	0	0	0	12	-0.7	1	5	1
681	681	1	Buff_204_cast			怒气+20	19	10	1	20	0	0	0	0	0	1	1	5
